locus	BG11_Control	BG11_Lys	difference
slr1549	-3.1019956201777408	-2.4802674134651133	-0.6217282067126275
slr1666	1.0780761675644106	-0.6580285055518185	1.736104673116229
sll1776	-0.6259351095976106	-0.380966547530108	-0.24496856206750256
slr1350	-0.4792265144263699	-1.0277702205749812	0.5485437061486114
sll1441	-0.4367329884465678	-2.1448433679395196	1.7081103794929517
sll0541	-3.204450627832543	-2.0107088448944754	-1.1937417829380674
sll0262	-0.22362265065984618	-0.6508554892012066	0.4272328385413604
sll1479	0.3561286337384303	0.11349445902054085	0.24263417471788945
sll0250	-0.40896076069153803	-1.232234738952124	0.823273978260586
sll0698	-0.86988074810589	-1.0053977355418802	0.13551698743599017
slr1706	0.7907386915474169	0.4829751823529038	0.3077635091945131
slr0054	-1.1952960786118034	-1.2757104625330586	0.08041438392125522
sll0398	-1.6651110909080384	-1.413247056852114	-0.2518640340559244
slr2041	-0.300067401014987	-1.4917867200320984	1.1917193190171114
sll0848	0.3149605773836365	0.023442309928818843	0.2915182674548176
slr0833	-1.1773514975734236	-1.9060592569974897	0.7287077594240661
sll1572	0.23087398407356655	0.2102574819218137	0.02061650215175284
slr0603	-0.07438118497463209	0.08188011786184028	-0.15626130283647238
sll1868	-0.7344544943456183	-0.43033338582511493	-0.30412110852050334
sll1666	0.7788806301516794	0.2480770017440489	0.5308036284076305
sll1933	-2.625024597370711	-1.620321723081918	-1.004702874288793
slr0093	-0.24510529002755801	-0.21404013435256625	-0.031065155674991768
sll0897	0.41188651102973617	-0.18320968730308695	0.5950961983328231
sll1932	-1.1468083342327366	-0.5704572334046875	-0.5763511008280492
sll0170	-2.815243973858373	-2.1125865419198235	-0.7026574319385497
sll0058	0.13302701962237032	-0.5728240558965726	0.7058510755189429
slr0965	0.053666941605729816	0.05879066580231979	-0.005123724196589977
slr0446	-0.6747301794616324	-1.9777815875659706	1.3030514081043383
sll1360	-2.8582083243798038	-1.9091808430088888	-0.949027481370915
slr1943	0.46645208960192486	-0.9980204802842896	1.4644725698862144
sll1540	0.5154642408100122	0.26086021991062136	0.2546040208993908
slr1719	0.2931743074017394	-0.5647645077173912	0.8579388151191305
sll0621	-0.9606758720179877	-0.9241916834663322	-0.03648418855165547
sll0107	0.29760070378841924	0.16595660930341702	0.13164409448500222
slr0434	0.44265406785762795	-0.7076361140334207	1.1502901818910487
slr0752	0.9774457966299164	-0.3844696265127396	1.361915423142656
slr0817	-1.919423644883258	-1.6079644782391933	-0.3114591666440647
slr1051	0.680482070027069	3.8418175103114454	-3.1613354402843763
sll0923	-0.04831832142857708	0.3103903430330459	-0.358708664461623
slr0321	-1.120875671792586	-1.0974640303480028	-0.023411641444583298
slr0089	0.311360987284353	-0.11070920440215691	0.42207019168650994
ssr1169	0.06300541087713063	-0.037611186595777904	0.10061659747290853
slr1212	0.12993545612350096	0.16229414381729665	-0.032358687693795685
sll1404	-0.1625496391333415	0.06486592874134217	-0.22741556787468367
slr0677	0.8597983707291224	0.16922278227187867	0.6905755884572436
slr1875	-0.11793115110704247	-0.06060733102983928	-0.05732382007720319
slr0527	0.28004867131454036	0.23044695290997974	0.049601718404560624
slr2023	0.06841965147637732	0.04486116916686393	0.023558482309513393
sll1069	-1.5488871025654223	-1.9007205720004772	0.3518334694350549
slr1332	-0.0869343247437469	-0.43432039920772064	0.34738607446397374
slr0886	0.08199826613336064	-0.7681927065275899	0.8501909726609505
slr1994	0.10024275886278543	0.3156520481347874	-0.21540928927200198
sll0330	0.11885157681566848	0.7210136441151895	-0.602162067299521
slr1511	0.08841428504142673	2.0172512007926264	-1.9288369157511998
sll1605	-1.9962839442431204	-2.0419606526478864	0.04567670840476601
sll1636	-0.11439980029712855	0.16284373794919277	-0.2772435382463213
slr0952	0.3105122748641878	0.13609988405547252	0.1744123908087153
slr0943	0.1924414663589334	-0.06842001434042881	0.2608614806993622
slr1492	0.1527333861213903	0.041957306207046983	0.11077607991434332
slr1491	-0.545806949013209	-0.6240033818288344	0.07819643281562538
slr1319	0.21051569589474556	0.42129807068982933	-0.21078237479508377
slr1316	-0.08439921399556911	0.14540903647661926	-0.2298082504721884
slr1317	0.19588381857037987	0.24572635798432985	-0.04984253941394998
slr1318	-0.24034700202233672	0.3100406222865914	-0.5503876243089281
slr1392	0.1714355817191608	-0.39853040823243163	0.5699659899515924
slr1531	-0.7681681257377668	-1.1259319226335283	0.35776379689576143
sll1406	0.05771251818466375	0.12257702584126301	-0.06486450765659926
sll1409	0.30420104888953703	0.31136528238239836	-0.007164233492861327
slr1490	-0.12225728636339955	-0.12019858601073188	-0.0020587003526676695
slr0070	0.12099651812622983	-0.7188193299772572	0.839815848103487
slr0679	0.14793492262755958	0.09742692016472675	0.05050800246283284
sll1612	0.2609366600548166	-0.7046121932348853	0.9655488532897019
sll0753	-0.11894636795542685	-1.216173480958563	1.0972271130031361
slr0426	-0.05622336720130428	0.14679259366360017	-0.20301596086490445
slr1093	0.25321164855939204	-0.4354942858502333	0.6887059344096254
slr2026	-0.22956450714649793	0.2568320282847159	-0.48639653543121386
slr0298	-0.8647273501681048	-0.3990813024199577	-0.46564604774814705
slr1233	0.24338616660390117	0.48289194749116626	-0.2395057808872651
sll1009	-0.16223430777718043	0.3377479497985698	-0.4999822575757502
sll0145	0.0618371866590903	-0.9186909961721955	0.9805281828312858
sll0554	-0.777905512342292	-1.200599217345765	0.4226937050034729
ssr0330	-0.39911155056822833	-0.9791067811786336	0.5799952306104053
slr1604	-0.32367063198869744	-1.2971295776266931	0.9734589456379956
slr1390	-0.8599842902904962	-1.5482510250551653	0.6882667347646692
sll1463	-0.23701437535799874	-0.08298228066086902	-0.15403209469712972
slr0228	-0.8194651559875377	-1.617399482412729	0.7979343264251912
sll1833	-0.288033612866551	-1.439890465872767	1.1518568530062159
slr2102	-0.9053714273647836	-1.6997738503226547	0.7944024229578711
sll1633	-2.441150898370819	-0.36508136481206627	-2.0760695335587527
slr0018	0.39330715993987464	0.4915848226182668	-0.09827766267839216
sll1937	0.2104689986323868	0.27802020432035396	-0.06755120568796716
sll0567	0.35231041195614204	-0.5169117570716882	0.8692221690278303
slr1105	0.18267601817317874	-0.6626557092486489	0.8453317274218277
sll1098	-1.6728576353723235	-1.944481763482668	0.27162412811034464
sll0830	0.15218282148189474	0.2706442148858408	-0.11846139340394604
slr1463	-1.1004313969680375	-1.830794997369547	0.7303636004015095
slr0370	-0.1069731955301026	0.5145567516196272	-0.6215299471497298
sll1641	-0.06163469942845393	0.0711069022498705	-0.13274160167832444
slr1067	-0.1651469406615912	-0.22388668964055244	0.058739748978961254
slr1078	-0.3016438988138858	-0.263311226198747	-0.03833267261513884
sll0244	0.47593026035544456	-0.41963549987715404	0.8955657602325986
slr0884	0.1344809202108265	-0.051315151430272994	0.18579607164109949
sll1342	-0.7769352089258353	-0.49466455318283536	-0.282270655743
slr0807	-0.33881773965720896	-0.5584367662674379	0.21961902661022892
slr2136	-1.857621646188496	-1.7960892823291583	-0.06153236385933769
slr0879	0.6129360449708768	-0.5086050571293887	1.1215411021002657
slr0293	-1.257387469357357	-1.5448779847454055	0.2874905153880485
sll0171	0.8505664311532681	-0.6799933598120339	1.530559790965302
sll1709	-0.4968703086493785	1.5948401254266156	-2.091710434075994
slr0710	-0.10903384683323968	0.1657791921791547	-0.2748130390123944
slr1608	0.10715266110584909	0.03676441147264249	0.0703882496332066
sll1653	-0.49902730217627744	-0.38511988598626323	-0.11390741619001421
slr1269	-0.04114645754944816	0.24468866758782834	-0.2858351251372765
slr0747	0.014854785272426795	0.02023387512997459	-0.005379089857547793
sll0204	0.044559961469863935	-0.24848953450351774	0.2930494959733817
sll0202	0.561045753095454	-0.15137433263659397	0.712420085732048
slr0072	0.17145591654166636	0.29456197908608367	-0.1231060625444173
slr2097	-0.08202285300979638	0.07555702218294817	-0.15757987519274455
sll0404	-0.2236355513927494	-0.680938412435562	0.4573028610428126
sll1189	-0.21239143521474996	-0.19157904116545327	-0.02081239404929669
sll1831	-1.06543355675343	-0.8085535540350481	-0.25688000271838196
sll0771	0.17718954204060303	-0.043300407606891	0.22048994964749402
slr1167	-0.12137503718017255	0.35567107640038137	-0.47704611358055393
sll1393	-0.07032606028785683	0.3127549262667487	-0.38308098655460554
sll0945	0.021221909198826213	0.33522398484910726	-0.31400207565028104
sll0158	-0.11172555134569058	0.5858845833868541	-0.6976101347325447
sll1356	-0.14163746532974472	0.08545164272268281	-0.22708910805242755
slr1367	-0.7507058718550123	-0.1739589064305658	-0.5767469654244465
slr0237	-1.265043129749919	-0.5602801426062591	-0.7047629871436598
slr1857	0.6083774292180584	0.4596969621080853	0.14868046710997307
sll0593	-0.27109320129421216	-0.03492790954891023	-0.23616529174530193
sll0220	-1.0024030326269981	-1.0714753215870225	0.06907228896002438
sll0899	-0.2329880031839514	-1.3729465445121811	1.1399585413282298
slr1756	-0.32977317672564443	1.201877073034631	-1.5316502497602755
ssl0707	0.42761370158094614	1.0176142671189854	-0.5900005655380393
sll1270	1.0636212571300188	6.50772958628109	-5.444108329151071
sll1104	-0.05731188119983495	0.10400191411931833	-0.1613137953191533
slr0288	-0.19368920904849424	0.2645443081712271	-0.45823351721972133
sll1085	0.036965618107592246	0.5574670695237647	-0.5205014514161724
slr1672	0.284631596452002	-7.556272787912324e-4	0.2853872237307932
slr2094	-0.3432215897677712	0.7199225512630085	-1.0631441410307798
sll0401	-0.061554711229936075	-1.2639955729200147	1.2024408616900786
sll1502	0.0029030000755061493	0.5418349163577344	-0.5389319162822283
sll1499	-0.1250109546636361	0.18481677120325113	-0.3098277258668872
sll1027	0.039323988084699175	0.5454566649494514	-0.5061326768647523
slr1145	-0.1173496725552124	0.3069559122082053	-0.4243055847634177
sll0179	0.09897270530199255	-0.9691460781410989	1.0681187834430914
slr0638	0.3237112106358338	-0.5141708324510826	0.8378820430869165
slr0220	0.45758658544256214	-0.40887658297058693	0.8664631684131491
sll0083	-1.893523524783992	-1.4079300776151458	-0.48559344716884634
slr1123	-1.2845633367001297	-1.8726180288196654	0.5880546921195358
sll0329	0.2706036736211636	-0.1662040195670237	0.4368076931881873
slr1124	0.4054097471486357	-0.17474726322520248	0.5801570103738382
slr1755	0.14158338133897028	0.05054806610482748	0.0910353152341428
sll0416	0.18019643621366718	-0.17290159735241323	0.3530980335660804
slr2076	0.28940960823991685	-0.5091025666449803	0.7985121748848971
slr2075	-0.46938898084025427	-1.5539153951223588	1.0845264142821045
sll0057	-1.880932260179124	-1.7494483150451807	-0.13148394513394335
ssr2061	-0.41931317262257234	-0.3526712482539624	-0.06664192436860994
slr1562	-0.24172870639835659	1.020951972712636	-1.2626806791109926
slr1238	-0.5637049027060234	-0.05636278199549622	-0.5073421207105271
slr1277	-0.13888611606873744	0.016283962890939634	-0.15517007895967708
slr0063	0.3222375049061605	-0.08291868385277959	0.4051561887589401
slr0079	-0.05755188064690107	0.8829513903599742	-0.9405032710068753
slr0162	-0.09376731319763343	0.010116321199519869	-0.1038836343971533
sll0067	0.13822861055123917	0.2906459070547199	-0.1524172965034807
sll1545	0.09803456492427054	0.12604292972697836	-0.028008364802707825
slr0213	-2.1259003740236353	-1.372995300421404	-0.7529050736022314
slr1722	-0.7625293947402022	-0.38575864978768687	-0.37677074495251534
slr0172	0.11864963835291117	-0.7337971661846974	0.8524468045376086
sll1581	0.18514939827632831	0.060656832616223046	0.12449256566010528
sll1931	-2.4967747838980863	-1.9853813992345892	-0.511393384663497
sll1941	-0.43606993534144306	-1.414814820436082	0.978744885094639
slr0417	0.7053218308168883	1.9706539936855696	-1.2653321628686813
sll2005	-1.2954415802759423	-1.804436613455748	0.5089950331798057
sll1019	-0.3816977192960494	0.10899733036957758	-0.490695049665627
slr0201	0.08870037705860644	-0.0783897062542028	0.16709008331280922
slr1808	-1.5470999988939855	-1.390580993314336	-0.15651900557964948
sll1994	-0.6157218914245097	-1.994110169469196	1.3783882780446863
slr1887	-0.43603597966142704	-0.907067901456793	0.4710319217953659
sll0166	0.29806225259969776	0.057781654615718644	0.2402805979839791
slr0536	-0.8333236530092669	-1.4282145078367925	0.5948908548275256
sll1185	-1.2946703430356015	-1.6552297674995213	0.36055942446391986
slr0839	-0.3891611303552027	-0.4383598220429861	0.0491986916877834
sll1237	0.08012137933803207	0.05920632910597516	0.020915050232056906
sll0017	-0.10874610315174199	-0.6000204996975341	0.49127439654579214
sll1917	0.07831117693650073	0.3306602607794224	-0.25234908384292165
sll1876	-0.007230435687364371	0.40896970793472054	-0.4162001436220849
slr1521	0.21755396833379517	0.1423985907213702	0.07515537761242497
slr1519	0.36124691808353504	0.6271813076971234	-0.2659343896135884
sll1679	-0.03670599052504676	-0.16352750492102108	0.12682151439597433
sll1427	-0.4785438800177288	-0.22398895846982947	-0.2545549215478993
slr0652	0.11012813673527411	-2.1995323083754816	2.309660445110756
sll0084	-0.01702048945209337	0.22171949814998893	-0.2387399876020823
slr0500	-3.759864774612961	-2.573472981639427	-1.1863917929735344
sll1713	-0.5846416664747504	-0.778786089097669	0.19414442262291864
sll1958	-1.6148092313938207	-1.6436854441732818	0.028876212779461063
slr0682	-0.19986755575397713	-0.1159376233090186	-0.08392993244495853
slr1848	0.1099056362274635	-0.5249447213297117	0.6348503575571752
sll1893	-0.5608504020511436	-1.1716122948310375	0.6107618927798939
sll0900	0.11570516447683135	-1.1594996035576561	1.2752047680344876
slr0084	-0.7192750892710815	-0.7655053506155807	0.046230261344499146
slr0608	-1.4754574455078129	-2.0615703193282693	0.5861128738204564
slr0357	-2.2791201776524117	-2.2224362183866977	-0.05668395926571401
slr1560	0.29442363443126657	-1.2116368382480986	1.5060604726793652
slr0327	1.0176608496101718	-1.0823369061078598	2.0999977557180314
ssr1789	-0.015547488202656529	-0.10787014101649664	0.09232265281384011
ssl2542	-0.002756824939534135	-0.11958012309897494	0.1168232981594408
sll1180	0.01777312240723641	0.20662926066062928	-0.18885613825339287
slr1651	0.2429664445626109	0.16463339200238547	0.07833305256022544
sll1181	-0.037219937727846375	-0.20356121083260226	0.16634127310475588
sll1184	-2.1930739831091715	-1.9416604174391954	-0.2514135656699761
sll1875	0.22380417942218075	-0.004057673637716327	0.2278618530598971
