locus_tag	GO_ID
slr1351	GO:0005524
slr1351	GO:0005737
slr1351	GO:0007049
slr1351	GO:0008360
slr1351	GO:0008766
slr1351	GO:0009252
slr1351	GO:0047480
slr1351	GO:0051301
slr1351	GO:0071555
sll1796	GO:0005506
sll1796	GO:0009055
sll1796	GO:0015979
sll1796	GO:0020037
sll1796	GO:0031979
slr0186	GO:0003852
slr0186	GO:0003985
slr0186	GO:0005737
slr0186	GO:0009098
slr0186	GO:0030145
slr0469	GO:0003735
slr0469	GO:0006412
slr0469	GO:0015935
slr0469	GO:0019843
slr0469	GO:0042274
slr0213	GO:0003921
slr0213	GO:0005524
slr0213	GO:0005829
slr0213	GO:0006177
slr0213	GO:0006541
slr0884	GO:0004365
slr0884	GO:0005737
slr0884	GO:0006006
slr0884	GO:0006096
slr0884	GO:0050661
slr0884	GO:0051287
slr1030	GO:0005524
slr1030	GO:0015979
slr1030	GO:0015995
slr1030	GO:0016851
slr1030	GO:0016887
sll0329	GO:0004616
sll0329	GO:0005829
sll0329	GO:0009051
sll0329	GO:0046177
sll0329	GO:0050661
slr1176	GO:0005524
slr1176	GO:0005978
slr1176	GO:0008878
slr1176	GO:0031470
slr1176	GO:0043886
sll0898	GO:0003924
sll0898	GO:0005525
sll0898	GO:0005737
sll0898	GO:0019843
sll0898	GO:0042274
sll0898	GO:0046872
sll0741	GO:0005506
sll0741	GO:0006979
sll0741	GO:0009399
sll0741	GO:0022900
sll0741	GO:0030976
sll0741	GO:0043873
sll0741	GO:0051539
sll0158	GO:0003844
sll0158	GO:0004553
sll0158	GO:0005978
sll0158	GO:0043169
sll0158	GO:0102752
slr1349	GO:0004347
slr1349	GO:0005829
slr1349	GO:0006094
slr1349	GO:0006096
slr1349	GO:0048029
slr1349	GO:0051156
slr1349	GO:0097367
sll0455	GO:0004412
sll0455	GO:0009086
sll0455	GO:0009088
sll0455	GO:0009097
sll0455	GO:0050661
slr0526	GO:0000287
slr0526	GO:0003864
slr0526	GO:0005737
slr0526	GO:0015940
slr0918	GO:0004239
slr0918	GO:0005829
slr0918	GO:0006508
slr0918	GO:0046914
slr0918	GO:0070006
slr0786	GO:0004239
slr0786	GO:0005829
slr0786	GO:0006508
slr0786	GO:0046914
slr0786	GO:0070006
sll0555	GO:0004239
sll0555	GO:0005829
sll0555	GO:0006508
sll0555	GO:0046914
sll0555	GO:0070006
slr0551	GO:0003723
slr0551	GO:0004521
slr0551	GO:0004534
slr0551	GO:0005737
slr0551	GO:0006364
slr0551	GO:0008270
slr0012	GO:0009853
slr0012	GO:0016984
slr0012	GO:0019253
slr0012	GO:0031470
slr0536	GO:0004853
slr0536	GO:0005737
slr0536	GO:0006782
sll1470	GO:0003861
sll1470	GO:0009098
sll1470	GO:0046872
sll1470	GO:0051539
slr0710	GO:0004354
slr0710	GO:0005737
slr0710	GO:0005829
slr0710	GO:0006537
slr0542	GO:0004176
slr0542	GO:0004252
slr0542	GO:0005737
slr0542	GO:0006515
slr0542	GO:0009368
slr0542	GO:0051117
slr0032	GO:0009097
slr0032	GO:0009098
slr0032	GO:0009099
slr0032	GO:0019752
slr0032	GO:0050048
slr0032	GO:0052654
slr0032	GO:0052655
slr0032	GO:0052656
sll0080	GO:0003942
sll0080	GO:0005737
sll0080	GO:0006526
sll0080	GO:0046983
sll0080	GO:0051287
sll0080	GO:0070401
sll0373	GO:0004350
sll0373	GO:0005737
sll0373	GO:0050661
sll0373	GO:0055129
slr0827	GO:0005829
slr0827	GO:0008784
slr0827	GO:0030170
slr0827	GO:0030632
sll1213	GO:0016853
sll1213	GO:0042351
sll1213	GO:0050577
sll1213	GO:0070401
slr1312	GO:0006527
slr1312	GO:0008295
slr1312	GO:0008792
slr1312	GO:0046872
sll1209	GO:0003677
sll1209	GO:0003911
sll1209	GO:0005829
sll1209	GO:0006260
sll1209	GO:0006288
sll1209	GO:0046872
sll1394	GO:0005737
sll1394	GO:0008113
sll1394	GO:0034599
sll1394	GO:0036211
sll1394	GO:0036456
slr1120	GO:0004190
slr1120	GO:0005886
slr1120	GO:0006465
slr1120	GO:0008168
slr1120	GO:0032259
slr1120	GO:0046872
sll1059	GO:0004017
sll1059	GO:0004550
sll1059	GO:0005524
sll1059	GO:0005737
sll1059	GO:0005829
sll1059	GO:0009123
sll1059	GO:0009132
sll1059	GO:0016310
sll1059	GO:0044209
sll1058	GO:0005829
sll1058	GO:0008839
sll1058	GO:0009089
sll1058	GO:0016726
sll1058	GO:0019877
sll1058	GO:0050661
sll1058	GO:0051287
sll1056	GO:0000287
sll1056	GO:0004642
sll1056	GO:0005524
sll1056	GO:0005737
sll1056	GO:0006189
slr1130	GO:0003723
slr1130	GO:0004523
slr1130	GO:0005737
slr1130	GO:0006298
slr1130	GO:0030145
slr1130	GO:0032299
slr1130	GO:0043137
sll0711	GO:0005524
sll0711	GO:0016114
sll0711	GO:0016310
sll0711	GO:0019288
sll0711	GO:0050515
sll0708	GO:0000179
sll0708	GO:0003723
sll0708	GO:0005829
sll0708	GO:0031167
sll0708	GO:0052908
sll0227	GO:0003755
sll0227	GO:0006457
sll0227	GO:0030288
sll0223	GO:0008137
sll0223	GO:0019684
sll0223	GO:0031676
sll0223	GO:0042773
sll0223	GO:0048038
sll0220	GO:0004360
sll0220	GO:0005829
sll0220	GO:0005975
sll0220	GO:0006002
sll0220	GO:0006047
sll0220	GO:0006487
sll0220	GO:0006541
sll0220	GO:0097367
sll0219	GO:0009055
sll0219	GO:0010181
sll0219	GO:0016646
sll0217	GO:0010181
sll0217	GO:0016646
sll0217	GO:0046872
slr1093	GO:0003848
slr1093	GO:0005524
slr1093	GO:0016301
slr1093	GO:0016310
slr1093	GO:0046654
slr1093	GO:0046656
slr1105	GO:0000027
slr1105	GO:0000049
slr1105	GO:0003924
slr1105	GO:0005525
slr1105	GO:0005829
slr1105	GO:0019843
slr1105	GO:0032790
slr1105	GO:0043022
sll1035	GO:0000287
sll1035	GO:0004845
sll1035	GO:0005525
sll1035	GO:0005737
sll1035	GO:0006223
sll1035	GO:0044206
sll1032	GO:0015977
sll1032	GO:0015979
sll1032	GO:0031470
sll1032	GO:0043886
sll1030	GO:0015977
sll1030	GO:0015979
sll1030	GO:0031470
sll1030	GO:0043886
sll1028	GO:0015977
sll1028	GO:0015979
sll1028	GO:0031470
sll1028	GO:0043886
slr1777	GO:0005524
slr1777	GO:0015979
slr1777	GO:0015995
slr1777	GO:0016851
slr1777	GO:0016887
slr1779	GO:0005829
slr1779	GO:0008615
slr1779	GO:0033856
sll1679	GO:0004252
sll1679	GO:0006508
sll1679	GO:0030288
sll1679	GO:0042802
slr1787	GO:0000287
slr1787	GO:0005524
slr1787	GO:0009030
slr1787	GO:0009228
slr1787	GO:0009229
slr1787	GO:0016310
slr1791	GO:0004604
slr1791	GO:0005737
slr1791	GO:0019379
slr1791	GO:0070814
sll1669	GO:0000287
sll1669	GO:0004765
sll1669	GO:0005524
sll1669	GO:0005737
sll1669	GO:0008652
sll1669	GO:0009073
sll1669	GO:0009423
sll1669	GO:0016310
slr1793	GO:0004801
slr1793	GO:0005509
slr1793	GO:0005737
slr1793	GO:0005975
slr1793	GO:0006098
sll1659	GO:0005506
sll1659	GO:0044689
sll1659	GO:0051539
slr1291	GO:0008137
slr1291	GO:0009060
slr1291	GO:0015990
slr1291	GO:0031676
slr1291	GO:0042773
slr1291	GO:0048039
sll1198	GO:0002939
sll1198	GO:0005829
sll1198	GO:0052906
sll1196	GO:0003872
sll1196	GO:0005524
sll1196	GO:0005737
sll1196	GO:0006002
sll1196	GO:0046872
sll1196	GO:0047334
sll1192	GO:0005886
sll1192	GO:0046872
sll1192	GO:0062054
sll1192	GO:0140114
sll1192	GO:1903424
sll1192	GO:1903425
sll1184	GO:0004392
sll1184	GO:0006788
sll1184	GO:0006979
sll1184	GO:0015979
sll1184	GO:0020037
sll1184	GO:0042167
sll1184	GO:0046872
slr0963	GO:0000103
slr0963	GO:0009337
slr0963	GO:0016002
slr0963	GO:0020037
slr0963	GO:0046872
slr0963	GO:0050311
slr0963	GO:0051539
sll0928	GO:0015979
sll0928	GO:0030089
sll0928	GO:0031676
sll0927	GO:0000287
sll0927	GO:0004478
sll0927	GO:0005524
sll0927	GO:0005829
sll0927	GO:0006556
sll0927	GO:0006730
sll0926	GO:0000049
sll0926	GO:0010181
sll0926	GO:0050660
sll0926	GO:0102264
sll0926	GO:0102266
slr1090	GO:0000287
slr1090	GO:0003924
slr1090	GO:0005525
slr1090	GO:0005737
slr1090	GO:0042254
sll1019	GO:0004416
sll1019	GO:0019243
sll1019	GO:0046872
slr0676	GO:0004020
slr0676	GO:0004781
slr0676	GO:0005524
slr0676	GO:0010134
slr0676	GO:0016310
slr0676	GO:0019379
slr0676	GO:0070814
slr0679	GO:0001510
slr0679	GO:0003723
slr0679	GO:0005737
slr0679	GO:0006355
slr0679	GO:0008649
sll0635	GO:0000287
sll0635	GO:0004789
sll0635	GO:0005829
sll0635	GO:0008902
sll0635	GO:0008972
sll0635	GO:0009228
sll0635	GO:0009229
sll1513	GO:0017004
sll1513	GO:0020037
sll1513	GO:0031676
slr1598	GO:0005737
slr1598	GO:0016740
slr1598	GO:0016992
slr1598	GO:0046872
slr1598	GO:0051539
sll1508	GO:0008759
sll1508	GO:0009245
sll1508	GO:0046872
sll1508	GO:0103117
sll1501	GO:0005524
sll1501	GO:0006541
sll1501	GO:0009236
sll1501	GO:0042242
slr1051	GO:0004318
slr1051	GO:0030497
slr1051	GO:0042802
slr1755	GO:0005829
slr1755	GO:0005975
slr1755	GO:0006072
slr1755	GO:0006650
slr1755	GO:0008654
slr1755	GO:0009331
slr1755	GO:0046167
slr1755	GO:0046168
slr1755	GO:0047952
slr1755	GO:0051287
sll1635	GO:0004799
sll1635	GO:0006231
sll1635	GO:0006235
sll1635	GO:0032259
sll1635	GO:0050660
sll1635	GO:0050797
sll1635	GO:0070402
slr1848	GO:0000105
slr1848	GO:0004399
slr1848	GO:0005737
slr1848	GO:0005829
slr1848	GO:0046872
slr1848	GO:0051287
sll1750	GO:0005829
sll1750	GO:0009039
sll1750	GO:0016151
sll1750	GO:0016812
sll1750	GO:0043419
sll1945	GO:0000287
sll1945	GO:0005829
sll1945	GO:0008661
sll1945	GO:0009228
sll1945	GO:0016114
sll1945	GO:0019288
sll1945	GO:0030976
sll1945	GO:0052865
slr2035	GO:0003723
slr2035	GO:0004349
slr2035	GO:0005524
slr2035	GO:0005829
slr2035	GO:0006561
slr2035	GO:0016310
slr2035	GO:0055129
sll1941	GO:0003677
sll1941	GO:0003918
sll1941	GO:0005524
sll1941	GO:0005737
sll1941	GO:0005886
sll1941	GO:0006265
sll1941	GO:0009330
sll1933	GO:0005829
sll1933	GO:0006260
sll1933	GO:0051082
sll1933	GO:0051085
sll1933	GO:0051087
sll1932	GO:0005524
sll1932	GO:0005737
sll1932	GO:0016887
sll1932	GO:0031072
sll1932	GO:0042026
sll1932	GO:0044183
sll1932	GO:0051082
sll1932	GO:0051085
sll1932	GO:0140662
sll0996	GO:0005737
sll0996	GO:0035596
sll0996	GO:0035600
sll0996	GO:0046872
sll0996	GO:0051539
slr1022	GO:0003992
slr1022	GO:0005737
slr1022	GO:0006526
slr1022	GO:0030170
slr1022	GO:0042802
slr1031	GO:0003723
slr1031	GO:0004831
slr1031	GO:0005524
slr1031	GO:0005829
slr1031	GO:0006437
slr1031	GO:0043039
sll1300	GO:0008176
sll1300	GO:0030488
sll1300	GO:0036265
sll1300	GO:0043527
sll1299	GO:0000287
sll1299	GO:0005524
sll1299	GO:0005737
sll1299	GO:0006083
sll1299	GO:0006085
sll1299	GO:0008776
sll1299	GO:0016310
sll1285	GO:0005506
sll1285	GO:0016841
sll1285	GO:0044689
sll1285	GO:0051539
slr1703	GO:0004828
slr1703	GO:0005524
slr1703	GO:0005737
slr1703	GO:0006434
slr1703	GO:0016260
ssl3093	GO:0015979
ssl3093	GO:0030089
ssl3093	GO:0031676
sll1580	GO:0015979
sll1580	GO:0030089
sll1580	GO:0031676
slr2026	GO:0004156
slr2026	GO:0005829
slr2026	GO:0046654
slr2026	GO:0046656
slr2026	GO:0046872
slr1139	GO:0005737
slr1139	GO:0005829
slr1139	GO:0015035
slr1139	GO:0045454
sll1082	GO:0005524
sll1082	GO:0005886
sll1082	GO:0015414
sll1082	GO:0016887
sll1082	GO:0042128
sll1069	GO:0004315
sll1069	GO:0005829
sll1069	GO:0006633
slr1890	GO:0004322
slr1890	GO:0005506
slr1890	GO:0005829
slr1890	GO:0006826
slr1890	GO:0006880
slr1890	GO:0008199
slr1890	GO:0020037
sll1823	GO:0000287
sll1823	GO:0004019
sll1823	GO:0005525
sll1823	GO:0005737
sll1823	GO:0044208
sll1823	GO:0046040
sll1820	GO:0003723
sll1820	GO:0009982
sll1820	GO:0031119
sll1820	GO:0106029
sll1818	GO:0000428
sll1818	GO:0003677
sll1818	GO:0003899
sll1818	GO:0005737
sll1818	GO:0006351
sll1818	GO:0046983
sll1816	GO:0000049
sll1816	GO:0003735
sll1816	GO:0005829
sll1816	GO:0006412
sll1816	GO:0015935
sll1816	GO:0019843
sll1804	GO:0003729
sll1804	GO:0003735
sll1804	GO:0006412
sll1804	GO:0019843
sll1804	GO:0022627
sll1802	GO:0002181
sll1802	GO:0003723
sll1802	GO:0003735
sll1802	GO:0016740
sll1802	GO:0019843
sll1802	GO:0022625
slr1898	GO:0003991
slr1898	GO:0005524
slr1898	GO:0005737
slr1898	GO:0006526
slr1898	GO:0016310
slr1898	GO:0042450
sll1789	GO:0000428
sll1789	GO:0003677
sll1789	GO:0003899
sll1789	GO:0006351
sll1789	GO:0008270
sll1120	GO:0003677
sll1120	GO:0005524
sll1120	GO:0005694
sll1120	GO:0005737
sll1120	GO:0006260
sll1120	GO:0007059
sll1120	GO:0007062
sll1120	GO:0016887
sll1120	GO:0030261
slr1204	GO:0004252
slr1204	GO:0006508
slr1204	GO:0009279
sll1112	GO:0003855
sll1112	GO:0008652
sll1112	GO:0009073
sll1112	GO:0009423
sll1112	GO:0019631
slr2072	GO:0003941
slr2072	GO:0004794
slr2072	GO:0006565
slr2072	GO:0006567
slr2072	GO:0009097
slr2072	GO:0030170
slr1829	GO:0005737
slr1829	GO:0042619
slr1838	GO:0015977
slr1838	GO:0015979
slr1838	GO:0031470
slr1838	GO:0043886
slr1842	GO:0004124
slr1842	GO:0005737
slr1842	GO:0006535
slr1842	GO:0080146
slr1843	GO:0004345
slr1843	GO:0005829
slr1843	GO:0006006
slr1843	GO:0009051
slr1843	GO:0050661
slr1844	GO:0003677
slr1844	GO:0005524
slr1844	GO:0005737
slr1844	GO:0006289
slr1844	GO:0008270
slr1844	GO:0009380
slr1844	GO:0009381
slr1844	GO:0009432
slr1844	GO:0016887
slr1536	GO:0003677
slr1536	GO:0005524
slr1536	GO:0005694
slr1536	GO:0005737
slr1536	GO:0006281
slr1536	GO:0006310
slr1536	GO:0009378
slr1536	GO:0016887
slr1536	GO:0030894
slr1536	GO:0032508
slr1536	GO:0043138
slr1536	GO:0043590
slr1542	GO:0008685
slr1542	GO:0016114
slr1542	GO:0019288
slr1542	GO:0046872
sll1464	GO:0000287
sll1464	GO:0005524
sll1464	GO:0070733
slr1550	GO:0000049
slr1550	GO:0000287
slr1550	GO:0004824
slr1550	GO:0005524
slr1550	GO:0005829
slr1550	GO:0006430
sll1454	GO:0009055
sll1454	GO:0009061
sll1454	GO:0019333
sll1454	GO:0030151
sll1454	GO:0042128
sll1454	GO:0043546
sll1454	GO:0051539
sll1452	GO:0005524
sll1452	GO:0005886
sll1452	GO:0015414
sll1452	GO:0016887
sll1452	GO:0042128
sll1450	GO:0005886
sll1450	GO:0006811
sll1450	GO:0042128
slr1225	GO:0004674
slr1225	GO:0005524
slr1225	GO:0005737
slr1225	GO:0016310
slr1225	GO:0106310
slr1238	GO:0004363
slr1238	GO:0005524
slr1238	GO:0005737
slr1238	GO:0046872
sll1127	GO:0005829
sll1127	GO:0008935
sll1127	GO:0009234
sll1127	GO:0042372
sll1362	GO:0000049
sll1362	GO:0002161
sll1362	GO:0004822
sll1362	GO:0005524
sll1362	GO:0005737
sll1362	GO:0006428
sll1362	GO:0008270
sll1348	GO:0005737
sll1348	GO:0008033
sll1348	GO:0008616
sll1348	GO:0046872
sll1348	GO:0051539
sll1348	GO:0052693
slr1356	GO:0003729
slr1356	GO:0003735
slr1356	GO:0005840
slr1356	GO:0006412
slr1356	GO:1990904
sll1275	GO:0000287
sll1275	GO:0004743
sll1275	GO:0005524
sll1275	GO:0005737
sll1275	GO:0005829
sll1275	GO:0006096
sll1275	GO:0016301
sll1275	GO:0016310
sll1275	GO:0030955
slr1364	GO:0004076
slr1364	GO:0005506
slr1364	GO:0009102
slr1364	GO:0016740
slr1364	GO:0051537
slr1364	GO:0051539
slr1366	GO:0004190
slr1366	GO:0005886
slr1366	GO:0006508
slr1367	GO:0005737
slr1367	GO:0005980
slr1367	GO:0008184
slr1367	GO:0030170
slr1367	GO:0102250
slr1367	GO:0102499
slr1369	GO:0004605
slr1369	GO:0005886
slr1369	GO:0016024
sll0876	GO:0000400
sll0876	GO:0005524
sll0876	GO:0005737
sll0876	GO:0006281
sll0876	GO:0006310
sll0876	GO:0009378
sll0876	GO:0009379
sll0876	GO:0048476
sll0869	GO:0005737
sll0869	GO:0008914
sll0869	GO:0030163
sll0868	GO:0005737
sll0868	GO:0016992
sll0868	GO:0044689
sll0868	GO:0046872
sll0868	GO:0051539
sll0865	GO:0003677
sll0865	GO:0005737
sll0865	GO:0006289
sll0865	GO:0006974
sll0865	GO:0009380
sll0865	GO:0009381
sll0865	GO:0009432
sll0861	GO:0005975
sll0861	GO:0009254
sll0861	GO:0016803
sll0861	GO:0016835
sll0861	GO:0046348
sll0861	GO:0097173
sll0861	GO:0097367
slr1867	GO:0000162
slr1867	GO:0000287
slr1867	GO:0004048
slr1867	GO:0005829
sll1776	GO:0004139
sll1776	GO:0005737
sll1776	GO:0009264
sll1776	GO:0016052
sll1776	GO:0046386
sll1772	GO:0003690
sll1772	GO:0004519
sll1772	GO:0005524
sll1772	GO:0006298
sll1772	GO:0016887
sll1772	GO:0030983
sll1772	GO:0045910
sll1772	GO:0140664
slr1874	GO:0005524
slr1874	GO:0005829
slr1874	GO:0008360
slr1874	GO:0008716
slr1874	GO:0009252
slr1874	GO:0046872
slr1874	GO:0071555
sll1758	GO:0000287
sll1758	GO:0004615
sll1758	GO:0005829
sll1758	GO:0005975
sll1758	GO:0006048
sll1758	GO:0008966
sll1758	GO:0009252
slr1882	GO:0003919
slr1882	GO:0005524
slr1882	GO:0006747
slr1882	GO:0006771
slr1882	GO:0008531
slr1882	GO:0009231
slr1882	GO:0009398
slr1882	GO:0016310
slr1884	GO:0004830
slr1884	GO:0005524
slr1884	GO:0005737
slr1884	GO:0006436
slr1887	GO:0004418
slr1887	GO:0005737
slr1887	GO:0006782
slr1887	GO:0006783
slr1887	GO:0015995
slr2132	GO:0005737
slr2132	GO:0006085
slr2132	GO:0008959
sll2011	GO:0000287
sll2011	GO:0008616
sll2011	GO:0016840
sll2011	GO:0051539
sll2011	GO:1904047
sll2010	GO:0005524
sll2010	GO:0005737
sll2010	GO:0007049
sll2010	GO:0008360
sll2010	GO:0008764
sll2010	GO:0009252
sll2010	GO:0051301
sll2010	GO:0071555
slr2136	GO:0005506
slr2136	GO:0016114
slr2136	GO:0019288
slr2136	GO:0046429
slr2136	GO:0051539
sll1703	GO:0005886
sll1703	GO:0006465
sll1703	GO:0008236
slr1822	GO:0003677
slr1822	GO:0006285
slr1822	GO:0019104
slr1822	GO:0046872
slr1822	GO:0051539
slr1822	GO:0140078
slr1736	GO:0004659
slr1736	GO:0009234
slr1736	GO:0010176
slr1736	GO:0010189
slr1736	GO:0016020
slr1736	GO:0032194
slr1736	GO:0042371
sll1621	GO:0005737
sll1621	GO:0008379
sll1621	GO:0034599
sll1621	GO:0042744
sll1621	GO:0042802
sll1621	GO:0045454
slr1742	GO:0004359
slr1742	GO:0006541
slr1742	GO:0008360
slr1742	GO:0009236
slr1742	GO:0009252
slr1742	GO:0071555
slr1742	GO:0140282
sll0844	GO:0000049
sll0844	GO:0002143
sll0844	GO:0005524
sll0844	GO:0005737
sll0844	GO:0016783
sll0838	GO:0004590
sll0838	GO:0005829
sll0838	GO:0006207
sll0838	GO:0044205
slr1250	GO:0005315
slr1250	GO:0005524
slr1250	GO:0005886
slr1250	GO:0015415
slr1250	GO:0016887
sll1958	GO:0000105
sll1958	GO:0004400
sll1958	GO:0030170
sll1951	GO:0005509
sll1951	GO:0005576
sll1951	GO:0030115
sll1908	GO:0004617
sll1908	GO:0006564
sll1908	GO:0051287
slr1993	GO:0003985
slr1993	GO:0042619
slr2002	GO:0005524
slr2002	GO:0009059
slr2002	GO:0046872
slr2002	GO:0071160
slr2002	GO:0071161
sll1615	GO:0002098
sll1615	GO:0003924
sll1615	GO:0005525
sll1615	GO:0005737
sll1615	GO:0005829
sll1615	GO:0030488
sll1615	GO:0046872
sll1605	GO:0005737
sll1605	GO:0006633
sll1605	GO:0008659
sll1605	GO:0009245
sll1605	GO:0019171
slr1720	GO:0003676
slr1720	GO:0004815
slr1720	GO:0005524
slr1720	GO:0005737
slr1720	GO:0006422
slr1720	GO:0050560
slr1727	GO:0005886
slr1727	GO:0015385
slr1727	GO:0015386
slr1727	GO:0051453
slr1727	GO:0071805
slr1727	GO:0098719
slr1729	GO:0000287
slr1729	GO:0005524
slr1729	GO:0005886
slr1729	GO:0008556
slr1729	GO:0016887
slr2087	GO:0017004
slr2087	GO:0031676
slr2088	GO:0000287
slr2088	GO:0001561
slr2088	GO:0003984
slr2088	GO:0008949
slr2088	GO:0009097
slr2088	GO:0009099
slr2088	GO:0030976
slr2088	GO:0033611
slr2088	GO:0050660
slr2094	GO:0006071
slr2094	GO:0006094
slr2094	GO:0019253
slr2094	GO:0030388
slr2094	GO:0042132
slr2094	GO:0046872
slr2094	GO:0050278
slr2102	GO:0003924
slr2102	GO:0005047
slr2102	GO:0005525
slr2102	GO:0005737
slr2102	GO:0005886
slr2102	GO:0006605
slr2102	GO:0006614
slr2102	GO:0016887
sll1973	GO:0005886
sll1973	GO:0008654
sll1973	GO:0043772
sll1430	GO:0002055
sll1430	GO:0003999
sll1430	GO:0005737
sll1430	GO:0006166
sll1430	GO:0006168
sll1430	GO:0016208
sll1430	GO:0044209
sll1427	GO:0004252
sll1427	GO:0006508
sll1425	GO:0002161
sll1425	GO:0004827
sll1425	GO:0005524
sll1425	GO:0005829
sll1425	GO:0006433
slr1510	GO:0005737
slr1510	GO:0006633
slr1510	GO:0008654
slr1510	GO:0043811
slr1511	GO:0004315
slr1511	GO:0005737
slr1511	GO:0006633
slr1511	GO:0033818
slr1517	GO:0000287
slr1517	GO:0003862
slr1517	GO:0005829
slr1517	GO:0009098
slr1517	GO:0051287
slr1518	GO:0004659
slr1518	GO:0005886
slr1518	GO:0009234
slr1518	GO:0032194
slr1518	GO:0042371
slr1518	GO:0042372
sll2001	GO:0005737
sll2001	GO:0006508
sll2001	GO:0008233
sll2001	GO:0030145
sll2001	GO:0070006
slr2130	GO:0000166
slr2130	GO:0003856
slr2130	GO:0005737
slr2130	GO:0008652
slr2130	GO:0009073
slr2130	GO:0009423
slr2130	GO:0046872
sll1237	GO:0003676
sll1237	GO:0019538
sll1237	GO:0032259
sll1237	GO:0036009
sll1237	GO:0043412
sll1237	GO:0102559
slr1325	GO:0008893
slr1325	GO:0015970
sll1234	GO:0004013
sll1234	GO:0005829
sll1234	GO:0006730
sll1234	GO:0033353
slr0807	GO:0002949
slr0807	GO:0005506
slr0807	GO:0005737
slr0807	GO:0061711
sll0817	GO:0005524
sll0817	GO:0006400
sll0817	GO:0052381
slr0812	GO:0004594
slr0812	GO:0005524
slr0812	GO:0005737
slr0812	GO:0015937
slr0812	GO:0016310
slr0812	GO:0046872
slr0819	GO:0005886
slr0819	GO:0016410
slr0819	GO:0042158
ssl1498	GO:0010207
ssl1498	GO:0016020
slr1336	GO:0005886
slr1336	GO:0006874
slr1336	GO:0015369
slr1336	GO:0070588
sll1253	GO:0000049
sll1253	GO:0005524
sll1253	GO:0008033
sll1253	GO:0046872
sll1253	GO:0052929
sll1893	GO:0000105
sll1893	GO:0000107
sll1893	GO:0005737
sll1893	GO:0016829
slr1969	GO:0000155
slr1969	GO:0005524
slr1969	GO:0007049
slr1969	GO:0048511
slr1969	GO:0051301
sll1875	GO:0004392
sll1875	GO:0006788
sll1875	GO:0006979
sll1875	GO:0015979
sll1875	GO:0020037
sll1875	GO:0042167
sll1875	GO:0046872
sll1868	GO:0000428
sll1868	GO:0003677
sll1868	GO:0003896
sll1868	GO:0005737
sll1868	GO:0006269
sll1868	GO:0008270
sll1868	GO:1990077
sll1376	GO:0006071
sll1376	GO:0006629
sll1376	GO:0015979
sll1376	GO:0016020
sll1376	GO:0016857
slr1265	GO:0000287
slr1265	GO:0000428
slr1265	GO:0003677
slr1265	GO:0003899
slr1265	GO:0006351
slr1265	GO:0008270
slr1267	GO:0005886
slr1267	GO:0007049
slr1267	GO:0008360
slr1267	GO:0008955
slr1267	GO:0009252
slr1267	GO:0015648
slr1267	GO:0032153
slr1267	GO:0051301
slr1267	GO:0071555
sll1172	GO:0004795
sll1172	GO:0005737
sll1172	GO:0009088
sll1172	GO:0019344
sll1172	GO:0030170
slr1285	GO:0000155
sll1444	GO:0003861
sll1444	GO:0009098
sll1444	GO:0009316
sll1440	GO:0004733
sll1440	GO:0008615
sll1440	GO:0010181
sll1440	GO:0042823
slr1531	GO:0003924
slr1531	GO:0005525
slr1531	GO:0006614
slr1531	GO:0008312
slr1531	GO:0016887
slr1531	GO:0048500
sll1435	GO:0005524
sll1435	GO:0006412
sll1435	GO:0050566
sll1435	GO:0050567
sll1435	GO:0070681
sll1099	GO:0003746
sll1099	GO:0003924
sll1099	GO:0005525
sll1099	GO:0005737
sll1099	GO:0006414
sll1096	GO:0000049
sll1096	GO:0003735
sll1096	GO:0005840
sll1096	GO:0006412
sll1096	GO:0015935
sll1096	GO:0019843
slr1159	GO:0004637
slr1159	GO:0005524
slr1159	GO:0006189
slr1159	GO:0009113
slr1159	GO:0046872
sll1566	GO:0003825
sll1566	GO:0005737
sll1566	GO:0005992
sll1566	GO:0033828
sll1566	GO:0051473
slr1672	GO:0004370
slr1672	GO:0005524
slr1672	GO:0005829
slr1672	GO:0006071
slr1672	GO:0006072
slr1672	GO:0016310
slr1672	GO:0019563
slr1679	GO:0005737
slr1679	GO:0006508
slr1679	GO:0008237
slr1679	GO:0008270
slr1679	GO:0016805
slr1679	GO:0071555
sll1556	GO:0000287
sll1556	GO:0004452
sll1556	GO:0005737
sll1556	GO:0008299
sll1556	GO:0010181
sll1556	GO:0016491
sll1556	GO:0070402
slr1691	GO:0003952
slr1691	GO:0004359
slr1691	GO:0005524
slr1691	GO:0005737
slr1691	GO:0008795
slr1691	GO:0009435
sll1553	GO:0000049
sll1553	GO:0000287
sll1553	GO:0004826
sll1553	GO:0005524
sll1553	GO:0006432
sll1553	GO:0009328
slr1697	GO:0004674
slr1697	GO:0005524
slr1697	GO:0016310
slr1697	GO:0106310
slr0936	GO:0004514
slr0936	GO:0005737
slr0936	GO:0009435
slr0936	GO:0034213
slr0938	GO:0005524
slr0938	GO:0008270
slr0938	GO:0008360
slr0938	GO:0009252
slr0938	GO:0016881
slr0938	GO:0071555
slr0938	GO:0140282
sll0916	GO:0009236
sll0916	GO:0016993
sll0916	GO:0043778
slr0940	GO:0016117
slr0940	GO:0016491
slr0940	GO:0016719
slr0940	GO:0052886
slr0940	GO:0052887
slr0951	GO:0005829
slr0951	GO:0016114
slr0951	GO:0019288
slr0951	GO:0050518
slr0951	GO:0070567
