Gene	sgRNA	eff
rub	rub|64	1
slr1150	slr1150|75	1
slr1150	slr1150|86	1
slr1150	slr1150|47	1
slr1150	slr1150|135	1
slr1150	slr1150|64	1
rpl31	rpl31|85	1
rpl31	rpl31|49	1
rpl31	rpl31|3	1
rpl31	rpl31|20	1
rpl31	rpl31|33	1
sqdB	sqdB|118	1
sqdB	sqdB|43	1
sqdB	sqdB|136	1
sqdB	sqdB|151	1
sqdB	sqdB|167	1
lig2	lig2|103	1
lig2	lig2|114	1
lig2	lig2|46	1
lig2	lig2|86	1
lig2	lig2|23	1
ziaA	ziaA|13	1
ziaA	ziaA|27	1
ziaA	ziaA|96	1
ziaA	ziaA|40	1
ziaA	ziaA|61	1
slr1032	slr1032|3	1
slr1032	slr1032|285	1
slr1032	slr1032|99	1
slr1032	slr1032|270	1
sll1924	sll1924|321	1
sll1924	sll1924|378	1
sll1924	sll1924|248	1
sll1924	sll1924|6	1
sll1924	sll1924|297	1
sll1925	sll1925|58	1
sll1925	sll1925|92	1
sll1925	sll1925|137	1
sll1925	sll1925|110	1
sll1925	sll1925|69	1
sll1926	sll1926|133	1
sll1926	sll1926|154	1
sll1926	sll1926|97	1
sll1926	sll1926|113	1
sll1926	sll1926|36	1
sll1927	sll1927|157	1
sll1927	sll1927|60	1
sll1927	sll1927|41	1
sll1927	sll1927|81	1
sll1927	sll1927|143	1
ssl2559	ssl2559|85	1
ssl2559	ssl2559|136	1
ssl2559	ssl2559|210	1
ssl2559	ssl2559|169	1
sll1921	sll1921|61	1
sll1921	sll1921|10	1
sll1921	sll1921|86	1
sll1921	sll1921|172	1
sll1921	sll1921|103	1
gltS	gltS|111	1
gltS	gltS|269	1
gltS	gltS|355	1
gltS	gltS|232	1
gltS	gltS|124	1
sll1072	sll1072|73	1
sll1072	sll1072|49	1
sll1072	sll1072|60	1
sll1072	sll1072|95	1
sll1072	sll1072|37	1
ackA	ackA|200	1
ackA	ackA|22	1
ackA	ackA|87	1
ackA	ackA|71	1
ackA	ackA|8	1
rpoA	rpoA|86	1
rpoA	rpoA|136	1
rpoA	rpoA|163	1
rpoA	rpoA|151	1
rpoA	rpoA|70	1
sll1939	sll1939|173	1
sll1939	sll1939|160	1
sll1939	sll1939|88	1
sll1939	sll1939|130	1
sll1939	sll1939|10	1
argH	argH|121	1
argH	argH|159	1
argH	argH|44	1
argH	argH|104	1
argH	argH|139	1
slr1699	slr1699|106	1
slr1699	slr1699|94	1
slr1699	slr1699|157	1
slr1699	slr1699|39	1
slr1699	slr1699|175	1
slr1384	slr1384|38	1
slr1384	slr1384|208	1
slr1384	slr1384|105	1
slr1384	slr1384|174	1
slr1384	slr1384|163	1
acp	acp|187	1
acp	acp|73	1
acp	acp|60	1
acp	acp|85	1
acp	acp|168	1
slr2048	slr2048|130	1
slr2048	slr2048|102	1
slr2048	slr2048|118	1
slr2048	slr2048|3	1
slr2048	slr2048|59	1
glcF	glcF|30	1
glcF	glcF|58	1
glcF	glcF|69	1
glcF	glcF|8	1
glcF	glcF|43	1
argD	argD|4	1
argD	argD|97	1
argD	argD|46	1
argD	argD|61	1
argD	argD|112	1
sll1751	sll1751|111	1
sll1751	sll1751|127	1
sll1751	sll1751|47	1
sll1751	sll1751|33	1
sll1751	sll1751|12	1
slr1912	slr1912|45	1
slr1912	slr1912|146	1
slr1912	slr1912|73	1
slr1912	slr1912|14	1
slr1912	slr1912|109	1
chlI	chlI|88	1
chlI	chlI|16	1
chlI	chlI|166	1
chlI	chlI|112	1
chlI	chlI|151	1
tyrS	tyrS|103	1
tyrS	tyrS|117	1
tyrS	tyrS|54	1
tyrS	tyrS|78	1
tyrS	tyrS|18	1
sll1575	sll1575|95	1
sll1575	sll1575|106	1
sll1575	sll1575|135	1
sll1575	sll1575|11	1
sll1575	sll1575|119	1
sll1574	sll1574|121	1
sll1574	sll1574|20	1
sll1574	sll1574|107	1
sll1574	sll1574|4	1
sll1574	sll1574|89	1
sll1573	sll1573|188	1
sll1573	sll1573|35	1
sll1573	sll1573|46	1
sll1573	sll1573|21	1
sll1573	sll1573|149	1
slr2038	slr2038|71	1
slr2038	slr2038|241	1
slr2038	slr2038|147	1
slr2038	slr2038|3	1
slr2038	slr2038|199	1
sll1571	sll1571|94	1
sll1571	sll1571|19	1
sll1571	sll1571|58	1
sll1571	sll1571|8	1
sll1571	sll1571|77	1
sll1570	sll1570|70	1
sll1570	sll1570|58	1
sll1570	sll1570|111	1
sll1570	sll1570|45	1
sll1570	sll1570|122	1
sll0985	sll0985|139	1
sll0985	sll0985|178	1
sll0985	sll0985|154	1
sll0985	sll0985|203	1
sll0985	sll0985|30	1
slr2034	slr2034|14	1
slr2034	slr2034|50	1
slr2034	slr2034|148	1
slr2034	slr2034|106	1
slr2034	slr2034|89	1
slr2037	slr2037|53	1
slr2037	slr2037|270	1
slr2037	slr2037|289	1
slr2037	slr2037|131	1
slr2037	slr2037|258	1
slr2031	slr2031|136	1
slr2031	slr2031|124	1
slr2031	slr2031|82	1
slr2031	slr2031|35	1
slr2031	slr2031|70	1
sll0980	sll0980|130	1
sll0980	sll0980|114	1
sll0980	sll0980|151	1
sll0980	sll0980|15	1
sll0980	sll0980|67	1
sll0983	sll0983|19	1
sll0983	sll0983|151	1
sll0983	sll0983|133	1
sll0983	sll0983|32	1
sll0983	sll0983|188	1
sll0982	sll0982|96	1
sll0982	sll0982|143	1
sll0982	sll0982|107	1
sll0982	sll0982|119	1
sll0982	sll0982|7	1
slr1385	slr1385|20	1
slr1385	slr1385|67	1
slr1385	slr1385|37	1
slr1385	slr1385|49	1
slr1385	slr1385|79	1
slr2010	slr2010|97	1
slr2010	slr2010|62	1
slr2010	slr2010|11	1
slr2010	slr2010|86	1
slr2010	slr2010|180	1
slr1847	slr1847|91	1
slr1847	slr1847|142	1
slr1847	slr1847|70	1
slr1847	slr1847|204	1
slr1847	slr1847|176	1
ssr3465	ssr3465|71	1
ssr3465	ssr3465|85	1
ssr3465	ssr3465|37	1
ssr3465	ssr3465|49	1
ssr3465	ssr3465|25	1
ssr3467	ssr3467|191	1
ssr3467	ssr3467|15	1
ssr3467	ssr3467|113	1
ssr3467	ssr3467|202	1
ssr3467	ssr3467|217	1
sll1911	sll1911|133	1
sll1911	sll1911|58	1
sll1911	sll1911|69	1
sll1911	sll1911|115	1
sll1911	sll1911|174	1
ssr2857	ssr2857|58	1
ssr2857	ssr2857|82	1
ssr2857	ssr2857|21	1
ssr2857	ssr2857|109	1
ssr2857	ssr2857|40	1
sll1913	sll1913|157	1
sll1913	sll1913|132	1
sll1913	sll1913|4	1
sll1913	sll1913|112	1
sll1913	sll1913|86	1
sll1912	sll1912|11	1
sll1912	sll1912|23	1
sll1912	sll1912|234	1
sll1912	sll1912|34	1
sll1912	sll1912|256	1
sll1915	sll1915|49	1
sll1915	sll1915|3	1
sll1915	sll1915|16	1
sll1915	sll1915|109	1
sll1915	sll1915|79	1
slr2015	slr2015|67	1
slr2015	slr2015|56	1
slr2015	slr2015|168	1
slr2015	slr2015|85	1
slr2015	slr2015|153	1
sll1916	sll1916|59	1
sll1916	sll1916|22	1
sll1916	sll1916|33	1
sll1916	sll1916|86	1
sll1916	sll1916|46	1
sll1582	sll1582|314	1
sll1582	sll1582|334	1
sll1582	sll1582|414	1
sll1582	sll1582|230	1
sll1582	sll1582|269	1
slr1708	slr1708|39	1
slr1708	slr1708|26	1
slr1708	slr1708|114	1
slr1708	slr1708|52	1
slr1708	slr1708|7	1
sll1584	sll1584|62	1
sll1584	sll1584|50	1
sll1584	sll1584|8	1
sll1584	sll1584|101	1
sll1584	sll1584|24	1
slr1028	slr1028|82	1
slr1028	slr1028|133	1
slr1028	slr1028|23	1
slr1028	slr1028|49	1
slr1028	slr1028|107	1
sll1749	sll1749|113	1
sll1749	sll1749|263	1
sll1749	sll1749|21	1
sll1749	sll1749|66	1
sll1749	sll1749|46	1
slr1023	slr1023|97	1
slr1023	slr1023|21	1
slr1023	slr1023|134	1
slr1023	slr1023|184	1
slr1023	slr1023|33	1
merA	merA|78	1
merA	merA|53	1
merA	merA|142	1
merA	merA|67	1
merA	merA|119	1
sll1285	sll1285|59	1
sll1285	sll1285|80	1
sll1285	sll1285|195	1
sll1285	sll1285|101	1
sll1285	sll1285|112	1
slr1025	slr1025|82	1
slr1025	slr1025|46	1
slr1025	slr1025|152	1
slr1025	slr1025|186	1
slr1025	slr1025|113	1
slr1024	slr1024|106	1
slr1024	slr1024|5	1
slr1024	slr1024|40	1
slr1024	slr1024|78	1
slr1024	slr1024|51	1
rps13	rps13|88	1
rps13	rps13|106	1
rps13	rps13|52	1
rps13	rps13|119	1
rps13	rps13|23	1
sll0998	sll0998|11	1
sll0998	sll0998|161	1
sll0998	sll0998|178	1
sll0998	sll0998|97	1
sll0998	sll0998|150	1
serS	serS|50	1
serS	serS|30	1
serS	serS|106	1
serS	serS|8	1
serS	serS|121	1
sll0981	sll0981|40	1
sll0981	sll0981|184	1
sll0981	sll0981|96	1
sll0981	sll0981|29	1
sll0981	sll0981|328	1
ssr3452	ssr3452|150	1
ssr3452	ssr3452|7	1
sll0992	sll0992|53	1
sll0992	sll0992|17	1
sll0992	sll0992|152	1
sll0992	sll0992|79	1
sll0992	sll0992|98	1
sll0993	sll0993|163	1
sll0993	sll0993|104	1
sll0993	sll0993|88	1
sll0993	sll0993|50	1
sll0993	sll0993|29	1
sll0990	sll0990|7	1
sll0990	sll0990|119	1
sll0990	sll0990|69	1
sll0990	sll0990|103	1
sll0990	sll0990|22	1
sll0996	sll0996|109	1
sll0996	sll0996|122	1
sll0996	sll0996|23	1
sll0996	sll0996|34	1
sll0996	sll0996|10	1
sll0997	sll0997|16	1
sll0997	sll0997|4	1
sll0997	sll0997|148	1
sll0997	sll0997|132	1
sll0997	sll0997|115	1
sll0994	sll0994|202	1
sll0994	sll0994|24	1
sll0994	sll0994|112	1
sll0994	sll0994|95	1
sll0994	sll0994|3	1
sll0995	sll0995|128	1
sll0995	sll0995|17	1
sll0995	sll0995|51	1
sll0995	sll0995|4	1
sll0995	sll0995|32	1
slr1149	slr1149|21	1
slr1149	slr1149|144	1
slr1149	slr1149|4	1
slr1149	slr1149|63	1
slr1149	slr1149|81	1
sll1920	sll1920|154	1
sll1920	sll1920|46	1
sll1920	sll1920|76	1
sll1920	sll1920|5	1
sll1920	sll1920|116	1
sll1284	sll1284|116	1
sll1284	sll1284|189	1
sll1284	sll1284|176	1
sll1284	sll1284|138	1
sll1284	sll1284|35	1
phoH	phoH|35	1
phoH	phoH|4	1
phoH	phoH|24	1
phoH	phoH|82	1
phoH	phoH|52	1
rpl36	rpl36|82	1
rpl36	rpl36|41	1
fur	fur|10	1
fur	fur|53	1
fur	fur|68	1
fur	fur|25	1
fur	fur|40	1
slr1135	slr1135|303	1
slr1135	slr1135|1643	1
slr1134	slr1134|175	1
slr1134	slr1134|261	1
slr1134	slr1134|372	1
slr1134	slr1134|38	1
slr1134	slr1134|95	1
slr1039	slr1039|37	1
slr1039	slr1039|97	1
slr1039	slr1039|21	1
slr1039	slr1039|64	1
slr1039	slr1039|110	1
fabF	fabF|200	1
fabF	fabF|187	1
fabF	fabF|116	1
fabF	fabF|71	1
fabF	fabF|250	1
dnaE	dnaE|200	1
dnaE	dnaE|25	1
dnaE	dnaE|133	1
dnaE	dnaE|148	1
dnaE	dnaE|122	1
sll1068	sll1068|81	1
sll1068	sll1068|111	1
sll1068	sll1068|100	1
sll1068	sll1068|40	1
sll1068	sll1068|56	1
psbL	psbL|17	1
psbL	psbL|44	1
psbL	psbL|59	1
truA	truA|130	1
truA	truA|61	1
truA	truA|100	1
truA	truA|12	1
truA	truA|147	1
rps11	rps11|9	1
rps11	rps11|180	1
rps11	rps11|100	1
rps11	rps11|50	1
rps11	rps11|139	1
dnaK	dnaK|212	1
dnaK	dnaK|85	1
dnaK	dnaK|157	1
dnaK	dnaK|133	1
dnaK	dnaK|120	1
slr1033	slr1033|436	1
slr1033	slr1033|534	1
slr1033	slr1033|966	1
slr1033	slr1033|465	1
slr1033	slr1033|273	1
slr1034	slr1034|98	1
slr1034	slr1034|22	1
slr1034	slr1034|70	1
slr1034	slr1034|55	1
slr1034	slr1034|39	1
slr1035	slr1035|10	1
slr1035	slr1035|157	1
slr1035	slr1035|72	1
slr1035	slr1035|189	1
slr1035	slr1035|113	1
rps9	rps9|67	1
rps9	rps9|43	1
rps9	rps9|84	1
rps9	rps9|16	1
rps9	rps9|137	1
slr1037	slr1037|17	1
slr1037	slr1037|36	1
slr1037	slr1037|228	1
slr1037	slr1037|109	1
slr1037	slr1037|265	1
dfrA	dfrA|80	1
dfrA	dfrA|203	1
dfrA	dfrA|159	1
dfrA	dfrA|244	1
dfrA	dfrA|130	1
ssr3409	ssr3409|262	1
ssr3409	ssr3409|133	1
ssr3409	ssr3409|84	1
ssr3409	ssr3409|235	1
ssr3409	ssr3409|97	1
hliA2	hliA2|4	1
hliA2	hliA2|82	1
hliA2	hliA2|52	1
hliA2	hliA2|17	1
fabD	fabD|100	1
fabD	fabD|34	1
fabD	fabD|175	1
fabD	fabD|20	1
fabD	fabD|137	1
purA	purA|35	1
purA	purA|140	1
purA	purA|99	1
purA	purA|190	1
purA	purA|71	1
trxA	trxA|112	1
trxA	trxA|43	1
trxA	trxA|19	1
trxA	trxA|133	1
trxA	trxA|95	1
ssr2333	ssr2333|131	1
ssr2333	ssr2333|153	1
ssr2333	ssr2333|117	1
ssr2333	ssr2333|62	1
ssr2333	ssr2333|164	1
sll1081	sll1081|189	1
sll1081	sll1081|87	1
sll1081	sll1081|33	1
sll1081	sll1081|132	1
sll1081	sll1081|248	1
sll1080	sll1080|132	1
sll1080	sll1080|147	1
sll1080	sll1080|100	1
sll1080	sll1080|202	1
sll1080	sll1080|118	1
slr1396	slr1396|149	1
slr1396	slr1396|420	1
slr1396	slr1396|465	1
slr1396	slr1396|282	1
slr1396	slr1396|332	1
sll1084	sll1084|130	1
sll1084	sll1084|7	1
sll1084	sll1084|18	1
sll1084	sll1084|54	1
sll1084	sll1084|40	1
slr2052	slr2052|31	1
slr2052	slr2052|76	1
slr2052	slr2052|7	1
slr2052	slr2052|46	1
slr2052	slr2052|64	1
cpcD	cpcD|150	1
cpcD	cpcD|94	1
cpcD	cpcD|37	1
cpcD	cpcD|109	1
cpcD	cpcD|80	1
ssr2848	ssr2848|113	1
ssr2848	ssr2848|142	1
ssr2848	ssr2848|33	1
ssr2848	ssr2848|94	1
ssr2848	ssr2848|169	1
slr2053	slr2053|101	1
slr2053	slr2053|10	1
slr2053	slr2053|84	1
slr2053	slr2053|63	1
slr2053	slr2053|50	1
tktA	tktA|13	1
tktA	tktA|92	1
tktA	tktA|58	1
tktA	tktA|103	1
tktA	tktA|79	1
slr2024	slr2024|97	1
slr2024	slr2024|69	1
slr2024	slr2024|128	1
slr2024	slr2024|8	1
slr2024	slr2024|142	1
gylA	gylA|52	1
gylA	gylA|28	1
gylA	gylA|103	1
gylA	gylA|85	1
gylA	gylA|39	1
sll1825	sll1825|64	1
sll1825	sll1825|127	1
sll1825	sll1825|158	1
sll1825	sll1825|40	1
sll1825	sll1825|94	1
sll1078	sll1078|19	1
sll1078	sll1078|204	1
sll1078	sll1078|123	1
sll1078	sll1078|72	1
sll1078	sll1078|92	1
rpl17	rpl17|36	1
rpl17	rpl17|106	1
rpl17	rpl17|55	1
rpl17	rpl17|127	1
rpl17	rpl17|89	1
rpl13	rpl13|61	1
rpl13	rpl13|100	1
rpl13	rpl13|18	1
rpl13	rpl13|32	1
rpl13	rpl13|74	1
zam	zam|93	1
zam	zam|262	1
zam	zam|109	1
zam	zam|205	1
zam	zam|241	1
sll1071	sll1071|101	1
sll1071	sll1071|8	1
sll1071	sll1071|123	1
sll1071	sll1071|19	1
sll1071	sll1071|135	1
spoIID	spoIID|121	1
spoIID	spoIID|229	1
spoIID	spoIID|166	1
spoIID	spoIID|43	1
spoIID	spoIID|205	1
sll1300	sll1300|22	1
sll1300	sll1300|87	1
sll1300	sll1300|7	1
sll1300	sll1300|41	1
sll1300	sll1300|73	1
gyrA	gyrA|22	1
gyrA	gyrA|89	1
gyrA	gyrA|38	1
gyrA	gyrA|63	1
gyrA	gyrA|76	1
sll1568	sll1568|153	1
sll1568	sll1568|37	1
sll1568	sll1568|95	1
sll1568	sll1568|58	1
sll1568	sll1568|141	1
amiA	amiA|70	1
amiA	amiA|81	1
amiA	amiA|165	1
amiA	amiA|13	1
amiA	amiA|49	1
slr2027	slr2027|104	1
slr2027	slr2027|140	1
slr2027	slr2027|67	1
slr2027	slr2027|56	1
slr2027	slr2027|184	1
slr1917	slr1917|36	1
slr1917	slr1917|21	1
slr1917	slr1917|125	1
slr1917	slr1917|108	1
slr1917	slr1917|82	1
slr1916	slr1916|190	1
slr1916	slr1916|101	1
slr1916	slr1916|203	1
slr1916	slr1916|154	1
slr1916	slr1916|32	1
slr1915	slr1915|184	1
slr1915	slr1915|64	1
slr1915	slr1915|250	1
slr1915	slr1915|226	1
slr1915	slr1915|199	1
slr1914	slr1914|45	1
slr1914	slr1914|118	1
slr1914	slr1914|100	1
slr1914	slr1914|135	1
slr1914	slr1914|58	1
slr1913	slr1913|47	1
slr1913	slr1913|22	1
slr1913	slr1913|7	1
slr1913	slr1913|36	1
slr1913	slr1913|95	1
slr2049	slr2049|200	1
slr2049	slr2049|170	1
slr2049	slr2049|31	1
slr2049	slr2049|70	1
slr2049	slr2049|58	1
slr1911	slr1911|35	1
slr1911	slr1911|70	1
slr1911	slr1911|85	1
slr1911	slr1911|24	1
slr1911	slr1911|53	1
slr2044	slr2044|46	1
slr2044	slr2044|12	1
slr2044	slr2044|184	1
slr2044	slr2044|25	1
slr2044	slr2044|164	1
slr2045	slr2045|37	1
slr2045	slr2045|181	1
slr2045	slr2045|118	1
slr2045	slr2045|6	1
slr2045	slr2045|88	1
slr2046	slr2046|190	1
slr2046	slr2046|118	1
slr2046	slr2046|254	1
slr2046	slr2046|25	1
slr2046	slr2046|168	1
slr2025	slr2025|35	1
slr2025	slr2025|118	1
slr2025	slr2025|55	1
slr2025	slr2025|94	1
slr2025	slr2025|13	1
ssr2843	ssr2843|21	1
ssr2843	ssr2843|37	1
ssr2843	ssr2843|61	1
ssr2843	ssr2843|50	1
ssr2843	ssr2843|4	1
slr2042	slr2042|6	1
slr2042	slr2042|169	1
slr2042	slr2042|63	1
slr2042	slr2042|105	1
slr2042	slr2042|157	1
slr1918	slr1918|187	1
slr1918	slr1918|218	1
slr1918	slr1918|38	1
slr1918	slr1918|72	1
slr1918	slr1918|119	1
psbE	psbE|43	1
psbE	psbE|65	1
psbE	psbE|169	1
psbE	psbE|76	1
psbE	psbE|147	1
slr1398	slr1398|246	1
slr1398	slr1398|370	1
slr1398	slr1398|112	1
slr1398	slr1398|213	1
slr1398	slr1398|260	1
psbF	psbF|109	1
psbF	psbF|82	1
psbF	psbF|71	1
psbF	psbF|8	1
divK	divK|223	1
divK	divK|62	1
divK	divK|114	1
divK	divK|170	1
divK	divK|47	1
slr1391	slr1391|124	1
slr1391	slr1391|163	1
slr1391	slr1391|108	1
slr1391	slr1391|145	1
slr1391	slr1391|30	1
ssl1911	ssl1911|144	1
ssl1911	ssl1911|59	1
ssl1911	ssl1911|38	1
ssl1911	ssl1911|127	1
ssl1911	ssl1911|70	1
slr1393	slr1393|253	1
slr1393	slr1393|94	1
slr1393	slr1393|209	1
slr1393	slr1393|239	1
slr1393	slr1393|76	1
slr1019	slr1019|43	1
slr1019	slr1019|177	1
slr1019	slr1019|21	1
slr1019	slr1019|10	1
slr1019	slr1019|96	1
slr1395	slr1395|9	1
slr1395	slr1395|47	1
slr1395	slr1395|73	1
slr1395	slr1395|95	1
slr1395	slr1395|121	1
slr1394	slr1394|119	1
slr1394	slr1394|98	1
slr1394	slr1394|62	1
slr1394	slr1394|133	1
slr1394	slr1394|46	1
slr1397	slr1397|13	1
slr1397	slr1397|104	1
slr1397	slr1397|183	1
slr1397	slr1397|88	1
slr1397	slr1397|170	1
psbJ	psbJ|20	1
psbJ	psbJ|91	1
psbJ	psbJ|58	1
psbJ	psbJ|46	1
feoB	feoB|94	1
feoB	feoB|107	1
feoB	feoB|29	1
feoB	feoB|42	1
feoB	feoB|14	1
ssr3129	ssr3129|108	1
ssr3129	ssr3129|31	1
ssr3129	ssr3129|92	1
ssr3129	ssr3129|17	1
sll1837	sll1837|46	1
sll1837	sll1837|147	1
sll1837	sll1837|115	1
sll1837	sll1837|70	1
sll1837	sll1837|189	1
slr1919	slr1919|8	1
slr1919	slr1919|21	1
slr1919	slr1919|73	1
slr1919	slr1919|263	1
slr1919	slr1919|146	1
nrtD	nrtD|216	1
nrtD	nrtD|261	1
nrtD	nrtD|91	1
nrtD	nrtD|184	1
nrtD	nrtD|171	1
ssl3451	ssl3451|41	1
ssl3451	ssl3451|75	1
ssl3451	ssl3451|90	1
ssl3451	ssl3451|22	1
ssl3451	ssl3451|61	1
cpcG	cpcG|52	1
cpcG	cpcG|122	1
cpcG	cpcG|65	1
cpcG	cpcG|140	1
cpcG	cpcG|89	1
cpcA	cpcA|64	1
cpcA	cpcA|22	1
cpcA	cpcA|7	1
cpcA	cpcA|167	1
cpcA	cpcA|133	1
cpcB	cpcB|28	1
cpcB	cpcB|53	1
cpcB	cpcB|125	1
cpcB	cpcB|145	1
cpcB	cpcB|88	1
cpcC	cpcC|71	1
cpcC	cpcC|52	1
cpcC	cpcC|13	1
cpcC	cpcC|83	1
cpcC	cpcC|39	1
grxC	grxC|223	1
grxC	grxC|191	1
grxC	grxC|95	1
ssr2016	ssr2016|62	1
ssr2016	ssr2016|113	1
ssr2016	ssr2016|152	1
ssr2016	ssr2016|80	1
ssr2016	ssr2016|7	1
cscK	cscK|97	1
cscK	cscK|50	1
cscK	cscK|108	1
cscK	cscK|121	1
cscK	cscK|82	1
sll1726	sll1726|59	1
sll1726	sll1726|24	1
sll1726	sll1726|93	1
sll1726	sll1726|118	1
sll1726	sll1726|131	1
adk2	adk2|55	1
adk2	adk2|34	1
adk2	adk2|130	1
adk2	adk2|79	1
adk2	adk2|90	1
slr2078	slr2078|69	1
slr2078	slr2078|12	1
slr2078	slr2078|169	1
slr2078	slr2078|106	1
slr2078	slr2078|44	1
slr1450	slr1450|118	1
slr1450	slr1450|28	1
slr1450	slr1450|148	1
slr1450	slr1450|61	1
slr1450	slr1450|98	1
slr1900	slr1900|34	1
slr1900	slr1900|134	1
slr1900	slr1900|50	1
slr1900	slr1900|121	1
slr1900	slr1900|93	1
slr1901	slr1901|43	1
slr1901	slr1901|129	1
slr1901	slr1901|27	1
slr1901	slr1901|178	1
slr1901	slr1901|152	1
slr1902	slr1902|118	1
slr1902	slr1902|217	1
slr1903	slr1903|319	1
slr1903	slr1903|266	1
slr1903	slr1903|293	1
slr1903	slr1903|106	1
slr1903	slr1903|381	1
slr2071	slr2071|226	1
slr2071	slr2071|241	1
slr2071	slr2071|280	1
slr2071	slr2071|125	1
slr2071	slr2071|53	1
slr2070	slr2070|24	1
slr2070	slr2070|92	1
slr2070	slr2070|117	1
slr2070	slr2070|172	1
slr2070	slr2070|204	1
slr2073	slr2073|143	1
slr2073	slr2073|108	1
slr2073	slr2073|124	1
slr2073	slr2073|84	1
slr2073	slr2073|97	1
uvrD	uvrD|42	1
uvrD	uvrD|31	1
uvrD	uvrD|3	1
uvrD	uvrD|94	1
uvrD	uvrD|17	1
slr2077	slr2077|181	1
slr2077	slr2077|44	1
slr2077	slr2077|209	1
slr2077	slr2077|79	1
slr2077	slr2077|229	1
slr1535	slr1535|13	1
slr1535	slr1535|104	1
slr1535	slr1535|151	1
slr1535	slr1535|139	1
slr1535	slr1535|32	1
pknA2	pknA2|29	1
pknA2	pknA2|16	1
pknA2	pknA2|73	1
pknA2	pknA2|44	1
pknA2	pknA2|4	1
lacF	lacF|40	1
lacF	lacF|56	1
lacF	lacF|23	1
lacF	lacF|130	1
lacF	lacF|151	1
codA	codA|32	1
codA	codA|52	1
codA	codA|21	1
codA	codA|7	1
codA	codA|111	1
gshB	gshB|127	1
gshB	gshB|24	1
gshB	gshB|42	1
gshB	gshB|140	1
gshB	gshB|79	1
frdA	frdA|124	1
frdA	frdA|40	1
frdA	frdA|76	1
frdA	frdA|109	1
frdA	frdA|52	1
htrA	htrA|135	1
htrA	htrA|97	1
htrA	htrA|112	1
htrA	htrA|20	1
htrA	htrA|123	1
mutL	mutL|41	1
mutL	mutL|118	1
mutL	mutL|26	1
mutL	mutL|223	1
mutL	mutL|234	1
ftsH3	ftsH3|4	1
ftsH3	ftsH3|18	1
ftsH3	ftsH3|35	1
ftsH3	ftsH3|47	1
ftsH3	ftsH3|91	1
icsA	icsA|58	1
icsA	icsA|115	1
icsA	icsA|27	1
icsA	icsA|168	1
icsA	icsA|144	1
sll1348	sll1348|12	1
sll1348	sll1348|44	1
sll1348	sll1348|82	1
sll1348	sll1348|105	1
sll1348	sll1348|67	1
slr1827	slr1827|163	1
slr1827	slr1827|94	1
slr1827	slr1827|61	1
slr1827	slr1827|22	1
slr1827	slr1827|141	1
slr1826	slr1826|90	1
slr1826	slr1826|74	1
slr1826	slr1826|61	1
slr1826	slr1826|30	1
slr1826	slr1826|115	1
sll1138	sll1138|140	1
sll1138	sll1138|56	1
sll1138	sll1138|102	1
sll1138	sll1138|224	1
sll1138	sll1138|185	1
sll1135	sll1135|143	1
sll1135	sll1135|13	1
sll1135	sll1135|88	1
sll1135	sll1135|71	1
sll1135	sll1135|130	1
sll1132	sll1132|240	1
sll1132	sll1132|217	1
sll1132	sll1132|361	1
sll1132	sll1132|261	1
sll1132	sll1132|64	1
sll1131	sll1131|7	1
sll1131	sll1131|52	1
sll1131	sll1131|38	1
sll1131	sll1131|104	1
sll1131	sll1131|21	1
sll1130	sll1130|196	1
sll1130	sll1130|181	1
sll1130	sll1130|163	1
sll1130	sll1130|38	1
sll1130	sll1130|116	1
ssr2067	ssr2067|112	1
ssr2067	ssr2067|151	1
ssr2067	ssr2067|93	1
ssr2062	ssr2062|41	1
ssr2062	ssr2062|22	1
ssr2062	ssr2062|138	1
ssr2062	ssr2062|118	1
ssr2062	ssr2062|150	1
ssr2060	ssr2060|211	1
ssr2060	ssr2060|76	1
ssr2060	ssr2060|27	1
ssl2245	ssl2245|128	1
ssl2245	ssl2245|69	1
ssl2245	ssl2245|113	1
ssl2245	ssl2245|53	1
ssl2245	ssl2245|148	1
sll1739	sll1739|212	1
sll1739	sll1739|94	1
sll1739	sll1739|173	1
sll1739	sll1739|139	1
sll1739	sll1739|117	1
slr1362	slr1362|92	1
slr1362	slr1362|10	1
slr1362	slr1362|53	1
slr1362	slr1362|71	1
slr1362	slr1362|116	1
ureF	ureF|88	1
ureF	ureF|7	1
ureF	ureF|19	1
ureF	ureF|101	1
ureF	ureF|70	1
sll1738	sll1738|58	1
sll1738	sll1738|96	1
sll1738	sll1738|80	1
sll1738	sll1738|69	1
sll1738	sll1738|41	1
ureE	ureE|57	1
ureE	ureE|46	1
ureE	ureE|34	1
ureE	ureE|167	1
ureE	ureE|20	1
sll1735	sll1735|120	1
sll1735	sll1735|55	1
sll1735	sll1735|70	1
sll1735	sll1735|43	1
sll1735	sll1735|95	1
sll1734	sll1734|7	1
sll1734	sll1734|52	1
sll1734	sll1734|68	1
sll1734	sll1734|85	1
sll1734	sll1734|256	1
sll1737	sll1737|265	1
sll1737	sll1737|284	1
sll1737	sll1737|235	1
sll1737	sll1737|135	1
sll1737	sll1737|65	1
sll1736	sll1736|65	1
sll1736	sll1736|28	1
sll1736	sll1736|76	1
sll1736	sll1736|13	1
sll1736	sll1736|44	1
sll1730	sll1730|70	1
sll1730	sll1730|137	1
sll1730	sll1730|87	1
sll1730	sll1730|234	1
