# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Synechocystis_v2_trimmed.saf" "-s" "0" "-o" "BG11_control_t0_r1_T1.featureCounts.txt" "BG11_control_t0_r1_T1.bam" 
Geneid	Chr	Start	End	Strand	Length	BG11_control_t0_r1_T1.bam
fecB2|145	fecB2|145	1	20	.	20	314
fecB2|165	fecB2|165	1	22	.	22	254
fecB2|190	fecB2|190	1	21	.	21	363
slr1788|18	slr1788|18	1	21	.	21	163
slr1788|161	slr1788|161	1	20	.	20	412
slr1788|30	slr1788|30	1	20	.	20	139
slr1788|122	slr1788|122	1	20	.	20	322
slr1788|172	slr1788|172	1	18	.	18	815
slr1789|140	slr1789|140	1	20	.	20	274
slr1789|27	slr1789|27	1	22	.	22	333
slr1789|39	slr1789|39	1	20	.	20	307
slr1789|250	slr1789|250	1	19	.	19	344
slr1789|97	slr1789|97	1	20	.	20	166
crtE|100	crtE|100	1	21	.	21	857
crtE|184	crtE|184	1	22	.	22	131
crtE|124	crtE|124	1	20	.	20	511
crtE|76	crtE|76	1	20	.	20	339
crtE|7	crtE|7	1	18	.	18	326
mom72|42	mom72|42	1	21	.	21	517
mom72|82	mom72|82	1	18	.	18	405
mom72|61	mom72|61	1	20	.	20	795
mom72|99	mom72|99	1	20	.	20	522
mom72|110	mom72|110	1	18	.	18	633
slr0238|51	slr0238|51	1	18	.	18	889
slr0238|88	slr0238|88	1	20	.	20	444
slr0238|40	slr0238|40	1	21	.	21	125
slr0238|143	slr0238|143	1	20	.	20	399
slr0238|107	slr0238|107	1	21	.	21	559
ctpB|6	ctpB|6	1	20	.	20	385
ctpB|93	ctpB|93	1	20	.	20	179
ctpB|27	ctpB|27	1	19	.	19	223
ctpB|82	ctpB|82	1	22	.	22	86
ctpB|70	ctpB|70	1	18	.	18	669
mutT|117	mutT|117	1	19	.	19	1410
mutT|9	mutT|9	1	22	.	22	313
mutT|53	mutT|53	1	22	.	22	844
mutT|135	mutT|135	1	20	.	20	687
mutT|77	mutT|77	1	21	.	21	208
rhnB|69	rhnB|69	1	22	.	22	648
rhnB|143	rhnB|143	1	18	.	18	292
rhnB|42	rhnB|42	1	21	.	21	486
rhnB|129	rhnB|129	1	17	.	17	422
rhnB|86	rhnB|86	1	19	.	19	368
adk|112	adk|112	1	21	.	21	575
adk|124	adk|124	1	19	.	19	195
adk|43	adk|43	1	17	.	17	532
adk|56	adk|56	1	21	.	21	372
adk|23	adk|23	1	20	.	20	684
sll1033|70	sll1033|70	1	19	.	19	122
sll1033|84	sll1033|84	1	21	.	21	233
sll1033|33	sll1033|33	1	22	.	22	161
sll1033|14	sll1033|14	1	17	.	17	354
sll1033|53	sll1033|53	1	17	.	17	514
sll1681|6	sll1681|6	1	20	.	20	205
sll1681|118	sll1681|118	1	20	.	20	814
sll1681|98	sll1681|98	1	17	.	17	330
sll1681|167	sll1681|167	1	17	.	17	195
sll1681|144	sll1681|144	1	18	.	18	273
ndhB|77	ndhB|77	1	17	.	17	402
ndhB|132	ndhB|132	1	22	.	22	130
ndhB|121	ndhB|121	1	17	.	17	546
ndhB|148	ndhB|148	1	19	.	19	323
ndhB|51	ndhB|51	1	19	.	19	319
sll1682|83	sll1682|83	1	20	.	20	917
sll1682|55	sll1682|55	1	17	.	17	536
sll1682|32	sll1682|32	1	21	.	21	382
sll1682|134	sll1682|134	1	21	.	21	517
sll1682|115	sll1682|115	1	18	.	18	606
sll1686|64	sll1686|64	1	22	.	22	514
sll1686|165	sll1686|165	1	17	.	17	327
sll1686|193	sll1686|193	1	20	.	20	241
sll1686|180	sll1686|180	1	21	.	21	1255
sll1686|214	sll1686|214	1	21	.	21	650
sll1037|58	sll1037|58	1	22	.	22	1415
sll1037|73	sll1037|73	1	19	.	19	1283
sll1037|21	sll1037|21	1	21	.	21	496
sll1037|94	sll1037|94	1	19	.	19	677
sll1037|46	sll1037|46	1	17	.	17	531
rne|232	rne|232	1	20	.	20	521
rne|194	rne|194	1	17	.	17	724
rne|138	rne|138	1	17	.	17	527
rne|206	rne|206	1	20	.	20	493
rne|82	rne|82	1	17	.	17	1118
slr0730|17	slr0730|17	1	18	.	18	89
slr0730|34	slr0730|34	1	20	.	20	609
slr0730|60	slr0730|60	1	19	.	19	283
slr0730|4	slr0730|4	1	19	.	19	214
slr0730|45	slr0730|45	1	21	.	21	550
atpI|167	atpI|167	1	20	.	20	70
atpI|11	atpI|11	1	18	.	18	56
atpI|232	atpI|232	1	18	.	18	116
atpI|41	atpI|41	1	17	.	17	98
atpI|52	atpI|52	1	21	.	21	167
atpH|68	atpH|68	1	20	.	20	215
atpH|34	atpH|34	1	22	.	22	205
atpH|91	atpH|91	1	19	.	19	266
atpH|103	atpH|103	1	22	.	22	388
atpH|10	atpH|10	1	19	.	19	141
atpC|124	atpC|124	1	22	.	22	358
atpC|3	atpC|3	1	17	.	17	78
atpC|85	atpC|85	1	21	.	21	388
atpC|26	atpC|26	1	17	.	17	171
atpC|103	atpC|103	1	22	.	22	417
hypD|73	hypD|73	1	19	.	19	1022
hypD|61	hypD|61	1	21	.	21	480
hypD|40	hypD|40	1	18	.	18	473
hypD|112	hypD|112	1	20	.	20	274
hypD|28	hypD|28	1	19	.	19	277
atpA|98	atpA|98	1	18	.	18	886
atpA|178	atpA|178	1	20	.	20	167
atpA|55	atpA|55	1	20	.	20	117
atpA|71	atpA|71	1	19	.	19	290
atpA|41	atpA|41	1	18	.	18	44
atpG|175	atpG|175	1	20	.	20	139
atpG|127	atpG|127	1	17	.	17	220
atpG|16	atpG|16	1	19	.	19	127
atpG|142	atpG|142	1	22	.	22	223
atpG|157	atpG|157	1	17	.	17	372
atpF|85	atpF|85	1	19	.	19	139
atpF|10	atpF|10	1	17	.	17	416
atpF|142	atpF|142	1	19	.	19	131
atpF|28	atpF|28	1	22	.	22	533
atpF|167	atpF|167	1	20	.	20	86
atpD|135	atpD|135	1	18	.	18	337
atpD|118	atpD|118	1	20	.	20	286
atpD|190	atpD|190	1	18	.	18	207
atpD|36	atpD|36	1	22	.	22	349
atpD|161	atpD|161	1	20	.	20	292
glmS|28	glmS|28	1	20	.	20	172
glmS|47	glmS|47	1	21	.	21	216
glmS|91	glmS|91	1	17	.	17	188
glmS|112	glmS|112	1	21	.	21	177
glmS|226	glmS|226	1	18	.	18	351
ssr2972|58	ssr2972|58	1	19	.	19	192
ssr2972|127	ssr2972|127	1	21	.	21	144
ssr2972|90	ssr2972|90	1	17	.	17	552
ssr2972|103	ssr2972|103	1	18	.	18	760
ssr2972|47	ssr2972|47	1	19	.	19	654
slr1501|79	slr1501|79	1	20	.	20	490
slr1501|34	slr1501|34	1	21	.	21	321
slr1501|10	slr1501|10	1	18	.	18	188
slr1501|48	slr1501|48	1	21	.	21	335
slr1501|22	slr1501|22	1	22	.	22	273
slr1774|226	slr1774|226	1	21	.	21	361
slr1774|91	slr1774|91	1	17	.	17	473
slr1774|147	slr1774|147	1	22	.	22	799
slr1774|107	slr1774|107	1	17	.	17	277
slr1774|160	slr1774|160	1	18	.	18	308
slr1773|227	slr1773|227	1	17	.	17	284
slr1773|93	slr1773|93	1	18	.	18	523
slr1773|78	slr1773|78	1	18	.	18	273
slr1773|65	slr1773|65	1	22	.	22	633
slr1773|54	slr1773|54	1	22	.	22	126
slr1772|133	slr1772|133	1	17	.	17	260
slr1772|151	slr1772|151	1	17	.	17	222
slr1772|16	slr1772|16	1	17	.	17	754
slr1772|222	slr1772|222	1	20	.	20	502
slr1772|48	slr1772|48	1	17	.	17	396
trx|126	trx|126	1	19	.	19	468
trx|80	trx|80	1	20	.	20	37
trx|45	trx|45	1	22	.	22	332
trx|102	trx|102	1	19	.	19	97
trx|31	trx|31	1	22	.	22	151
ssl2009|103	ssl2009|103	1	19	.	19	230
ssl2009|233	ssl2009|233	1	21	.	21	475
ssl2009|83	ssl2009|83	1	20	.	20	613
fhuA|187	fhuA|187	1	20	.	20	935
fhuA|127	fhuA|127	1	17	.	17	292
fhuA|103	fhuA|103	1	20	.	20	792
fhuA|28	fhuA|28	1	21	.	21	972
fhuA|157	fhuA|157	1	21	.	21	213
slr1776|112	slr1776|112	1	22	.	22	496
slr1776|48	slr1776|48	1	19	.	19	361
slr1776|100	slr1776|100	1	18	.	18	678
slr1776|141	slr1776|141	1	22	.	22	531
slr1776|85	slr1776|85	1	18	.	18	518
upp|215	upp|215	1	21	.	21	410
upp|196	upp|196	1	17	.	17	318
upp|27	upp|27	1	20	.	20	98
upp|130	upp|130	1	21	.	21	630
upp|156	upp|156	1	17	.	17	359
slr1415|37	slr1415|37	1	22	.	22	524
slr1415|70	slr1415|70	1	20	.	20	461
slr1415|105	slr1415|105	1	19	.	19	193
slr1415|12	slr1415|12	1	18	.	18	580
slr1415|119	slr1415|119	1	21	.	21	452
dapB|79	dapB|79	1	21	.	21	169
dapB|56	dapB|56	1	20	.	20	71
dapB|123	dapB|123	1	17	.	17	252
dapB|180	dapB|180	1	21	.	21	490
dapB|21	dapB|21	1	18	.	18	289
pchR|16	pchR|16	1	19	.	19	313
pchR|49	pchR|49	1	22	.	22	193
pchR|4	pchR|4	1	20	.	20	244
pchR|70	pchR|70	1	19	.	19	274
pchR|29	pchR|29	1	19	.	19	189
psb13|148	psb13|148	1	20	.	20	230
psb13|136	psb13|136	1	17	.	17	230
psb13|19	psb13|19	1	17	.	17	708
psb13|37	psb13|37	1	17	.	17	554
psb13|56	psb13|56	1	19	.	19	286
fus|114	fus|114	1	22	.	22	395
fus|25	fus|25	1	20	.	20	498
fus|9	fus|9	1	19	.	19	527
fus|55	fus|55	1	18	.	18	307
fus|167	fus|167	1	21	.	21	963
llaI_2|982	llaI_2|982	1	19	.	19	340
llaI_2|444	llaI_2|444	1	17	.	17	422
llaI_2|1259	llaI_2|1259	1	20	.	20	383
llaI_2|327	llaI_2|327	1	22	.	22	279
ssl0410|214	ssl0410|214	1	19	.	19	183
ssl0410|19	ssl0410|19	1	20	.	20	248
ssl0410|115	ssl0410|115	1	22	.	22	749
ssl0410|52	ssl0410|52	1	20	.	20	27
sll0230|38	sll0230|38	1	22	.	22	367
sll0230|127	sll0230|127	1	22	.	22	307
sll0230|148	sll0230|148	1	18	.	18	670
sll0230|90	sll0230|90	1	17	.	17	743
sll0230|109	sll0230|109	1	21	.	21	345
msrA2|80	msrA2|80	1	22	.	22	547
msrA2|62	msrA2|62	1	17	.	17	377
msrA2|190	msrA2|190	1	20	.	20	590
msrA2|16	msrA2|16	1	18	.	18	134
msrA2|151	msrA2|151	1	19	.	19	202
psaK|112	psaK|112	1	22	.	22	704
psaK|34	psaK|34	1	22	.	22	321
psaK|136	psaK|136	1	18	.	18	296
psaK|50	psaK|50	1	20	.	20	187
psaK|22	psaK|22	1	21	.	21	496
psaD|64	psaD|64	1	20	.	20	83
psaD|126	psaD|126	1	17	.	17	399
psaD|97	psaD|97	1	18	.	18	106
psaD|21	psaD|21	1	21	.	21	98
psaD|85	psaD|85	1	19	.	19	397
aroK|41	aroK|41	1	21	.	21	309
aroK|259	aroK|259	1	20	.	20	520
aroK|238	aroK|238	1	18	.	18	293
aroK|87	aroK|87	1	19	.	19	292
aroK|76	aroK|76	1	17	.	17	371
rffM|11	rffM|11	1	20	.	20	337
rffM|58	rffM|58	1	17	.	17	424
rffM|190	rffM|190	1	20	.	20	457
rffM|122	rffM|122	1	18	.	18	432
rffM|97	rffM|97	1	19	.	19	275
sll1036|42	sll1036|42	1	21	.	21	488
sll1036|54	sll1036|54	1	20	.	20	1253
sll1036|202	sll1036|202	1	19	.	19	259
sll1036|136	sll1036|136	1	17	.	17	1012
sll1036|170	sll1036|170	1	19	.	19	603
ssl0426|241	ssl0426|241	1	20	.	20	349
ssl0426|256	ssl0426|256	1	17	.	17	331
ssl0426|148	ssl0426|148	1	17	.	17	223
fecD|29	fecD|29	1	17	.	17	620
fecD|76	fecD|76	1	22	.	22	149
fecD|45	fecD|45	1	22	.	22	413
fecD|59	fecD|59	1	19	.	19	576
fecD|7	fecD|7	1	19	.	19	657
fecE|65	fecE|65	1	17	.	17	381
fecE|47	fecE|47	1	19	.	19	365
fecE|25	fecE|25	1	22	.	22	894
fecE|98	fecE|98	1	17	.	17	951
fecE|13	fecE|13	1	18	.	18	330
fecB|91	fecB|91	1	21	.	21	586
fecB|74	fecB|74	1	18	.	18	416
fecB|106	fecB|106	1	22	.	22	403
fecB|13	fecB|13	1	21	.	21	235
fecB|24	fecB|24	1	20	.	20	247
fecC|147	fecC|147	1	18	.	18	879
fecC|3	fecC|3	1	20	.	20	143
fecC|54	fecC|54	1	18	.	18	213
fecC|67	fecC|67	1	19	.	19	173
fecC|115	fecC|115	1	19	.	19	30
phb|12	phb|12	1	20	.	20	625
phb|112	phb|112	1	21	.	21	357
phb|101	phb|101	1	18	.	18	382
phb|55	phb|55	1	20	.	20	585
phb|139	phb|139	1	18	.	18	473
ssl2733|51	ssl2733|51	1	19	.	19	568
ssl2733|30	ssl2733|30	1	20	.	20	280
ssl2733|187	ssl2733|187	1	18	.	18	1092
folK|27	folK|27	1	17	.	17	226
folK|38	folK|38	1	18	.	18	215
folK|106	folK|106	1	22	.	22	472
folK|75	folK|75	1	18	.	18	358
folK|6	folK|6	1	17	.	17	418
sll1039|173	sll1039|173	1	20	.	20	375
sll1039|78	sll1039|78	1	20	.	20	526
sll1039|157	sll1039|157	1	17	.	17	356
sll1039|43	sll1039|43	1	19	.	19	639
sll1039|143	sll1039|143	1	17	.	17	362
cysM|53	cysM|53	1	17	.	17	440
cysM|28	cysM|28	1	18	.	18	441
cysM|40	cysM|40	1	22	.	22	570
cysM|134	cysM|134	1	22	.	22	815
cysM|113	cysM|113	1	18	.	18	376
ccmK2|28	ccmK2|28	1	21	.	21	701
ccmK2|39	ccmK2|39	1	18	.	18	554
ccmK2|151	ccmK2|151	1	22	.	22	586
ccmK2|76	ccmK2|76	1	20	.	20	379
ccmK2|172	ccmK2|172	1	19	.	19	476
sll0228|55	sll0228|55	1	21	.	21	1187
sll0228|93	sll0228|93	1	20	.	20	148
sll0228|118	sll0228|118	1	18	.	18	282
sll0228|22	sll0228|22	1	17	.	17	256
sll0228|9	sll0228|9	1	21	.	21	357
cysH|152	cysH|152	1	20	.	20	283
cysH|61	cysH|61	1	19	.	19	238
cysH|79	cysH|79	1	22	.	22	696
cysH|94	cysH|94	1	21	.	21	461
cysH|30	cysH|30	1	20	.	20	212
sll0224|112	sll0224|112	1	21	.	21	198
sll0224|83	sll0224|83	1	19	.	19	242
sll0224|13	sll0224|13	1	17	.	17	262
sll0224|135	sll0224|135	1	22	.	22	418
sll0224|57	sll0224|57	1	22	.	22	448
sll0225|138	sll0225|138	1	19	.	19	344
sll0225|182	sll0225|182	1	18	.	18	674
sll0225|274	sll0225|274	1	21	.	21	305
sll0225|231	sll0225|231	1	17	.	17	243
sll0225|193	sll0225|193	1	19	.	19	129
slr1780|232	slr1780|232	1	20	.	20	587
slr1780|28	slr1780|28	1	17	.	17	349
slr1780|135	slr1780|135	1	22	.	22	339
slr1780|212	slr1780|212	1	20	.	20	330
slr1780|244	slr1780|244	1	20	.	20	265
ccmM|79	ccmM|79	1	21	.	21	324
ccmM|108	ccmM|108	1	22	.	22	226
ccmM|67	ccmM|67	1	22	.	22	199
ccmM|119	ccmM|119	1	22	.	22	232
ccmM|13	ccmM|13	1	22	.	22	548
slr1488|151	slr1488|151	1	18	.	18	183
slr1488|5	slr1488|5	1	19	.	19	841
slr1488|51	slr1488|51	1	22	.	22	153
slr1488|211	slr1488|211	1	17	.	17	163
slr1488|104	slr1488|104	1	20	.	20	313
ccmN|214	ccmN|214	1	19	.	19	481
ccmN|9	ccmN|9	1	22	.	22	307
ccmN|237	ccmN|237	1	20	.	20	454
ccmN|172	ccmN|172	1	17	.	17	439
ccmN|127	ccmN|127	1	21	.	21	1454
cad|27	cad|27	1	22	.	22	254
cad|50	cad|50	1	20	.	20	463
cad|138	cad|138	1	17	.	17	209
cad|89	cad|89	1	18	.	18	486
cad|8	cad|8	1	19	.	19	388
ccmK|119	ccmK|119	1	20	.	20	768
ccmK|28	ccmK|28	1	20	.	20	223
ccmK|39	ccmK|39	1	20	.	20	873
ccmK|55	ccmK|55	1	21	.	21	356
ccmK|76	ccmK|76	1	17	.	17	396
slr0722|138	slr0722|138	1	20	.	20	196
slr0722|7	slr0722|7	1	18	.	18	1060
slr0722|65	slr0722|65	1	17	.	17	618
slr0722|104	slr0722|104	1	19	.	19	120
slr0722|88	slr0722|88	1	22	.	22	374
hhoA|23	hhoA|23	1	22	.	22	498
hhoA|9	hhoA|9	1	20	.	20	332
hhoA|133	hhoA|133	1	17	.	17	325
hhoA|114	hhoA|114	1	17	.	17	193
hhoA|76	hhoA|76	1	19	.	19	654
cbiF|116	cbiF|116	1	21	.	21	457
cbiF|165	cbiF|165	1	19	.	19	882
cbiF|53	cbiF|53	1	20	.	20	754
cbiF|76	cbiF|76	1	17	.	17	185
cbiF|130	cbiF|130	1	17	.	17	144
slr1485|88	slr1485|88	1	20	.	20	333
slr1485|71	slr1485|71	1	18	.	18	930
slr1485|143	slr1485|143	1	21	.	21	969
slr1485|26	slr1485|26	1	19	.	19	804
slr1485|55	slr1485|55	1	19	.	19	437
slr1484|79	slr1484|79	1	20	.	20	428
slr1484|65	slr1484|65	1	18	.	18	499
slr1484|44	slr1484|44	1	22	.	22	15
slr1484|25	slr1484|25	1	20	.	20	169
slr1484|144	slr1484|144	1	22	.	22	163
iutA|114	iutA|114	1	20	.	20	220
iutA|186	iutA|186	1	21	.	21	373
iutA|301	iutA|301	1	20	.	20	106
iutA|84	iutA|84	1	20	.	20	291
iutA|238	iutA|238	1	18	.	18	135
pheA|52	pheA|52	1	20	.	20	460
pheA|3	pheA|3	1	18	.	18	298
pheA|114	pheA|114	1	21	.	21	572
pheA|30	pheA|30	1	20	.	20	715
pheA|136	pheA|136	1	22	.	22	480
slr1119|50	slr1119|50	1	18	.	18	294
slr1119|70	slr1119|70	1	19	.	19	781
slr1119|13	slr1119|13	1	17	.	17	424
slr1119|83	slr1119|83	1	20	.	20	255
slr1119|105	slr1119|105	1	22	.	22	263
ccmL|25	ccmL|25	1	21	.	21	166
ccmL|184	ccmL|184	1	22	.	22	75
ccmL|173	ccmL|173	1	17	.	17	427
ccmL|215	ccmL|215	1	19	.	19	261
ccmL|48	ccmL|48	1	19	.	19	775
slr1117|56	slr1117|56	1	18	.	18	227
slr1117|76	slr1117|76	1	20	.	20	683
slr1117|91	slr1117|91	1	22	.	22	312
slr1117|41	slr1117|41	1	19	.	19	129
slr1117|22	slr1117|22	1	19	.	19	361
slr1116|253	slr1116|253	1	18	.	18	375
slr1116|31	slr1116|31	1	22	.	22	271
slr1116|230	slr1116|230	1	22	.	22	222
slr1116|218	slr1116|218	1	17	.	17	425
slr1116|76	slr1116|76	1	18	.	18	256
slr1115|34	slr1115|34	1	22	.	22	689
slr1115|137	slr1115|137	1	20	.	20	484
slr1115|73	slr1115|73	1	20	.	20	304
slr1115|49	slr1115|49	1	19	.	19	118
slr1115|124	slr1115|124	1	18	.	18	646
slr1114|32	slr1114|32	1	21	.	21	145
slr1114|48	slr1114|48	1	17	.	17	336
slr1114|74	slr1114|74	1	17	.	17	273
slr1114|59	slr1114|59	1	18	.	18	194
slr1114|19	slr1114|19	1	18	.	18	295
slr1113|88	slr1113|88	1	20	.	20	383
slr1113|19	slr1113|19	1	20	.	20	314
slr1113|46	slr1113|46	1	21	.	21	303
slr1113|58	slr1113|58	1	20	.	20	527
slr1113|74	slr1113|74	1	18	.	18	225
slr1110|117	slr1110|117	1	22	.	22	296
slr1110|132	slr1110|132	1	17	.	17	207
slr1110|106	slr1110|106	1	17	.	17	285
slr1110|91	slr1110|91	1	19	.	19	116
slr1110|27	slr1110|27	1	19	.	19	225
ssl1326|241	ssl1326|241	1	20	.	20	224
ssl1326|103	ssl1326|103	1	20	.	20	365
ssl1326|52	ssl1326|52	1	20	.	20	491
ssl1326|64	ssl1326|64	1	20	.	20	299
sll1041|56	sll1041|56	1	17	.	17	460
sll1041|44	sll1041|44	1	19	.	19	310
sll1041|68	sll1041|68	1	19	.	19	1078
sll1041|9	sll1041|9	1	18	.	18	269
sll1041|32	sll1041|32	1	20	.	20	434
slr0236|104	slr0236|104	1	19	.	19	442
slr0236|11	slr0236|11	1	20	.	20	298
slr0236|123	slr0236|123	1	20	.	20	523
slr0236|25	slr0236|25	1	19	.	19	514
slr0236|52	slr0236|52	1	17	.	17	41
slr0725|118	slr0725|118	1	20	.	20	266
slr0725|239	slr0725|239	1	18	.	18	128
slr0725|61	slr0725|61	1	18	.	18	478
slr0725|4	slr0725|4	1	17	.	17	351
slr0725|105	slr0725|105	1	22	.	22	252
sll1204|7	sll1204|7	1	21	.	21	821
sll1204|383	sll1204|383	1	18	.	18	213
sll1204|372	sll1204|372	1	18	.	18	288
sll1204|337	sll1204|337	1	22	.	22	148
sll1204|352	sll1204|352	1	19	.	19	368
sll1049|52	sll1049|52	1	18	.	18	344
sll1049|185	sll1049|185	1	22	.	22	499
sll1049|80	sll1049|80	1	19	.	19	196
sll1049|153	sll1049|153	1	22	.	22	378
sll1049|67	sll1049|67	1	19	.	19	429
sll1062|64	sll1062|64	1	17	.	17	239
sll1062|305	sll1062|305	1	20	.	20	189
sll1062|85	sll1062|85	1	17	.	17	219
sll1062|282	sll1062|282	1	17	.	17	347
ssr3000|70	ssr3000|70	1	20	.	20	793
ssr3000|136	ssr3000|136	1	20	.	20	58
ssr3000|38	ssr3000|38	1	22	.	22	652
ssr3000|55	ssr3000|55	1	20	.	20	754
ssr3000|118	ssr3000|118	1	18	.	18	263
atp1|338	atp1|338	1	20	.	20	281
atp1|6	atp1|6	1	17	.	17	316
atp1|274	atp1|274	1	17	.	17	159
atp1|130	atp1|130	1	18	.	18	418
atp1|39	atp1|39	1	20	.	20	308
sll1203|312	sll1203|312	1	19	.	19	259
sll1203|211	sll1203|211	1	18	.	18	366
sll1203|99	sll1203|99	1	22	.	22	353
sll1203|51	sll1203|51	1	19	.	19	281
sll1203|31	sll1203|31	1	17	.	17	197
sll1202|282	sll1202|282	1	22	.	22	155
sll1202|168	sll1202|168	1	20	.	20	318
sll1202|499	sll1202|499	1	17	.	17	183
sll1202|231	sll1202|231	1	22	.	22	212
sll1202|324	sll1202|324	1	20	.	20	160
sll0219|67	sll0219|67	1	17	.	17	257
sll0219|9	sll0219|9	1	22	.	22	174
sll0219|128	sll0219|128	1	17	.	17	148
sll0219|25	sll0219|25	1	17	.	17	349
sll0219|100	sll0219|100	1	22	.	22	425
rfbD2|179	rfbD2|179	1	22	.	22	210
rfbD2|118	rfbD2|118	1	17	.	17	247
rfbD2|202	rfbD2|202	1	21	.	21	536
rfbD2|86	rfbD2|86	1	19	.	19	548
rfbD2|156	rfbD2|156	1	17	.	17	291
slr1494|151	slr1494|151	1	20	.	20	269
slr1494|3	slr1494|3	1	21	.	21	353
slr1494|96	slr1494|96	1	18	.	18	351
slr1494|281	slr1494|281	1	17	.	17	328
slr1494|168	slr1494|168	1	18	.	18	352
slr1495|39	slr1495|39	1	22	.	22	480
slr1495|82	slr1495|82	1	18	.	18	515
slr1495|21	slr1495|21	1	19	.	19	315
slr1495|50	slr1495|50	1	20	.	20	600
slr1495|61	slr1495|61	1	17	.	17	408
slr1493|136	slr1493|136	1	22	.	22	441
slr1493|249	slr1493|249	1	19	.	19	418
slr1493|5	slr1493|5	1	21	.	21	409
slr1493|46	slr1493|46	1	20	.	20	53
slr1493|21	slr1493|21	1	17	.	17	449
slr0742|79	slr0742|79	1	21	.	21	9
slr0742|161	slr0742|161	1	18	.	18	90
slr0742|117	slr0742|117	1	21	.	21	28
slr0742|93	slr0742|93	1	19	.	19	49
slr0742|30	slr0742|30	1	17	.	17	431
morR|4	morR|4	1	21	.	21	421
morR|88	morR|88	1	20	.	20	470
morR|126	morR|126	1	18	.	18	671
morR|104	morR|104	1	18	.	18	263
morR|71	morR|71	1	20	.	20	129
slr1100|124	slr1100|124	1	17	.	17	635
slr1100|83	slr1100|83	1	19	.	19	135
slr1100|24	slr1100|24	1	22	.	22	529
slr1100|181	slr1100|181	1	20	.	20	496
slr1100|159	slr1100|159	1	17	.	17	326
chlD|26	chlD|26	1	17	.	17	197
chlD|124	chlD|124	1	18	.	18	1204
chlD|15	chlD|15	1	21	.	21	314
chlD|56	chlD|56	1	17	.	17	192
chlD|4	chlD|4	1	22	.	22	323
sll0217|56	sll0217|56	1	18	.	18	631
sll0217|38	sll0217|38	1	17	.	17	504
sll0217|7	sll0217|7	1	22	.	22	281
sll0217|21	sll0217|21	1	22	.	22	684
sll0217|76	sll0217|76	1	21	.	21	606
sll0216|95	sll0216|95	1	22	.	22	552
