Sample	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0
BG11_control_t0_r1_T1	10.0	25.0	193.0	564.0	1666.0	4006.0	11487.0	20748.0	41286.0	51197.0	54424.0	53339.0	50347.0	49353.0	50875.0	54092.0	64678.0	76714.0	106848.0	163195.0	552150.0	1426272.0	5566406.0
BG11_control_t0_r2_T1	10.0	56.0	280.0	842.0	2280.0	5311.0	15822.0	27994.0	51988.0	61458.0	63386.0	61500.0	58467.0	56379.0	57385.0	61161.0	71503.0	83670.0	116043.0	178036.0	595521.0	1500225.0	5936340.0
BG11_control_t8_r1_T1	16.0	53.0	235.0	697.0	2015.0	4757.0	14242.0	25489.0	46108.0	54127.0	55872.0	52778.0	49957.0	48676.0	49081.0	51516.0	60674.0	70571.0	96570.0	146112.0	481967.0	1193974.0	4753296.0
BG11_control_t8_r2_T1	9.0	41.0	246.0	809.0	2273.0	5303.0	15760.0	28028.0	51588.0	61381.0	63480.0	60610.0	58488.0	57238.0	57952.0	62335.0	71736.0	83603.0	114912.0	175917.0	579323.0	1448444.0	5783798.0
Lys_t0_r1_T1	8.0	62.0	325.0	847.0	2476.0	5557.0	15656.0	27717.0	52705.0	62500.0	64572.0	60996.0	57417.0	55024.0	56084.0	59375.0	69464.0	80760.0	112093.0	170802.0	568840.0	1453557.0	5714757.0
Lys_t0_r2_T1	13.0	32.0	254.0	785.0	2317.0	5341.0	15896.0	27933.0	52520.0	64062.0	67851.0	66386.0	61723.0	59091.0	60270.0	63698.0	74515.0	86865.0	119000.0	179779.0	593094.0	1568074.0	6071409.0
Lys_t8_r1_T1	14.0	57.0	277.0	979.0	2522.0	5676.0	16735.0	30048.0	56252.0	66306.0	66266.0	63329.0	59145.0	56202.0	58146.0	60828.0	71378.0	80490.0	115423.0	163297.0	550641.0	1628115.0	5712875.0
Lys_t8_r2_T1	20.0	45.0	302.0	866.0	2397.0	5691.0	16779.0	30197.0	55723.0	66590.0	68293.0	65388.0	61952.0	59569.0	60885.0	64521.0	74895.0	86938.0	119816.0	177489.0	572821.0	1540844.0	5911695.0
