Sample	Unique Reads	Duplicate Reads
BG11_control_t0_r1_T1	446624.0	7953858.0
BG11_control_t0_r2_T1	494246.0	8512129.0
BG11_control_t8_r1_T1	446047.0	6813380.0
BG11_control_t8_r2_T1	495533.0	8288503.0
Lys_t0_r1_T1	496211.0	8196320.0
Lys_t0_r2_T1	513296.0	8728549.0
Lys_t8_r1_T1	435592.0	8430401.0
Lys_t8_r2_T1	499693.0	8544954.0
