# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Synechocystis_v2_trimmed.saf" "-s" "0" "-o" "BG11_control_t0_r2_T1.featureCounts.txt" "BG11_control_t0_r2_T1.bam" 
Geneid	Chr	Start	End	Strand	Length	BG11_control_t0_r2_T1.bam
ssr1256|40	ssr1256|40	1	21	.	21	811
ssr1256|77	ssr1256|77	1	21	.	21	327
ssr1256|115	ssr1256|115	1	20	.	20	402
ssr1256|10	ssr1256|10	1	17	.	17	54
ssr1256|58	ssr1256|58	1	19	.	19	815
slr7060|49	slr7060|49	1	22	.	22	351
slr7060|102	slr7060|102	1	21	.	21	289
slr7060|27	slr7060|27	1	22	.	22	685
slr7060|90	slr7060|90	1	20	.	20	340
slr7060|117	slr7060|117	1	21	.	21	436
ssr1258|66	ssr1258|66	1	22	.	22	893
slr7041|139	slr7041|139	1	20	.	20	447
slr7041|127	slr7041|127	1	22	.	22	190
slr7041|70	slr7041|70	1	17	.	17	308
slr7041|21	slr7041|21	1	17	.	17	585
slr7041|10	slr7041|10	1	22	.	22	451
slr7024|271	slr7024|271	1	21	.	21	295
slr7024|83	slr7024|83	1	19	.	19	231
slr7024|253	slr7024|253	1	20	.	20	471
slr7024|69	slr7024|69	1	18	.	18	432
slr7024|213	slr7024|213	1	21	.	21	982
sll1543|19	sll1543|19	1	17	.	17	474
sll1543|168	sll1543|168	1	22	.	22	289
sll1543|52	sll1543|52	1	18	.	18	243
sll1543|76	sll1543|76	1	17	.	17	252
sll1543|208	sll1543|208	1	21	.	21	233
hlyB2|190	hlyB2|190	1	21	.	21	142
hlyB2|238	hlyB2|238	1	19	.	19	543
hlyB2|258	hlyB2|258	1	20	.	20	192
hlyB2|398	hlyB2|398	1	17	.	17	292
hlyB2|440	hlyB2|440	1	21	.	21	64
ssl0832|145	ssl0832|145	1	21	.	21	289
ssl0832|115	ssl0832|115	1	17	.	17	353
ssl0832|130	ssl0832|130	1	17	.	17	161
ssl0832|39	ssl0832|39	1	20	.	20	229
ssl0832|94	ssl0832|94	1	22	.	22	450
sll7055|164	sll7055|164	1	22	.	22	317
sll7055|267	sll7055|267	1	22	.	22	528
sll7055|151	sll7055|151	1	18	.	18	439
sll7055|14	sll7055|14	1	17	.	17	223
sll7055|197	sll7055|197	1	22	.	22	265
slr0598|110	slr0598|110	1	19	.	19	1081
slr0598|172	slr0598|172	1	21	.	21	692
slr0598|4	slr0598|4	1	20	.	20	436
slr0598|124	slr0598|124	1	20	.	20	57
slr0598|20	slr0598|20	1	21	.	21	462
ssr7079|16	ssr7079|16	1	18	.	18	730
ssr7079|31	ssr7079|31	1	17	.	17	457
ssr7079|66	ssr7079|66	1	19	.	19	226
truB|11	truB|11	1	20	.	20	377
truB|43	truB|43	1	18	.	18	318
truB|27	truB|27	1	22	.	22	601
truB|58	truB|58	1	18	.	18	496
truB|106	truB|106	1	19	.	19	638
slr0607|163	slr0607|163	1	18	.	18	243
slr0607|22	slr0607|22	1	20	.	20	383
slr0607|238	slr0607|238	1	21	.	21	271
slr0607|326	slr0607|326	1	19	.	19	140
slr0607|196	slr0607|196	1	17	.	17	708
slr0589|103	slr0589|103	1	18	.	18	302
slr0589|163	slr0589|163	1	22	.	22	256
slr0589|176	slr0589|176	1	20	.	20	483
slr0589|131	slr0589|131	1	20	.	20	440
slr0589|18	slr0589|18	1	20	.	20	230
slr0588|172	slr0588|172	1	20	.	20	211
slr0588|192	slr0588|192	1	21	.	21	151
slr0588|97	slr0588|97	1	20	.	20	952
slr0588|154	slr0588|154	1	17	.	17	630
slr0588|109	slr0588|109	1	20	.	20	218
slr0587|7	slr0587|7	1	18	.	18	221
slr0587|52	slr0587|52	1	20	.	20	381
slr0587|108	slr0587|108	1	21	.	21	759
slr0587|25	slr0587|25	1	19	.	19	965
slr0587|73	slr0587|73	1	22	.	22	761
slr0586|77	slr0586|77	1	22	.	22	464
slr0586|240	slr0586|240	1	18	.	18	189
slr0586|110	slr0586|110	1	22	.	22	455
slr0586|316	slr0586|316	1	19	.	19	319
slr0586|97	slr0586|97	1	18	.	18	650
recA|23	recA|23	1	17	.	17	527
recA|106	recA|106	1	17	.	17	421
recA|4	recA|4	1	18	.	18	408
recA|34	recA|34	1	19	.	19	331
recA|46	recA|46	1	17	.	17	219
sll1108|82	sll1108|82	1	20	.	20	179
sll1108|4	sll1108|4	1	21	.	21	864
sll1108|55	sll1108|55	1	20	.	20	1072
sll1108|17	sll1108|17	1	19	.	19	310
sll1108|70	sll1108|70	1	22	.	22	702
slr0460|417	slr0460|417	1	17	.	17	253
slr0748|136	slr0748|136	1	17	.	17	244
slr0748|16	slr0748|16	1	20	.	20	105
slr0748|70	slr0748|70	1	17	.	17	304
slr0748|52	slr0748|52	1	19	.	19	739
slr0748|32	slr0748|32	1	21	.	21	388
sll1109|103	sll1109|103	1	21	.	21	365
sll1109|141	sll1109|141	1	17	.	17	279
sll1109|33	sll1109|33	1	20	.	20	453
sll1109|78	sll1109|78	1	17	.	17	721
sll1109|152	sll1109|152	1	22	.	22	402
sll7044|76	sll7044|76	1	19	.	19	684
sll7044|52	sll7044|52	1	20	.	20	431
sll7044|124	sll7044|124	1	19	.	19	663
sll7044|99	sll7044|99	1	18	.	18	408
sll7044|147	sll7044|147	1	18	.	18	307
sll7047|8	sll7047|8	1	20	.	20	479
sll7047|123	sll7047|123	1	19	.	19	604
sll7047|46	sll7047|46	1	21	.	21	466
sll7047|62	sll7047|62	1	17	.	17	559
sll7047|27	sll7047|27	1	21	.	21	427
htpG|177	htpG|177	1	18	.	18	257
htpG|109	htpG|109	1	20	.	20	883
htpG|124	htpG|124	1	22	.	22	662
htpG|154	htpG|154	1	18	.	18	1176
htpG|220	htpG|220	1	20	.	20	94
slr7058|22	slr7058|22	1	19	.	19	503
slr7058|11	slr7058|11	1	17	.	17	418
slr7058|264	slr7058|264	1	21	.	21	431
slr7058|161	slr7058|161	1	20	.	20	942
slr7059|93	slr7059|93	1	19	.	19	271
slr7059|36	slr7059|36	1	19	.	19	104
slr7059|106	slr7059|106	1	20	.	20	588
slr7059|136	slr7059|136	1	20	.	20	293
slr7059|23	slr7059|23	1	19	.	19	429
chlL|118	chlL|118	1	18	.	18	332
chlL|186	chlL|186	1	17	.	17	421
chlL|170	chlL|170	1	20	.	20	418
chlL|21	chlL|21	1	19	.	19	521
chlL|66	chlL|66	1	21	.	21	451
chlN|19	chlN|19	1	18	.	18	267
chlN|187	chlN|187	1	18	.	18	1372
chlN|72	chlN|72	1	19	.	19	187
chlN|49	chlN|49	1	17	.	17	651
chlN|202	chlN|202	1	20	.	20	323
sll1476|21	sll1476|21	1	22	.	22	350
sll1476|75	sll1476|75	1	17	.	17	532
sll1476|42	sll1476|42	1	21	.	21	512
sll1476|136	sll1476|136	1	19	.	19	287
sll1477|95	sll1477|95	1	17	.	17	144
sll1477|129	sll1477|129	1	17	.	17	186
sll1477|58	sll1477|58	1	19	.	19	206
sll1477|40	sll1477|40	1	22	.	22	324
sll1477|78	sll1477|78	1	18	.	18	501
ssr7035|33	ssr7035|33	1	22	.	22	573
ssr7035|82	ssr7035|82	1	22	.	22	368
ssr7035|116	ssr7035|116	1	18	.	18	398
ssr7035|48	ssr7035|48	1	19	.	19	321
ssr7035|5	ssr7035|5	1	18	.	18	163
pgm|77	pgm|77	1	19	.	19	442
pgm|66	pgm|66	1	17	.	17	537
pgm|10	pgm|10	1	18	.	18	298
pgm|159	pgm|159	1	18	.	18	184
pgm|144	pgm|144	1	17	.	17	319
sll1472|25	sll1472|25	1	21	.	21	345
sll1472|13	sll1472|13	1	18	.	18	597
sll1472|68	sll1472|68	1	20	.	20	398
sll1472|194	sll1472|194	1	20	.	20	360
sll1472|37	sll1472|37	1	18	.	18	355
sll1473|193	sll1473|193	1	21	.	21	505
sll1473|148	sll1473|148	1	17	.	17	65
sll1473|119	sll1473|119	1	20	.	20	177
sll1473|46	sll1473|46	1	22	.	22	138
sll1473|77	sll1473|77	1	20	.	20	349
slr7057|378	slr7057|378	1	17	.	17	312
slr7057|286	slr7057|286	1	17	.	17	366
slr7057|31	slr7057|31	1	17	.	17	244
slr7057|164	slr7057|164	1	22	.	22	617
slr7057|344	slr7057|344	1	19	.	19	200
ppx|61	ppx|61	1	20	.	20	253
ppx|17	ppx|17	1	18	.	18	143
ppx|86	ppx|86	1	20	.	20	199
ppx|29	ppx|29	1	17	.	17	364
ppx|6	ppx|6	1	17	.	17	496
sll7069|35	sll7069|35	1	22	.	22	235
sll7069|121	sll7069|121	1	22	.	22	244
sll7069|96	sll7069|96	1	20	.	20	279
sll7069|46	sll7069|46	1	20	.	20	452
sll7069|19	sll7069|19	1	19	.	19	688
slr0455|190	slr0455|190	1	20	.	20	222
slr0455|223	slr0455|223	1	22	.	22	495
slr0455|241	slr0455|241	1	19	.	19	96
slr0455|85	slr0455|85	1	17	.	17	238
slr0455|131	slr0455|131	1	20	.	20	410
petC3|126	petC3|126	1	21	.	21	312
petC3|100	petC3|100	1	22	.	22	362
petC3|85	petC3|85	1	21	.	21	1523
petC3|70	petC3|70	1	17	.	17	552
petC3|22	petC3|22	1	20	.	20	692
slr0456|127	slr0456|127	1	20	.	20	425
slr0456|85	slr0456|85	1	20	.	20	278
slr0456|230	slr0456|230	1	19	.	19	455
slr0456|157	slr0456|157	1	20	.	20	150
slr0456|100	slr0456|100	1	20	.	20	603
degT|49	degT|49	1	20	.	20	214
degT|8	degT|8	1	21	.	21	330
degT|130	degT|130	1	21	.	21	408
degT|20	degT|20	1	17	.	17	310
degT|35	degT|35	1	17	.	17	133
slr0599|185	slr0599|185	1	21	.	21	227
slr0599|153	slr0599|153	1	21	.	21	727
slr0599|7	slr0599|7	1	17	.	17	868
slr0599|106	slr0599|106	1	21	.	21	359
slr0599|94	slr0599|94	1	21	.	21	399
sll7050|111	sll7050|111	1	21	.	21	325
sll7050|32	sll7050|32	1	22	.	22	172
sll7050|91	sll7050|91	1	22	.	22	158
sll7050|10	sll7050|10	1	19	.	19	282
sll7050|43	sll7050|43	1	17	.	17	127
slr0594|173	slr0594|173	1	21	.	21	377
slr0594|195	slr0594|195	1	20	.	20	366
slr0594|128	slr0594|128	1	20	.	20	568
slr0594|31	slr0594|31	1	17	.	17	257
slr0594|212	slr0594|212	1	17	.	17	600
slr0596|102	slr0596|102	1	17	.	17	137
slr0596|40	slr0596|40	1	17	.	17	282
slr0596|6	slr0596|6	1	19	.	19	376
slr0596|55	slr0596|55	1	22	.	22	161
slr0596|88	slr0596|88	1	18	.	18	76
slr0459|15	slr0459|15	1	17	.	17	115
slr0459|171	slr0459|171	1	18	.	18	531
slr0459|54	slr0459|54	1	20	.	20	196
slr0459|122	slr0459|122	1	20	.	20	638
slr0459|145	slr0459|145	1	21	.	21	843
slr0591|189	slr0591|189	1	19	.	19	369
slr0591|88	slr0591|88	1	22	.	22	482
slr0591|21	slr0591|21	1	17	.	17	349
slr0591|56	slr0591|56	1	22	.	22	960
slr0591|73	slr0591|73	1	21	.	21	212
slr0592|10	slr0592|10	1	20	.	20	346
slr0592|22	slr0592|22	1	17	.	17	325
slr0592|130	slr0592|130	1	22	.	22	293
slr0592|48	slr0592|48	1	22	.	22	89
slr0592|119	slr0592|119	1	20	.	20	354
slr0593|106	slr0593|106	1	20	.	20	455
slr0593|169	slr0593|169	1	18	.	18	381
slr0593|157	slr0593|157	1	17	.	17	327
slr0593|67	slr0593|67	1	17	.	17	549
slr0593|214	slr0593|214	1	17	.	17	560
slr0590|43	slr0590|43	1	17	.	17	306
slr0590|144	slr0590|144	1	22	.	22	191
slr0590|172	slr0590|172	1	22	.	22	843
slr0590|224	slr0590|224	1	18	.	18	449
slr0590|155	slr0590|155	1	20	.	20	1140
slr0610|143	slr0610|143	1	22	.	22	397
slr0610|118	slr0610|118	1	18	.	18	177
slr0610|270	slr0610|270	1	17	.	17	158
slr0610|241	slr0610|241	1	19	.	19	417
slr0610|158	slr0610|158	1	17	.	17	354
slr1186|130	slr1186|130	1	17	.	17	409
slr1186|13	slr1186|13	1	20	.	20	893
slr1186|112	slr1186|112	1	20	.	20	485
slr1186|95	slr1186|95	1	18	.	18	111
slr1186|52	slr1186|52	1	17	.	17	283
slr1187|40	slr1187|40	1	21	.	21	185
slr1187|13	slr1187|13	1	22	.	22	569
slr1187|28	slr1187|28	1	18	.	18	333
slr1187|76	slr1187|76	1	18	.	18	479
slr1187|92	slr1187|92	1	17	.	17	149
ssl7022|135	ssl7022|135	1	20	.	20	322
ssl7020|124	ssl7020|124	1	17	.	17	327
ssl7020|111	ssl7020|111	1	18	.	18	417
slr1183|235	slr1183|235	1	22	.	22	266
slr1183|421	slr1183|421	1	22	.	22	471
slr1183|280	slr1183|280	1	21	.	21	162
slr1183|193	slr1183|193	1	21	.	21	408
slr1183|539	slr1183|539	1	17	.	17	394
slr0756|121	slr0756|121	1	22	.	22	174
slr0756|138	slr0756|138	1	18	.	18	183
slr0756|243	slr0756|243	1	22	.	22	172
slr0756|33	slr0756|33	1	20	.	20	1068
slr0756|181	slr0756|181	1	20	.	20	183
slr0757|121	slr0757|121	1	20	.	20	198
slr0757|150	slr0757|150	1	17	.	17	252
slr0757|107	slr0757|107	1	21	.	21	270
slr0757|92	slr0757|92	1	19	.	19	57
slr0757|53	slr0757|53	1	21	.	21	294
ssr7040|8	ssr7040|8	1	22	.	22	104
ssr7040|195	ssr7040|195	1	17	.	17	1038
ssr7040|142	ssr7040|142	1	19	.	19	361
ssr7040|61	ssr7040|61	1	22	.	22	216
ssr7040|48	ssr7040|48	1	20	.	20	484
slr0755|187	slr0755|187	1	19	.	19	144
slr0755|138	slr0755|138	1	20	.	20	855
slr0755|337	slr0755|337	1	22	.	22	100
slr0755|21	slr0755|21	1	19	.	19	167
slr0755|421	slr0755|421	1	22	.	22	97
slr1189|204	slr1189|204	1	22	.	22	250
slr1189|217	slr1189|217	1	17	.	17	551
slr1189|29	slr1189|29	1	17	.	17	986
slr1189|60	slr1189|60	1	20	.	20	374
slr1189|118	slr1189|118	1	18	.	18	517
sll0451|201	sll0451|201	1	18	.	18	555
sll0451|160	sll0451|160	1	20	.	20	454
sll0451|146	sll0451|146	1	18	.	18	83
sll0451|68	sll0451|68	1	19	.	19	839
sll0451|215	sll0451|215	1	17	.	17	465
slr0751|124	slr0751|124	1	18	.	18	210
slr0751|135	slr0751|135	1	18	.	18	708
slr0751|71	slr0751|71	1	20	.	20	246
slr0751|86	slr0751|86	1	17	.	17	508
slr0751|60	slr0751|60	1	19	.	19	368
slr0758|111	slr0758|111	1	22	.	22	188
slr0758|9	slr0758|9	1	22	.	22	406
slr0758|32	slr0758|32	1	19	.	19	448
slr0758|127	slr0758|127	1	20	.	20	478
slr0758|142	slr0758|142	1	18	.	18	995
rfbA2|181	rfbA2|181	1	19	.	19	980
rfbA2|34	rfbA2|34	1	19	.	19	664
rfbA2|83	rfbA2|83	1	17	.	17	734
rfbA2|15	rfbA2|15	1	19	.	19	465
rfbA2|205	rfbA2|205	1	18	.	18	644
ssl7021|127	ssl7021|127	1	18	.	18	269
sll1482|10	sll1482|10	1	17	.	17	562
sll1482|137	sll1482|137	1	21	.	21	413
sll1482|23	sll1482|23	1	21	.	21	424
sll1482|118	sll1482|118	1	17	.	17	289
sll1482|181	sll1482|181	1	17	.	17	278
ssr7017|238	ssr7017|238	1	22	.	22	338
ssr7017|249	ssr7017|249	1	18	.	18	571
ssr7017|26	ssr7017|26	1	20	.	20	146
im30_2|46	im30_2|46	1	21	.	21	368
im30_2|72	im30_2|72	1	18	.	18	320
im30_2|83	im30_2|83	1	21	.	21	272
im30_2|232	im30_2|232	1	17	.	17	186
im30_2|202	im30_2|202	1	18	.	18	260
sll7009|139	sll7009|139	1	21	.	21	501
sll7009|123	sll7009|123	1	18	.	18	495
sll7009|49	sll7009|49	1	21	.	21	479
sll7009|19	sll7009|19	1	22	.	22	243
sll7009|31	sll7009|31	1	18	.	18	240
sll0563|75	sll0563|75	1	19	.	19	289
sll0563|126	sll0563|126	1	17	.	17	309
sll0563|162	sll0563|162	1	22	.	22	716
sll0563|7	sll0563|7	1	17	.	17	260
sll0563|204	sll0563|204	1	22	.	22	456
sll7027|64	sll7027|64	1	18	.	18	488
sll7027|33	sll7027|33	1	18	.	18	142
sll7027|112	sll7027|112	1	17	.	17	480
sll7027|46	sll7027|46	1	21	.	21	358
sll7027|18	sll7027|18	1	19	.	19	677
slr0609|43	slr0609|43	1	19	.	19	236
slr0609|14	slr0609|14	1	22	.	22	445
slr0609|63	slr0609|63	1	17	.	17	993
slr0609|348	slr0609|348	1	20	.	20	331
slr0609|205	slr0609|205	1	17	.	17	334
sll0565|173	sll0565|173	1	17	.	17	536
sll0565|21	sll0565|21	1	18	.	18	541
sll0565|140	sll0565|140	1	20	.	20	292
sll0565|115	sll0565|115	1	18	.	18	412
sll0565|184	sll0565|184	1	21	.	21	343
sll0564|37	sll0564|37	1	20	.	20	487
sll0564|58	sll0564|58	1	21	.	21	590
sll0564|101	sll0564|101	1	22	.	22	379
sll0564|73	sll0564|73	1	22	.	22	90
sll0564|85	sll0564|85	1	17	.	17	156
slr0605|103	slr0605|103	1	22	.	22	714
slr0605|123	slr0605|123	1	19	.	19	400
slr0605|32	slr0605|32	1	17	.	17	362
slr0605|82	slr0605|82	1	20	.	20	372
slr0605|62	slr0605|62	1	21	.	21	550
slr0606|53	slr0606|53	1	19	.	19	310
slr0606|83	slr0606|83	1	21	.	21	336
slr0606|114	slr0606|114	1	22	.	22	620
slr0606|64	slr0606|64	1	19	.	19	208
slr0606|8	slr0606|8	1	17	.	17	463
slr0449|94	slr0449|94	1	18	.	18	883
slr0449|201	slr0449|201	1	17	.	17	787
slr0449|12	slr0449|12	1	20	.	20	713
slr0449|285	slr0449|285	1	19	.	19	537
slr0449|167	slr0449|167	1	19	.	19	552
slr0600|85	slr0600|85	1	17	.	17	484
slr0600|146	slr0600|146	1	20	.	20	589
slr0600|103	slr0600|103	1	18	.	18	430
slr0600|28	slr0600|28	1	22	.	22	646
slr0600|10	slr0600|10	1	20	.	20	217
slr0601|15	slr0601|15	1	17	.	17	995
slr0601|76	slr0601|76	1	20	.	20	528
slr0601|65	slr0601|65	1	19	.	19	157
slr0601|106	slr0601|106	1	20	.	20	643
slr0601|4	slr0601|4	1	17	.	17	347
slr0602|43	slr0602|43	1	19	.	19	299
slr0602|31	slr0602|31	1	20	.	20	644
slr0602|7	slr0602|7	1	19	.	19	131
slr0602|100	slr0602|100	1	18	.	18	286
slr0602|19	slr0602|19	1	22	.	22	530
slr7082|201	slr7082|201	1	20	.	20	337
slr7082|14	slr7082|14	1	20	.	20	779
slr7082|107	slr7082|107	1	20	.	20	691
slr7082|92	slr7082|92	1	17	.	17	245
slr7082|138	slr7082|138	1	22	.	22	740
ssl7053|31	ssl7053|31	1	21	.	21	796
ssl7053|19	ssl7053|19	1	22	.	22	1044
ssl7053|50	ssl7053|50	1	21	.	21	752
ssl7053|94	ssl7053|94	1	20	.	20	427
ssl7053|63	ssl7053|63	1	20	.	20	369
sll1107|103	sll1107|103	1	21	.	21	541
sll1107|119	sll1107|119	1	18	.	18	335
sll1107|184	sll1107|184	1	18	.	18	488
sll1107|158	sll1107|158	1	22	.	22	643
sll1107|270	sll1107|270	1	17	.	17	371
ssl7051|17	ssl7051|17	1	21	.	21	137
ssl7051|76	ssl7051|76	1	20	.	20	357
ssl7051|59	ssl7051|59	1	18	.	18	1131
ssl7051|125	ssl7051|125	1	17	.	17	521
ssl7051|184	ssl7051|184	1	22	.	22	491
sll0448|84	sll0448|84	1	18	.	18	196
sll0448|333	sll0448|333	1	17	.	17	305
sll0448|175	sll0448|175	1	21	.	21	299
sll0448|322	sll0448|322	1	19	.	19	296
sll0448|346	sll0448|346	1	18	.	18	662
sll0449|441	sll0449|441	1	20	.	20	504
sll0449|222	sll0449|222	1	18	.	18	433
sll0449|210	sll0449|210	1	22	.	22	507
sll0449|472	sll0449|472	1	22	.	22	278
sll0449|258	sll0449|258	1	20	.	20	117
sll0444|22	sll0444|22	1	22	.	22	517
sll0444|152	sll0444|152	1	22	.	22	309
sll0444|72	sll0444|72	1	17	.	17	263
sll0444|99	sll0444|99	1	18	.	18	210
sll0444|112	sll0444|112	1	19	.	19	202
sll0445|130	sll0445|130	1	18	.	18	238
sll0445|200	sll0445|200	1	21	.	21	236
sll0445|255	sll0445|255	1	22	.	22	185
sll0445|167	sll0445|167	1	21	.	21	224
sll0445|68	sll0445|68	1	19	.	19	393
sll0446|95	sll0446|95	1	19	.	19	427
sll0446|73	sll0446|73	1	17	.	17	152
sll0446|57	sll0446|57	1	20	.	20	623
sll0446|130	sll0446|130	1	22	.	22	178
sll0446|8	sll0446|8	1	19	.	19	359
sll0447|347	sll0447|347	1	22	.	22	704
sll0447|301	sll0447|301	1	20	.	20	357
sll0447|495	sll0447|495	1	17	.	17	137
sll0447|633	sll0447|633	1	20	.	20	521
lepA|67	lepA|67	1	22	.	22	773
lepA|37	lepA|37	1	22	.	22	286
lepA|56	lepA|56	1	20	.	20	702
lepA|20	lepA|20	1	18	.	18	340
lepA|4	lepA|4	1	17	.	17	622
sll0441|73	sll0441|73	1	22	.	22	899
sll0441|255	sll0441|255	1	19	.	19	592
sll0441|663	sll0441|663	1	19	.	19	186
sll0441|761	sll0441|761	1	20	.	20	204
sll0441|301	sll0441|301	1	20	.	20	233
sll0442|316	sll0442|316	1	17	.	17	205
sll0442|201	sll0442|201	1	19	.	19	437
sll0442|171	sll0442|171	1	20	.	20	878
sll0442|292	sll0442|292	1	19	.	19	256
sll0442|248	sll0442|248	1	22	.	22	79
sll0443|43	sll0443|43	1	22	.	22	518
sll0443|166	sll0443|166	1	18	.	18	463
sll0443|140	sll0443|140	1	17	.	17	590
sll0443|86	sll0443|86	1	21	.	21	235
sll0443|198	sll0443|198	1	21	.	21	395
sll1550|148	sll1550|148	1	21	.	21	555
sll1550|202	sll1550|202	1	20	.	20	300
sll1550|172	sll1550|172	1	22	.	22	723
sll1550|292	sll1550|292	1	18	.	18	284
sll1550|88	sll1550|88	1	22	.	22	742
sll1552|9	sll1552|9	1	22	.	22	372
sll1552|301	sll1552|301	1	19	.	19	259
sll1552|138	sll1552|138	1	17	.	17	1122
sll1552|216	sll1552|216	1	17	.	17	559
sll1552|59	sll1552|59	1	22	.	22	862
sll0576|50	sll0576|50	1	22	.	22	450
sll0576|208	sll0576|208	1	22	.	22	573
sll0576|22	sll0576|22	1	18	.	18	596
sll0576|173	sll0576|173	1	17	.	17	171
sll0576|110	sll0576|110	1	19	.	19	284
slr0458|52	slr0458|52	1	20	.	20	37
slr0458|68	slr0458|68	1	21	.	21	334
slr0458|111	slr0458|111	1	18	.	18	218
slr0458|133	slr0458|133	1	18	.	18	532
slr0458|29	slr0458|29	1	20	.	20	305
rfbB4|240	rfbB4|240	1	17	.	17	340
rfbB4|205	rfbB4|205	1	19	.	19	927
rfbB4|61	rfbB4|61	1	20	.	20	573
rfbB4|187	rfbB4|187	1	20	.	20	399
rfbB4|114	rfbB4|114	1	17	.	17	272
cpcG2|9	cpcG2|9	1	20	.	20	288
cpcG2|94	cpcG2|94	1	17	.	17	408
cpcG2|52	cpcG2|52	1	22	.	22	275
cpcG2|27	cpcG2|27	1	22	.	22	797
cpcG2|106	cpcG2|106	1	18	.	18	246
slr1571|22	slr1571|22	1	18	.	18	542
slr1571|127	slr1571|127	1	17	.	17	175
slr1571|76	slr1571|76	1	20	.	20	397
slr1571|40	slr1571|40	1	20	.	20	424
slr1571|97	slr1571|97	1	20	.	20	749
slr1583|70	slr1583|70	1	18	.	18	354
slr1583|136	slr1583|136	1	21	.	21	406
slr1583|16	slr1583|16	1	18	.	18	397
slr1583|202	slr1583|202	1	20	.	20	372
slr1583|112	slr1583|112	1	20	.	20	832
psbA1|113	psbA1|113	1	22	.	22	294
psbA1|195	psbA1|195	1	22	.	22	355
psbA1|35	psbA1|35	1	19	.	19	569
psbA1|80	psbA1|80	1	20	.	20	1074
psbA1|168	psbA1|168	1	22	.	22	448
sll7003|236	sll7003|236	1	20	.	20	264
sll7003|67	sll7003|67	1	18	.	18	695
sll7003|187	sll7003|187	1	22	.	22	75
sll7003|31	sll7003|31	1	19	.	19	549
sll7003|127	sll7003|127	1	20	.	20	873
ama2|83	ama2|83	1	21	.	21	67
ama2|47	ama2|47	1	18	.	18	205
ama2|70	ama2|70	1	22	.	22	405
ama2|119	ama2|119	1	22	.	22	1477
ama2|95	ama2|95	1	22	.	22	311
purK|72	purK|72	1	20	.	20	350
purK|49	purK|49	1	21	.	21	878
purK|103	purK|103	1	20	.	20	341
purK|61	purK|61	1	22	.	22	310
purK|16	purK|16	1	19	.	19	290
slr1584|65	slr1584|65	1	20	.	20	151
slr1584|76	slr1584|76	1	22	.	22	233
slr1584|43	slr1584|43	1	21	.	21	125
slr1584|88	slr1584|88	1	17	.	17	612
slr1584|30	slr1584|30	1	22	.	22	427
purH|74	purH|74	1	22	.	22	447
purH|31	purH|31	1	22	.	22	378
purH|110	purH|110	1	21	.	21	302
purH|130	purH|130	1	18	.	18	238
purH|44	purH|44	1	20	.	20	474
leuC|70	leuC|70	1	22	.	22	180
leuC|92	leuC|92	1	20	.	20	266
leuC|121	leuC|121	1	17	.	17	310
leuC|109	leuC|109	1	17	.	17	490
leuC|162	leuC|162	1	21	.	21	544
sll7030|287	sll7030|287	1	22	.	22	765
sll7030|255	sll7030|255	1	22	.	22	304
sll7030|237	sll7030|237	1	22	.	22	1057
sll7030|217	sll7030|217	1	22	.	22	364
sll7030|86	sll7030|86	1	19	.	19	46
slr1570|17	slr1570|17	1	18	.	18	209
slr1570|77	slr1570|77	1	22	.	22	590
slr1570|54	slr1570|54	1	21	.	21	1603
slr1570|193	slr1570|193	1	17	.	17	491
slr1570|204	slr1570|204	1	19	.	19	379
slr1573|136	slr1573|136	1	21	.	21	109
slr1573|148	slr1573|148	1	21	.	21	327
slr1573|97	slr1573|97	1	21	.	21	72
slr1573|48	slr1573|48	1	20	.	20	790
slr1573|111	slr1573|111	1	17	.	17	258
slr1572|82	slr1572|82	1	18	.	18	825
slr1572|97	slr1572|97	1	19	.	19	507
slr1572|17	slr1572|17	1	20	.	20	111
slr1572|125	slr1572|125	1	18	.	18	272
slr1572|159	slr1572|159	1	19	.	19	1152
sll7034|25	sll7034|25	1	21	.	21	189
sll7034|105	sll7034|105	1	21	.	21	438
sll7034|36	sll7034|36	1	21	.	21	122
sll7034|82	sll7034|82	1	19	.	19	210
sll7034|119	sll7034|119	1	18	.	18	997
sll1486|66	sll1486|66	1	21	.	21	295
sll1486|23	sll1486|23	1	22	.	22	268
sll1486|6	sll1486|6	1	19	.	19	288
sll1486|158	sll1486|158	1	22	.	22	458
sll1486|53	sll1486|53	1	21	.	21	585
sll1485|59	sll1485|59	1	20	.	20	192
sll1485|88	sll1485|88	1	21	.	21	358
sll1485|27	sll1485|27	1	17	.	17	233
sll1485|7	sll1485|7	1	19	.	19	329
sll1485|40	sll1485|40	1	22	.	22	161
sll0577|152	sll0577|152	1	18	.	18	529
sll0577|76	sll0577|76	1	20	.	20	297
sll0577|40	sll0577|40	1	19	.	19	286
sll0577|91	sll0577|91	1	17	.	17	132
sll0577|22	sll0577|22	1	17	.	17	327
slr1579|76	slr1579|76	1	18	.	18	905
slr1579|109	slr1579|109	1	18	.	18	436
slr1579|61	slr1579|61	1	22	.	22	300
slr1579|89	slr1579|89	1	21	.	21	540
slr1579|132	slr1579|132	1	22	.	22	867
eno|58	eno|58	1	17	.	17	408
eno|14	eno|14	1	19	.	19	323
eno|106	eno|106	1	21	.	21	256
eno|69	eno|69	1	19	.	19	762
eno|118	eno|118	1	17	.	17	491
