# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Synechocystis_v2_trimmed.saf" "-s" "0" "-o" "Lys_t8_r2_T1.featureCounts.txt" "Lys_t8_r2_T1.bam" 
Geneid	Chr	Start	End	Strand	Length	Lys_t8_r2_T1.bam
mutT|117	mutT|117	1	19	.	19	1220
mutT|9	mutT|9	1	22	.	22	253
mutT|53	mutT|53	1	22	.	22	696
mutT|135	mutT|135	1	20	.	20	567
mutT|77	mutT|77	1	21	.	21	134
rhnB|69	rhnB|69	1	22	.	22	748
rhnB|143	rhnB|143	1	18	.	18	262
rhnB|42	rhnB|42	1	21	.	21	475
rhnB|129	rhnB|129	1	17	.	17	443
rhnB|86	rhnB|86	1	19	.	19	361
adk|112	adk|112	1	21	.	21	489
adk|124	adk|124	1	19	.	19	180
adk|43	adk|43	1	17	.	17	427
adk|56	adk|56	1	21	.	21	339
adk|23	adk|23	1	20	.	20	543
sll1033|70	sll1033|70	1	19	.	19	120
sll1033|84	sll1033|84	1	21	.	21	174
sll1033|33	sll1033|33	1	22	.	22	192
sll1033|14	sll1033|14	1	17	.	17	362
sll1033|53	sll1033|53	1	17	.	17	472
sll1681|6	sll1681|6	1	20	.	20	168
sll1681|118	sll1681|118	1	20	.	20	708
sll1681|98	sll1681|98	1	17	.	17	304
sll1681|167	sll1681|167	1	17	.	17	203
sll1681|144	sll1681|144	1	18	.	18	223
ndhB|77	ndhB|77	1	17	.	17	71
ndhB|132	ndhB|132	1	22	.	22	76
ndhB|121	ndhB|121	1	17	.	17	473
ndhB|148	ndhB|148	1	19	.	19	102
ndhB|51	ndhB|51	1	19	.	19	85
sll1682|83	sll1682|83	1	20	.	20	751
sll1682|55	sll1682|55	1	17	.	17	483
sll1682|32	sll1682|32	1	21	.	21	302
sll1682|134	sll1682|134	1	21	.	21	435
sll1682|115	sll1682|115	1	18	.	18	553
sll1686|64	sll1686|64	1	22	.	22	316
sll1686|165	sll1686|165	1	17	.	17	278
sll1686|193	sll1686|193	1	20	.	20	232
sll1686|180	sll1686|180	1	21	.	21	656
sll1686|214	sll1686|214	1	21	.	21	470
sll1037|58	sll1037|58	1	22	.	22	977
sll1037|73	sll1037|73	1	19	.	19	961
sll1037|21	sll1037|21	1	21	.	21	365
sll1037|94	sll1037|94	1	19	.	19	479
sll1037|46	sll1037|46	1	17	.	17	217
rne|232	rne|232	1	20	.	20	365
rne|194	rne|194	1	17	.	17	503
rne|138	rne|138	1	17	.	17	324
rne|206	rne|206	1	20	.	20	659
rne|82	rne|82	1	17	.	17	593
slr0730|17	slr0730|17	1	18	.	18	43
slr0730|34	slr0730|34	1	20	.	20	610
slr0730|60	slr0730|60	1	19	.	19	255
slr0730|4	slr0730|4	1	19	.	19	198
slr0730|45	slr0730|45	1	21	.	21	500
atpI|167	atpI|167	1	20	.	20	74
atpI|11	atpI|11	1	18	.	18	43
atpI|232	atpI|232	1	18	.	18	77
atpI|41	atpI|41	1	17	.	17	42
atpI|52	atpI|52	1	21	.	21	35
atpH|68	atpH|68	1	20	.	20	93
atpH|34	atpH|34	1	22	.	22	62
atpH|91	atpH|91	1	19	.	19	101
atpH|103	atpH|103	1	22	.	22	262
atpH|10	atpH|10	1	19	.	19	64
atpC|124	atpC|124	1	22	.	22	172
atpC|3	atpC|3	1	17	.	17	35
atpC|85	atpC|85	1	21	.	21	48
atpC|26	atpC|26	1	17	.	17	55
atpC|103	atpC|103	1	22	.	22	160
hypD|73	hypD|73	1	19	.	19	728
hypD|61	hypD|61	1	21	.	21	393
hypD|40	hypD|40	1	18	.	18	397
hypD|112	hypD|112	1	20	.	20	278
hypD|28	hypD|28	1	19	.	19	227
atpA|98	atpA|98	1	18	.	18	569
atpA|178	atpA|178	1	20	.	20	81
atpA|55	atpA|55	1	20	.	20	25
atpA|71	atpA|71	1	19	.	19	116
atpA|41	atpA|41	1	18	.	18	29
atpG|175	atpG|175	1	20	.	20	101
atpG|127	atpG|127	1	17	.	17	92
atpG|16	atpG|16	1	19	.	19	66
atpG|142	atpG|142	1	22	.	22	76
atpG|157	atpG|157	1	17	.	17	288
atpF|85	atpF|85	1	19	.	19	90
atpF|10	atpF|10	1	17	.	17	179
atpF|142	atpF|142	1	19	.	19	63
atpF|28	atpF|28	1	22	.	22	205
atpF|167	atpF|167	1	20	.	20	44
atpD|135	atpD|135	1	18	.	18	166
atpD|118	atpD|118	1	20	.	20	63
atpD|190	atpD|190	1	18	.	18	54
atpD|36	atpD|36	1	22	.	22	93
atpD|161	atpD|161	1	20	.	20	239
glmS|28	glmS|28	1	20	.	20	74
glmS|47	glmS|47	1	21	.	21	85
glmS|91	glmS|91	1	17	.	17	139
glmS|112	glmS|112	1	21	.	21	51
glmS|226	glmS|226	1	18	.	18	314
ssr2972|58	ssr2972|58	1	19	.	19	121
ssr2972|127	ssr2972|127	1	21	.	21	112
ssr2972|90	ssr2972|90	1	17	.	17	455
ssr2972|103	ssr2972|103	1	18	.	18	664
ssr2972|47	ssr2972|47	1	19	.	19	564
slr1501|79	slr1501|79	1	20	.	20	430
slr1501|34	slr1501|34	1	21	.	21	322
slr1501|10	slr1501|10	1	18	.	18	188
slr1501|48	slr1501|48	1	21	.	21	379
slr1501|22	slr1501|22	1	22	.	22	305
slr1774|226	slr1774|226	1	21	.	21	334
slr1774|91	slr1774|91	1	17	.	17	419
slr1774|147	slr1774|147	1	22	.	22	561
slr1774|107	slr1774|107	1	17	.	17	191
slr1774|160	slr1774|160	1	18	.	18	266
slr1773|227	slr1773|227	1	17	.	17	264
slr1773|93	slr1773|93	1	18	.	18	403
slr1773|78	slr1773|78	1	18	.	18	276
slr1773|65	slr1773|65	1	22	.	22	536
slr1773|54	slr1773|54	1	22	.	22	171
slr1772|133	slr1772|133	1	17	.	17	223
slr1772|151	slr1772|151	1	17	.	17	174
slr1772|16	slr1772|16	1	17	.	17	793
slr1772|222	slr1772|222	1	20	.	20	450
slr1772|48	slr1772|48	1	17	.	17	402
trx|126	trx|126	1	19	.	19	540
trx|80	trx|80	1	20	.	20	41
trx|45	trx|45	1	22	.	22	299
trx|102	trx|102	1	19	.	19	136
trx|31	trx|31	1	22	.	22	143
ssl2009|103	ssl2009|103	1	19	.	19	133
ssl2009|233	ssl2009|233	1	21	.	21	210
ssl2009|83	ssl2009|83	1	20	.	20	404
fhuA|187	fhuA|187	1	20	.	20	726
fhuA|127	fhuA|127	1	17	.	17	272
fhuA|103	fhuA|103	1	20	.	20	724
fhuA|28	fhuA|28	1	21	.	21	820
fhuA|157	fhuA|157	1	21	.	21	219
slr1776|112	slr1776|112	1	22	.	22	429
slr1776|48	slr1776|48	1	19	.	19	288
slr1776|100	slr1776|100	1	18	.	18	436
slr1776|141	slr1776|141	1	22	.	22	417
slr1776|85	slr1776|85	1	18	.	18	322
upp|215	upp|215	1	21	.	21	336
upp|196	upp|196	1	17	.	17	237
upp|27	upp|27	1	20	.	20	83
upp|130	upp|130	1	21	.	21	397
upp|156	upp|156	1	17	.	17	315
slr1415|37	slr1415|37	1	22	.	22	574
slr1415|70	slr1415|70	1	20	.	20	512
slr1415|105	slr1415|105	1	19	.	19	166
slr1415|12	slr1415|12	1	18	.	18	530
slr1415|119	slr1415|119	1	21	.	21	425
dapB|79	dapB|79	1	21	.	21	50
dapB|56	dapB|56	1	20	.	20	61
dapB|123	dapB|123	1	17	.	17	269
dapB|180	dapB|180	1	21	.	21	457
dapB|21	dapB|21	1	18	.	18	139
pchR|16	pchR|16	1	19	.	19	275
pchR|49	pchR|49	1	22	.	22	158
pchR|4	pchR|4	1	20	.	20	255
pchR|70	pchR|70	1	19	.	19	221
pchR|29	pchR|29	1	19	.	19	128
psb13|148	psb13|148	1	20	.	20	195
psb13|136	psb13|136	1	17	.	17	192
psb13|19	psb13|19	1	17	.	17	630
psb13|37	psb13|37	1	17	.	17	474
psb13|56	psb13|56	1	19	.	19	199
fus|114	fus|114	1	22	.	22	271
fus|25	fus|25	1	20	.	20	261
fus|9	fus|9	1	19	.	19	212
fus|55	fus|55	1	18	.	18	212
fus|167	fus|167	1	21	.	21	724
llaI_2|982	llaI_2|982	1	19	.	19	255
llaI_2|444	llaI_2|444	1	17	.	17	393
llaI_2|1259	llaI_2|1259	1	20	.	20	315
llaI_2|327	llaI_2|327	1	22	.	22	242
ssl0410|214	ssl0410|214	1	19	.	19	147
ssl0410|19	ssl0410|19	1	20	.	20	129
ssl0410|115	ssl0410|115	1	22	.	22	688
ssl0410|52	ssl0410|52	1	20	.	20	17
sll0230|38	sll0230|38	1	22	.	22	271
sll0230|127	sll0230|127	1	22	.	22	298
sll0230|148	sll0230|148	1	18	.	18	525
sll0230|90	sll0230|90	1	17	.	17	645
sll0230|109	sll0230|109	1	21	.	21	295
msrA2|80	msrA2|80	1	22	.	22	481
msrA2|62	msrA2|62	1	17	.	17	325
msrA2|190	msrA2|190	1	20	.	20	647
msrA2|16	msrA2|16	1	18	.	18	134
msrA2|151	msrA2|151	1	19	.	19	147
psaK|112	psaK|112	1	22	.	22	768
psaK|34	psaK|34	1	22	.	22	318
psaK|136	psaK|136	1	18	.	18	283
psaK|50	psaK|50	1	20	.	20	215
psaK|22	psaK|22	1	21	.	21	346
psaD|64	psaD|64	1	20	.	20	93
psaD|126	psaD|126	1	17	.	17	258
psaD|97	psaD|97	1	18	.	18	96
psaD|21	psaD|21	1	21	.	21	34
psaD|85	psaD|85	1	19	.	19	208
aroK|41	aroK|41	1	21	.	21	88
aroK|259	aroK|259	1	20	.	20	330
aroK|238	aroK|238	1	18	.	18	238
aroK|87	aroK|87	1	19	.	19	287
aroK|76	aroK|76	1	17	.	17	89
rffM|11	rffM|11	1	20	.	20	246
rffM|58	rffM|58	1	17	.	17	380
rffM|190	rffM|190	1	20	.	20	416
rffM|122	rffM|122	1	18	.	18	348
rffM|97	rffM|97	1	19	.	19	249
sll1036|42	sll1036|42	1	21	.	21	342
sll1036|54	sll1036|54	1	20	.	20	937
sll1036|202	sll1036|202	1	19	.	19	254
sll1036|136	sll1036|136	1	17	.	17	935
sll1036|170	sll1036|170	1	19	.	19	580
ssl0426|241	ssl0426|241	1	20	.	20	318
ssl0426|256	ssl0426|256	1	17	.	17	269
ssl0426|148	ssl0426|148	1	17	.	17	164
fecD|29	fecD|29	1	17	.	17	582
fecD|76	fecD|76	1	22	.	22	184
fecD|45	fecD|45	1	22	.	22	329
fecD|59	fecD|59	1	19	.	19	500
fecD|7	fecD|7	1	19	.	19	723
fecE|65	fecE|65	1	17	.	17	329
fecE|47	fecE|47	1	19	.	19	332
fecE|25	fecE|25	1	22	.	22	748
fecE|98	fecE|98	1	17	.	17	931
fecE|13	fecE|13	1	18	.	18	288
fecB|91	fecB|91	1	21	.	21	492
fecB|74	fecB|74	1	18	.	18	381
fecB|106	fecB|106	1	22	.	22	364
fecB|13	fecB|13	1	21	.	21	245
fecB|24	fecB|24	1	20	.	20	192
fecC|147	fecC|147	1	18	.	18	710
fecC|3	fecC|3	1	20	.	20	139
fecC|54	fecC|54	1	18	.	18	244
fecC|67	fecC|67	1	19	.	19	177
fecC|115	fecC|115	1	19	.	19	19
phb|12	phb|12	1	20	.	20	546
phb|112	phb|112	1	21	.	21	347
phb|101	phb|101	1	18	.	18	301
phb|55	phb|55	1	20	.	20	493
phb|139	phb|139	1	18	.	18	309
ssl2733|51	ssl2733|51	1	19	.	19	500
ssl2733|30	ssl2733|30	1	20	.	20	142
ssl2733|187	ssl2733|187	1	18	.	18	882
folK|27	folK|27	1	17	.	17	89
folK|38	folK|38	1	18	.	18	97
folK|106	folK|106	1	22	.	22	430
folK|75	folK|75	1	18	.	18	335
folK|6	folK|6	1	17	.	17	580
sll1039|173	sll1039|173	1	20	.	20	314
sll1039|78	sll1039|78	1	20	.	20	369
sll1039|157	sll1039|157	1	17	.	17	418
sll1039|43	sll1039|43	1	19	.	19	560
sll1039|143	sll1039|143	1	17	.	17	338
cysM|53	cysM|53	1	17	.	17	500
cysM|28	cysM|28	1	18	.	18	274
cysM|40	cysM|40	1	22	.	22	739
cysM|134	cysM|134	1	22	.	22	590
cysM|113	cysM|113	1	18	.	18	358
ccmK2|28	ccmK2|28	1	21	.	21	343
ccmK2|39	ccmK2|39	1	18	.	18	476
ccmK2|151	ccmK2|151	1	22	.	22	423
ccmK2|76	ccmK2|76	1	20	.	20	283
ccmK2|172	ccmK2|172	1	19	.	19	689
sll0228|55	sll0228|55	1	21	.	21	1025
sll0228|93	sll0228|93	1	20	.	20	158
sll0228|118	sll0228|118	1	18	.	18	253
sll0228|22	sll0228|22	1	17	.	17	173
sll0228|9	sll0228|9	1	21	.	21	257
cysH|152	cysH|152	1	20	.	20	214
cysH|61	cysH|61	1	19	.	19	122
cysH|79	cysH|79	1	22	.	22	495
cysH|94	cysH|94	1	21	.	21	1656
cysH|30	cysH|30	1	20	.	20	82
sll0224|112	sll0224|112	1	21	.	21	268
sll0224|83	sll0224|83	1	19	.	19	261
sll0224|13	sll0224|13	1	17	.	17	354
sll0224|135	sll0224|135	1	22	.	22	472
sll0224|57	sll0224|57	1	22	.	22	593
sll0225|138	sll0225|138	1	19	.	19	241
sll0225|182	sll0225|182	1	18	.	18	537
sll0225|274	sll0225|274	1	21	.	21	325
sll0225|231	sll0225|231	1	17	.	17	264
sll0225|193	sll0225|193	1	19	.	19	74
slr1780|232	slr1780|232	1	20	.	20	474
slr1780|28	slr1780|28	1	17	.	17	311
slr1780|135	slr1780|135	1	22	.	22	90
slr1780|212	slr1780|212	1	20	.	20	170
slr1780|244	slr1780|244	1	20	.	20	182
ccmM|79	ccmM|79	1	21	.	21	340
ccmM|108	ccmM|108	1	22	.	22	220
ccmM|67	ccmM|67	1	22	.	22	242
ccmM|119	ccmM|119	1	22	.	22	228
ccmM|13	ccmM|13	1	22	.	22	741
slr1488|151	slr1488|151	1	18	.	18	237
slr1488|5	slr1488|5	1	19	.	19	662
slr1488|51	slr1488|51	1	22	.	22	254
slr1488|211	slr1488|211	1	17	.	17	136
slr1488|104	slr1488|104	1	20	.	20	354
ccmN|214	ccmN|214	1	19	.	19	424
ccmN|9	ccmN|9	1	22	.	22	613
ccmN|237	ccmN|237	1	20	.	20	350
ccmN|172	ccmN|172	1	17	.	17	469
ccmN|127	ccmN|127	1	21	.	21	1406
cad|27	cad|27	1	22	.	22	257
cad|50	cad|50	1	20	.	20	456
cad|138	cad|138	1	17	.	17	200
cad|89	cad|89	1	18	.	18	447
cad|8	cad|8	1	19	.	19	333
ccmK|119	ccmK|119	1	20	.	20	610
ccmK|28	ccmK|28	1	20	.	20	100
ccmK|39	ccmK|39	1	20	.	20	627
ccmK|55	ccmK|55	1	21	.	21	286
ccmK|76	ccmK|76	1	17	.	17	672
slr0722|138	slr0722|138	1	20	.	20	396
slr0722|7	slr0722|7	1	18	.	18	1007
slr0722|65	slr0722|65	1	17	.	17	249
slr0722|104	slr0722|104	1	19	.	19	78
slr0722|88	slr0722|88	1	22	.	22	351
hhoA|23	hhoA|23	1	22	.	22	515
hhoA|9	hhoA|9	1	20	.	20	305
hhoA|133	hhoA|133	1	17	.	17	249
hhoA|114	hhoA|114	1	17	.	17	193
hhoA|76	hhoA|76	1	19	.	19	509
cbiF|116	cbiF|116	1	21	.	21	397
cbiF|165	cbiF|165	1	19	.	19	867
cbiF|53	cbiF|53	1	20	.	20	670
cbiF|76	cbiF|76	1	17	.	17	170
cbiF|130	cbiF|130	1	17	.	17	123
slr1485|88	slr1485|88	1	20	.	20	208
slr1485|71	slr1485|71	1	18	.	18	922
slr1485|143	slr1485|143	1	21	.	21	737
slr1485|26	slr1485|26	1	19	.	19	697
slr1485|55	slr1485|55	1	19	.	19	403
slr1484|79	slr1484|79	1	20	.	20	311
slr1484|65	slr1484|65	1	18	.	18	348
slr1484|44	slr1484|44	1	22	.	22	22
slr1484|25	slr1484|25	1	20	.	20	156
slr1484|144	slr1484|144	1	22	.	22	180
iutA|114	iutA|114	1	20	.	20	169
iutA|186	iutA|186	1	21	.	21	342
iutA|301	iutA|301	1	20	.	20	90
iutA|84	iutA|84	1	20	.	20	310
iutA|238	iutA|238	1	18	.	18	119
pheA|52	pheA|52	1	20	.	20	103
pheA|3	pheA|3	1	18	.	18	68
pheA|114	pheA|114	1	21	.	21	403
pheA|30	pheA|30	1	20	.	20	126
pheA|136	pheA|136	1	22	.	22	385
slr1119|50	slr1119|50	1	18	.	18	154
slr1119|70	slr1119|70	1	19	.	19	865
slr1119|13	slr1119|13	1	17	.	17	424
slr1119|83	slr1119|83	1	20	.	20	277
slr1119|105	slr1119|105	1	22	.	22	289
ccmL|25	ccmL|25	1	21	.	21	240
ccmL|184	ccmL|184	1	22	.	22	235
ccmL|173	ccmL|173	1	17	.	17	615
ccmL|215	ccmL|215	1	19	.	19	401
ccmL|48	ccmL|48	1	19	.	19	461
slr1117|56	slr1117|56	1	18	.	18	283
slr1117|76	slr1117|76	1	20	.	20	543
slr1117|91	slr1117|91	1	22	.	22	367
slr1117|41	slr1117|41	1	19	.	19	84
slr1117|22	slr1117|22	1	19	.	19	345
slr1116|253	slr1116|253	1	18	.	18	284
slr1116|31	slr1116|31	1	22	.	22	222
slr1116|230	slr1116|230	1	22	.	22	269
slr1116|218	slr1116|218	1	17	.	17	385
slr1116|76	slr1116|76	1	18	.	18	217
slr1115|34	slr1115|34	1	22	.	22	480
slr1115|137	slr1115|137	1	20	.	20	373
slr1115|73	slr1115|73	1	20	.	20	244
slr1115|49	slr1115|49	1	19	.	19	114
slr1115|124	slr1115|124	1	18	.	18	555
slr1114|32	slr1114|32	1	21	.	21	141
slr1114|48	slr1114|48	1	17	.	17	263
slr1114|74	slr1114|74	1	17	.	17	205
slr1114|59	slr1114|59	1	18	.	18	223
slr1114|19	slr1114|19	1	18	.	18	286
slr1113|88	slr1113|88	1	20	.	20	279
slr1113|19	slr1113|19	1	20	.	20	246
slr1113|46	slr1113|46	1	21	.	21	110
slr1113|58	slr1113|58	1	20	.	20	343
slr1113|74	slr1113|74	1	18	.	18	183
slr1110|117	slr1110|117	1	22	.	22	222
slr1110|132	slr1110|132	1	17	.	17	232
slr1110|106	slr1110|106	1	17	.	17	78
slr1110|91	slr1110|91	1	19	.	19	87
slr1110|27	slr1110|27	1	19	.	19	174
ssl1326|241	ssl1326|241	1	20	.	20	183
ssl1326|103	ssl1326|103	1	20	.	20	265
ssl1326|52	ssl1326|52	1	20	.	20	378
ssl1326|64	ssl1326|64	1	20	.	20	274
sll1041|56	sll1041|56	1	17	.	17	416
sll1041|44	sll1041|44	1	19	.	19	306
sll1041|68	sll1041|68	1	19	.	19	737
sll1041|9	sll1041|9	1	18	.	18	292
sll1041|32	sll1041|32	1	20	.	20	299
slr0236|104	slr0236|104	1	19	.	19	381
slr0236|11	slr0236|11	1	20	.	20	172
slr0236|123	slr0236|123	1	20	.	20	541
slr0236|25	slr0236|25	1	19	.	19	327
slr0236|52	slr0236|52	1	17	.	17	41
slr0725|118	slr0725|118	1	20	.	20	239
slr0725|239	slr0725|239	1	18	.	18	123
slr0725|61	slr0725|61	1	18	.	18	365
slr0725|4	slr0725|4	1	17	.	17	303
slr0725|105	slr0725|105	1	22	.	22	230
sll1204|7	sll1204|7	1	21	.	21	694
sll1204|383	sll1204|383	1	18	.	18	196
sll1204|372	sll1204|372	1	18	.	18	277
sll1204|337	sll1204|337	1	22	.	22	100
sll1204|352	sll1204|352	1	19	.	19	351
sll1049|52	sll1049|52	1	18	.	18	166
sll1049|185	sll1049|185	1	22	.	22	400
sll1049|80	sll1049|80	1	19	.	19	174
sll1049|153	sll1049|153	1	22	.	22	399
sll1049|67	sll1049|67	1	19	.	19	373
sll1062|64	sll1062|64	1	17	.	17	253
sll1062|305	sll1062|305	1	20	.	20	231
sll1062|85	sll1062|85	1	17	.	17	194
sll1062|282	sll1062|282	1	17	.	17	507
ssr3000|70	ssr3000|70	1	20	.	20	743
ssr3000|136	ssr3000|136	1	20	.	20	50
ssr3000|38	ssr3000|38	1	22	.	22	480
ssr3000|55	ssr3000|55	1	20	.	20	537
ssr3000|118	ssr3000|118	1	18	.	18	272
atp1|338	atp1|338	1	20	.	20	126
atp1|6	atp1|6	1	17	.	17	139
atp1|274	atp1|274	1	17	.	17	71
atp1|130	atp1|130	1	18	.	18	231
atp1|39	atp1|39	1	20	.	20	186
sll1203|312	sll1203|312	1	19	.	19	274
sll1203|211	sll1203|211	1	18	.	18	311
sll1203|99	sll1203|99	1	22	.	22	282
sll1203|51	sll1203|51	1	19	.	19	245
sll1203|31	sll1203|31	1	17	.	17	168
sll1202|282	sll1202|282	1	22	.	22	170
sll1202|168	sll1202|168	1	20	.	20	240
sll1202|499	sll1202|499	1	17	.	17	111
sll1202|231	sll1202|231	1	22	.	22	218
sll1202|324	sll1202|324	1	20	.	20	140
sll0219|67	sll0219|67	1	17	.	17	539
sll0219|9	sll0219|9	1	22	.	22	242
sll0219|128	sll0219|128	1	17	.	17	280
sll0219|25	sll0219|25	1	17	.	17	442
sll0219|100	sll0219|100	1	22	.	22	649
rfbD2|179	rfbD2|179	1	22	.	22	126
rfbD2|118	rfbD2|118	1	17	.	17	258
rfbD2|202	rfbD2|202	1	21	.	21	467
rfbD2|86	rfbD2|86	1	19	.	19	360
rfbD2|156	rfbD2|156	1	17	.	17	271
slr1494|151	slr1494|151	1	20	.	20	248
slr1494|3	slr1494|3	1	21	.	21	366
slr1494|96	slr1494|96	1	18	.	18	346
slr1494|281	slr1494|281	1	17	.	17	308
slr1494|168	slr1494|168	1	18	.	18	374
slr1495|39	slr1495|39	1	22	.	22	311
slr1495|82	slr1495|82	1	18	.	18	517
slr1495|21	slr1495|21	1	19	.	19	230
slr1495|50	slr1495|50	1	20	.	20	659
slr1495|61	slr1495|61	1	17	.	17	333
slr1493|136	slr1493|136	1	22	.	22	345
slr1493|249	slr1493|249	1	19	.	19	324
slr1493|5	slr1493|5	1	21	.	21	375
slr1493|46	slr1493|46	1	20	.	20	61
slr1493|21	slr1493|21	1	17	.	17	405
slr0742|79	slr0742|79	1	21	.	21	14
slr0742|161	slr0742|161	1	18	.	18	71
slr0742|117	slr0742|117	1	21	.	21	33
slr0742|93	slr0742|93	1	19	.	19	26
slr0742|30	slr0742|30	1	17	.	17	185
morR|4	morR|4	1	21	.	21	350
morR|88	morR|88	1	20	.	20	490
morR|126	morR|126	1	18	.	18	526
morR|104	morR|104	1	18	.	18	271
morR|71	morR|71	1	20	.	20	71
slr1100|124	slr1100|124	1	17	.	17	494
slr1100|83	slr1100|83	1	19	.	19	67
slr1100|24	slr1100|24	1	22	.	22	411
slr1100|181	slr1100|181	1	20	.	20	328
slr1100|159	slr1100|159	1	17	.	17	290
chlD|26	chlD|26	1	17	.	17	81
chlD|124	chlD|124	1	18	.	18	885
chlD|15	chlD|15	1	21	.	21	77
chlD|56	chlD|56	1	17	.	17	58
chlD|4	chlD|4	1	22	.	22	155
sll0217|56	sll0217|56	1	18	.	18	1253
sll0217|38	sll0217|38	1	17	.	17	800
sll0217|7	sll0217|7	1	22	.	22	579
sll0217|21	sll0217|21	1	22	.	22	1528
sll0217|76	sll0217|76	1	21	.	21	1103
sll0216|95	sll0216|95	1	22	.	22	540
sll0216|115	sll0216|115	1	18	.	18	209
