# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Synechocystis_v2_trimmed.saf" "-s" "0" "-o" "Lys_t8_r2_T1.featureCounts.txt" "Lys_t8_r2_T1.bam" 
Geneid	Chr	Start	End	Strand	Length	Lys_t8_r2_T1.bam
slr7052|110	slr7052|110	1	18	.	18	115
slr7052|63	slr7052|63	1	17	.	17	679
slr7081|32	slr7081|32	1	22	.	22	355
slr7081|115	slr7081|115	1	22	.	22	500
slr7081|19	slr7081|19	1	18	.	18	383
slr7081|206	slr7081|206	1	19	.	19	265
slr7081|128	slr7081|128	1	21	.	21	302
slr7080|20	slr7080|20	1	18	.	18	165
slr7080|53	slr7080|53	1	19	.	19	340
slr7080|80	slr7080|80	1	19	.	19	658
slr7080|34	slr7080|34	1	22	.	22	158
slr7080|64	slr7080|64	1	17	.	17	526
slr7023|24	slr7023|24	1	20	.	20	530
slr7023|62	slr7023|62	1	18	.	18	252
slr7023|37	slr7023|37	1	21	.	21	175
slr7023|49	slr7023|49	1	21	.	21	545
slr7023|79	slr7023|79	1	21	.	21	308
ssr2781|13	ssr2781|13	1	17	.	17	241
ssr2781|61	ssr2781|61	1	19	.	19	293
ssr2781|26	ssr2781|26	1	18	.	18	409
ssr2781|157	ssr2781|157	1	17	.	17	117
ssr2781|91	ssr2781|91	1	18	.	18	384
ssr2786|19	ssr2786|19	1	20	.	20	373
ssr2786|100	ssr2786|100	1	19	.	19	278
ssr2786|55	ssr2786|55	1	17	.	17	622
ssr2786|89	ssr2786|89	1	22	.	22	361
ssr2786|37	ssr2786|37	1	22	.	22	299
slr1586|125	slr1586|125	1	19	.	19	122
slr1586|21	slr1586|21	1	18	.	18	201
slr7026|97	slr7026|97	1	19	.	19	308
slr1588|31	slr1588|31	1	20	.	20	102
slr1588|109	slr1588|109	1	22	.	22	98
slr1588|127	slr1588|127	1	19	.	19	193
slr1588|185	slr1588|185	1	21	.	21	421
slr1588|141	slr1588|141	1	21	.	21	411
slr7054|63	slr7054|63	1	20	.	20	292
slr7054|187	slr7054|187	1	22	.	22	333
slr7054|32	slr7054|32	1	18	.	18	635
slr7054|85	slr7054|85	1	17	.	17	414
slr7054|104	slr7054|104	1	20	.	20	202
ski2|59	ski2|59	1	22	.	22	104
ski2|40	ski2|40	1	19	.	19	399
ski2|76	ski2|76	1	17	.	17	248
ski2|8	ski2|8	1	18	.	18	397
ski2|24	ski2|24	1	17	.	17	471
ssr7018|156	ssr7018|156	1	18	.	18	234
ssr7018|9	ssr7018|9	1	17	.	17	142
ssr7018|20	ssr7018|20	1	18	.	18	419
sll1481|116	sll1481|116	1	18	.	18	185
sll1481|165	sll1481|165	1	20	.	20	300
sll1481|151	sll1481|151	1	17	.	17	482
sll1481|10	sll1481|10	1	22	.	22	242
sll1481|31	sll1481|31	1	18	.	18	309
slr1179|135	slr1179|135	1	17	.	17	454
slr1179|79	slr1179|79	1	17	.	17	240
slr1179|50	slr1179|50	1	19	.	19	303
slr1179|90	slr1179|90	1	21	.	21	265
slr1179|16	slr1179|16	1	20	.	20	213
slr1178|147	slr1178|147	1	20	.	20	233
slr1178|124	slr1178|124	1	21	.	21	337
slr1178|7	slr1178|7	1	20	.	20	1529
slr1178|165	slr1178|165	1	17	.	17	1092
slr1178|88	slr1178|88	1	17	.	17	313
sll1549|14	sll1549|14	1	17	.	17	198
sll1549|70	sll1549|70	1	17	.	17	323
sll1549|81	sll1549|81	1	17	.	17	448
sll1549|115	sll1549|115	1	22	.	22	272
sll1549|104	sll1549|104	1	20	.	20	244
slr1177|4	slr1177|4	1	18	.	18	297
slr1177|28	slr1177|28	1	20	.	20	294
slr1177|209	slr1177|209	1	20	.	20	459
slr1177|46	slr1177|46	1	19	.	19	224
slr1177|80	slr1177|80	1	20	.	20	281
stpA|134	stpA|134	1	21	.	21	380
stpA|123	stpA|123	1	18	.	18	863
stpA|83	stpA|83	1	18	.	18	289
stpA|11	stpA|11	1	17	.	17	197
stpA|145	stpA|145	1	21	.	21	505
dnaE2|77	dnaE2|77	1	18	.	18	516
dnaE2|55	dnaE2|55	1	22	.	22	218
dnaE2|38	dnaE2|38	1	18	.	18	214
dnaE2|17	dnaE2|17	1	22	.	22	870
dnaE2|4	dnaE2|4	1	18	.	18	252
sll7006|58	sll7006|58	1	20	.	20	145
sll7006|274	sll7006|274	1	17	.	17	266
sll7006|119	sll7006|119	1	20	.	20	486
sll7006|13	sll7006|13	1	17	.	17	289
p|56	p|56	1	22	.	22	602
p|67	p|67	1	22	.	22	323
p|136	p|136	1	20	.	20	513
p|15	p|15	1	17	.	17	136
p|124	p|124	1	20	.	20	126
sll0727|100	sll0727|100	1	19	.	19	620
sll0727|70	sll0727|70	1	19	.	19	352
sll0727|43	sll0727|43	1	17	.	17	72
sll0727|141	sll0727|141	1	18	.	18	142
sll0727|81	sll0727|81	1	22	.	22	267
sll0721|106	sll0721|106	1	19	.	19	278
sll0721|154	sll0721|154	1	20	.	20	48
sll0721|287	sll0721|287	1	18	.	18	232
sll0721|312	sll0721|312	1	22	.	22	271
sll0721|139	sll0721|139	1	21	.	21	142
sll0720|416	sll0720|416	1	17	.	17	288
sll0720|315	sll0720|315	1	17	.	17	19
sll0720|186	sll0720|186	1	20	.	20	346
sll0723|471	sll0723|471	1	21	.	21	232
sll0723|369	sll0723|369	1	17	.	17	787
sll0723|347	sll0723|347	1	22	.	22	378
sll0723|518	sll0723|518	1	22	.	22	468
sll0723|459	sll0723|459	1	21	.	21	146
sll0722|223	sll0722|223	1	21	.	21	241
sll0722|150	sll0722|150	1	17	.	17	339
sll0722|28	sll0722|28	1	21	.	21	294
sll0722|279	sll0722|279	1	21	.	21	475
sll0722|69	sll0722|69	1	17	.	17	325
sll7067|140	sll7067|140	1	22	.	22	97
sll7067|158	sll7067|158	1	18	.	18	573
sll7067|91	sll7067|91	1	17	.	17	231
sll7067|280	sll7067|280	1	17	.	17	378
sll7067|119	sll7067|119	1	17	.	17	299
sll7066|19	sll7066|19	1	19	.	19	277
sll7066|237	sll7066|237	1	18	.	18	199
sll7066|190	sll7066|190	1	19	.	19	606
sll7066|127	sll7066|127	1	18	.	18	446
sll7066|108	sll7066|108	1	19	.	19	63
sll7065|138	sll7065|138	1	18	.	18	431
sll7065|55	sll7065|55	1	21	.	21	269
sll7065|103	sll7065|103	1	19	.	19	604
sll7065|346	sll7065|346	1	20	.	20	294
sll7065|154	sll7065|154	1	17	.	17	1647
sll7064|3	sll7064|3	1	21	.	21	368
sll7064|14	sll7064|14	1	20	.	20	52
sll7064|41	sll7064|41	1	20	.	20	246
sll7064|58	sll7064|58	1	17	.	17	264
sll7064|29	sll7064|29	1	20	.	20	183
sll0729|79	sll0729|79	1	20	.	20	570
sll0729|123	sll0729|123	1	22	.	22	183
sll0729|66	sll0729|66	1	22	.	22	196
sll0729|42	sll0729|42	1	17	.	17	289
sll0729|91	sll0729|91	1	17	.	17	246
sll7062|31	sll7062|31	1	20	.	20	490
sll7062|3	sll7062|3	1	20	.	20	205
sll7062|274	sll7062|274	1	20	.	20	240
sll7062|19	sll7062|19	1	17	.	17	231
sll7062|140	sll7062|140	1	20	.	20	493
ssl7039|25	ssl7039|25	1	21	.	21	202
ssl7039|11	ssl7039|11	1	17	.	17	421
ssl7039|59	ssl7039|59	1	19	.	19	231
ssl7039|70	ssl7039|70	1	22	.	22	171
ssl7039|92	ssl7039|92	1	22	.	22	116
ssl7038|64	ssl7038|64	1	22	.	22	184
ssl7038|50	ssl7038|50	1	20	.	20	223
ssl7038|20	ssl7038|20	1	17	.	17	828
ssl7038|7	ssl7038|7	1	22	.	22	160
ssl7038|31	ssl7038|31	1	19	.	19	216
slr0454|64	slr0454|64	1	18	.	18	417
slr0454|51	slr0454|51	1	22	.	22	493
slr0454|92	slr0454|92	1	20	.	20	541
slr0454|145	slr0454|145	1	19	.	19	355
slr0454|32	slr0454|32	1	22	.	22	284
ggtA|213	ggtA|213	1	19	.	19	204
ggtA|232	ggtA|232	1	20	.	20	174
ggtA|160	ggtA|160	1	20	.	20	218
ggtA|194	ggtA|194	1	19	.	19	95
ggtA|247	ggtA|247	1	17	.	17	398
dapF|75	dapF|75	1	20	.	20	340
dapF|97	dapF|97	1	19	.	19	230
dapF|23	dapF|23	1	19	.	19	767
dapF|59	dapF|59	1	18	.	18	479
dapF|86	dapF|86	1	22	.	22	218
slr7037|71	slr7037|71	1	20	.	20	320
slr7037|91	slr7037|91	1	21	.	21	795
slr7037|49	slr7037|49	1	21	.	21	265
slr7037|13	slr7037|13	1	19	.	19	238
slr7037|123	slr7037|123	1	20	.	20	300
slr7032|163	slr7032|163	1	17	.	17	301
slr7032|187	slr7032|187	1	20	.	20	269
hisI|39	hisI|39	1	17	.	17	12
hisI|63	hisI|63	1	21	.	21	38
hisI|50	hisI|50	1	19	.	19	20
hisI|8	hisI|8	1	18	.	18	29
hisI|28	hisI|28	1	22	.	22	56
psaL|73	psaL|73	1	17	.	17	981
psaL|133	psaL|133	1	17	.	17	320
psaL|61	psaL|61	1	21	.	21	363
psaL|14	psaL|14	1	22	.	22	422
psaL|111	psaL|111	1	17	.	17	313
slr0453|46	slr0453|46	1	17	.	17	73
slr0453|10	slr0453|10	1	17	.	17	216
slr0453|111	slr0453|111	1	19	.	19	417
slr0453|94	slr0453|94	1	17	.	17	409
slr0453|67	slr0453|67	1	19	.	19	152
psaI|10	psaI|10	1	19	.	19	1296
psaI|66	psaI|66	1	20	.	20	526
sll1106|228	sll1106|228	1	17	.	17	147
sll1106|106	sll1106|106	1	19	.	19	195
sll1106|166	sll1106|166	1	22	.	22	477
sll1106|154	sll1106|154	1	20	.	20	406
sll1106|61	sll1106|61	1	18	.	18	139
ssr7072|149	ssr7072|149	1	17	.	17	165
ssr7072|193	ssr7072|193	1	18	.	18	121
ssr7072|242	ssr7072|242	1	21	.	21	292
ssr7072|111	ssr7072|111	1	22	.	22	260
sll0436|92	sll0436|92	1	19	.	19	514
sll0436|180	sll0436|180	1	22	.	22	213
sll0436|112	sll0436|112	1	19	.	19	540
sll0436|37	sll0436|37	1	22	.	22	322
sll0436|80	sll0436|80	1	17	.	17	399
murG|57	murG|57	1	22	.	22	56
murG|105	murG|105	1	17	.	17	391
murG|116	murG|116	1	17	.	17	263
murG|170	murG|170	1	21	.	21	71
murG|181	murG|181	1	18	.	18	933
sll0732|83	sll0732|83	1	21	.	21	350
sll0732|21	sll0732|21	1	21	.	21	161
sll0732|33	sll0732|33	1	17	.	17	373
sll0732|47	sll0732|47	1	21	.	21	566
sll0732|97	sll0732|97	1	17	.	17	698
sll0733|172	sll0733|172	1	19	.	19	703
sll0733|288	sll0733|288	1	19	.	19	148
sll0733|21	sll0733|21	1	20	.	20	360
sll0733|68	sll0733|68	1	22	.	22	325
sll0733|100	sll0733|100	1	20	.	20	433
ssl2874|85	ssl2874|85	1	22	.	22	188
ssl2874|61	ssl2874|61	1	17	.	17	184
ssl2874|136	ssl2874|136	1	19	.	19	318
ssl2874|109	ssl2874|109	1	17	.	17	153
ssl2874|72	ssl2874|72	1	19	.	19	419
sll0736|103	sll0736|103	1	17	.	17	330
sll0736|9	sll0736|9	1	17	.	17	356
sll0736|61	sll0736|61	1	22	.	22	300
sll0736|89	sll0736|89	1	22	.	22	155
sll0736|171	sll0736|171	1	19	.	19	155
sll0735|19	sll0735|19	1	22	.	22	242
sll0735|175	sll0735|175	1	18	.	18	1222
sll0735|120	sll0735|120	1	20	.	20	498
sll0735|189	sll0735|189	1	20	.	20	536
sll0735|34	sll0735|34	1	18	.	18	91
sll7075|229	sll7075|229	1	22	.	22	801
sll7075|74	sll7075|74	1	18	.	18	300
sll7075|52	sll7075|52	1	19	.	19	354
sll7075|119	sll7075|119	1	22	.	22	465
sll7075|151	sll7075|151	1	22	.	22	311
sll7077|10	sll7077|10	1	17	.	17	244
sll7077|113	sll7077|113	1	18	.	18	400
sll7077|62	sll7077|62	1	22	.	22	363
sll7077|94	sll7077|94	1	22	.	22	101
sll7077|21	sll7077|21	1	17	.	17	408
sll7070|325	sll7070|325	1	21	.	21	521
sll7070|340	sll7070|340	1	18	.	18	268
sll7070|20	sll7070|20	1	22	.	22	487
sll7070|313	sll7070|313	1	17	.	17	249
sll7056|71	sll7056|71	1	17	.	17	305
sll7056|169	sll7056|169	1	17	.	17	340
sll7056|155	sll7056|155	1	22	.	22	823
sll7056|124	sll7056|124	1	22	.	22	217
sll7056|52	sll7056|52	1	19	.	19	361
slr7049|67	slr7049|67	1	20	.	20	108
slr7049|41	slr7049|41	1	17	.	17	472
slr7049|79	slr7049|79	1	20	.	20	513
slr7049|95	slr7049|95	1	22	.	22	232
slr7049|25	slr7049|25	1	17	.	17	287
prfA|91	prfA|91	1	21	.	21	516
prfA|46	prfA|46	1	17	.	17	98
prfA|118	prfA|118	1	19	.	19	566
prfA|78	prfA|78	1	18	.	18	218
prfA|14	prfA|14	1	20	.	20	70
ssr1256|40	ssr1256|40	1	21	.	21	559
ssr1256|77	ssr1256|77	1	21	.	21	214
ssr1256|115	ssr1256|115	1	20	.	20	353
ssr1256|10	ssr1256|10	1	17	.	17	26
ssr1256|58	ssr1256|58	1	19	.	19	707
slr7060|49	slr7060|49	1	22	.	22	258
slr7060|102	slr7060|102	1	21	.	21	237
slr7060|27	slr7060|27	1	22	.	22	461
slr7060|90	slr7060|90	1	20	.	20	324
slr7060|117	slr7060|117	1	21	.	21	327
ssr1258|66	ssr1258|66	1	22	.	22	462
slr7041|139	slr7041|139	1	20	.	20	346
slr7041|127	slr7041|127	1	22	.	22	151
slr7041|70	slr7041|70	1	17	.	17	325
slr7041|21	slr7041|21	1	17	.	17	520
slr7041|10	slr7041|10	1	22	.	22	415
slr7024|271	slr7024|271	1	21	.	21	187
slr7024|83	slr7024|83	1	19	.	19	227
slr7024|253	slr7024|253	1	20	.	20	396
slr7024|69	slr7024|69	1	18	.	18	278
slr7024|213	slr7024|213	1	21	.	21	751
sll1543|19	sll1543|19	1	17	.	17	458
sll1543|168	sll1543|168	1	22	.	22	177
sll1543|52	sll1543|52	1	18	.	18	229
sll1543|76	sll1543|76	1	17	.	17	193
sll1543|208	sll1543|208	1	21	.	21	161
hlyB2|190	hlyB2|190	1	21	.	21	110
hlyB2|238	hlyB2|238	1	19	.	19	425
hlyB2|258	hlyB2|258	1	20	.	20	177
hlyB2|398	hlyB2|398	1	17	.	17	266
hlyB2|440	hlyB2|440	1	21	.	21	66
ssl0832|145	ssl0832|145	1	21	.	21	203
ssl0832|115	ssl0832|115	1	17	.	17	194
ssl0832|130	ssl0832|130	1	17	.	17	144
ssl0832|39	ssl0832|39	1	20	.	20	122
ssl0832|94	ssl0832|94	1	22	.	22	378
sll7055|164	sll7055|164	1	22	.	22	221
sll7055|267	sll7055|267	1	22	.	22	402
sll7055|151	sll7055|151	1	18	.	18	316
sll7055|14	sll7055|14	1	17	.	17	252
sll7055|197	sll7055|197	1	22	.	22	206
slr0598|110	slr0598|110	1	19	.	19	1106
slr0598|172	slr0598|172	1	21	.	21	658
slr0598|4	slr0598|4	1	20	.	20	403
slr0598|124	slr0598|124	1	20	.	20	55
slr0598|20	slr0598|20	1	21	.	21	432
ssr7079|16	ssr7079|16	1	18	.	18	630
ssr7079|31	ssr7079|31	1	17	.	17	475
ssr7079|66	ssr7079|66	1	19	.	19	184
truB|11	truB|11	1	20	.	20	260
truB|43	truB|43	1	18	.	18	217
truB|27	truB|27	1	22	.	22	468
truB|58	truB|58	1	18	.	18	445
truB|106	truB|106	1	19	.	19	572
slr0607|163	slr0607|163	1	18	.	18	247
slr0607|22	slr0607|22	1	20	.	20	280
slr0607|238	slr0607|238	1	21	.	21	258
slr0607|326	slr0607|326	1	19	.	19	85
slr0607|196	slr0607|196	1	17	.	17	649
slr0589|103	slr0589|103	1	18	.	18	459
slr0589|163	slr0589|163	1	22	.	22	189
slr0589|176	slr0589|176	1	20	.	20	354
slr0589|131	slr0589|131	1	20	.	20	378
slr0589|18	slr0589|18	1	20	.	20	194
slr0588|172	slr0588|172	1	20	.	20	153
slr0588|192	slr0588|192	1	21	.	21	142
slr0588|97	slr0588|97	1	20	.	20	787
slr0588|154	slr0588|154	1	17	.	17	610
slr0588|109	slr0588|109	1	20	.	20	194
slr0587|7	slr0587|7	1	18	.	18	203
slr0587|52	slr0587|52	1	20	.	20	284
slr0587|108	slr0587|108	1	21	.	21	613
slr0587|25	slr0587|25	1	19	.	19	813
slr0587|73	slr0587|73	1	22	.	22	645
slr0586|77	slr0586|77	1	22	.	22	505
slr0586|240	slr0586|240	1	18	.	18	247
slr0586|110	slr0586|110	1	22	.	22	349
slr0586|316	slr0586|316	1	19	.	19	287
slr0586|97	slr0586|97	1	18	.	18	514
recA|23	recA|23	1	17	.	17	196
recA|106	recA|106	1	17	.	17	177
recA|4	recA|4	1	18	.	18	147
recA|34	recA|34	1	19	.	19	129
recA|46	recA|46	1	17	.	17	67
sll1108|82	sll1108|82	1	20	.	20	141
sll1108|4	sll1108|4	1	21	.	21	612
sll1108|55	sll1108|55	1	20	.	20	963
sll1108|17	sll1108|17	1	19	.	19	156
sll1108|70	sll1108|70	1	22	.	22	455
slr0460|417	slr0460|417	1	17	.	17	149
slr0748|136	slr0748|136	1	17	.	17	254
slr0748|16	slr0748|16	1	20	.	20	46
slr0748|70	slr0748|70	1	17	.	17	233
slr0748|52	slr0748|52	1	19	.	19	530
slr0748|32	slr0748|32	1	21	.	21	233
sll1109|103	sll1109|103	1	21	.	21	347
sll1109|141	sll1109|141	1	17	.	17	406
sll1109|33	sll1109|33	1	20	.	20	480
sll1109|78	sll1109|78	1	17	.	17	791
sll1109|152	sll1109|152	1	22	.	22	342
sll7044|76	sll7044|76	1	19	.	19	511
sll7044|52	sll7044|52	1	20	.	20	194
sll7044|124	sll7044|124	1	19	.	19	395
sll7044|99	sll7044|99	1	18	.	18	295
sll7044|147	sll7044|147	1	18	.	18	279
sll7047|8	sll7047|8	1	20	.	20	326
sll7047|123	sll7047|123	1	19	.	19	423
sll7047|46	sll7047|46	1	21	.	21	305
sll7047|62	sll7047|62	1	17	.	17	515
sll7047|27	sll7047|27	1	21	.	21	353
htpG|177	htpG|177	1	18	.	18	176
htpG|109	htpG|109	1	20	.	20	903
htpG|124	htpG|124	1	22	.	22	528
htpG|154	htpG|154	1	18	.	18	921
htpG|220	htpG|220	1	20	.	20	76
slr7058|22	slr7058|22	1	19	.	19	432
slr7058|11	slr7058|11	1	17	.	17	138
slr7058|264	slr7058|264	1	21	.	21	367
slr7058|161	slr7058|161	1	20	.	20	736
slr7059|93	slr7059|93	1	19	.	19	186
slr7059|36	slr7059|36	1	19	.	19	108
slr7059|106	slr7059|106	1	20	.	20	533
slr7059|136	slr7059|136	1	20	.	20	349
slr7059|23	slr7059|23	1	19	.	19	235
chlL|118	chlL|118	1	18	.	18	271
chlL|186	chlL|186	1	17	.	17	392
chlL|170	chlL|170	1	20	.	20	397
chlL|21	chlL|21	1	19	.	19	527
chlL|66	chlL|66	1	21	.	21	309
chlN|19	chlN|19	1	18	.	18	228
chlN|187	chlN|187	1	18	.	18	1226
chlN|72	chlN|72	1	19	.	19	143
chlN|49	chlN|49	1	17	.	17	460
chlN|202	chlN|202	1	20	.	20	341
sll1476|21	sll1476|21	1	22	.	22	264
sll1476|75	sll1476|75	1	17	.	17	447
sll1476|42	sll1476|42	1	21	.	21	380
sll1476|136	sll1476|136	1	19	.	19	233
sll1477|95	sll1477|95	1	17	.	17	129
sll1477|129	sll1477|129	1	17	.	17	233
sll1477|58	sll1477|58	1	19	.	19	199
sll1477|40	sll1477|40	1	22	.	22	288
sll1477|78	sll1477|78	1	18	.	18	434
ssr7035|33	ssr7035|33	1	22	.	22	444
ssr7035|82	ssr7035|82	1	22	.	22	285
ssr7035|116	ssr7035|116	1	18	.	18	316
ssr7035|48	ssr7035|48	1	19	.	19	237
ssr7035|5	ssr7035|5	1	18	.	18	124
pgm|77	pgm|77	1	19	.	19	226
pgm|66	pgm|66	1	17	.	17	452
pgm|10	pgm|10	1	18	.	18	239
pgm|159	pgm|159	1	18	.	18	93
pgm|144	pgm|144	1	17	.	17	326
sll1472|25	sll1472|25	1	21	.	21	297
sll1472|13	sll1472|13	1	18	.	18	616
sll1472|68	sll1472|68	1	20	.	20	445
sll1472|194	sll1472|194	1	20	.	20	347
sll1472|37	sll1472|37	1	18	.	18	267
sll1473|193	sll1473|193	1	21	.	21	481
sll1473|148	sll1473|148	1	17	.	17	55
sll1473|119	sll1473|119	1	20	.	20	136
sll1473|46	sll1473|46	1	22	.	22	123
sll1473|77	sll1473|77	1	20	.	20	303
slr7057|378	slr7057|378	1	17	.	17	250
slr7057|286	slr7057|286	1	17	.	17	345
slr7057|31	slr7057|31	1	17	.	17	215
slr7057|164	slr7057|164	1	22	.	22	515
slr7057|344	slr7057|344	1	19	.	19	107
ppx|61	ppx|61	1	20	.	20	195
ppx|17	ppx|17	1	18	.	18	83
ppx|86	ppx|86	1	20	.	20	161
ppx|29	ppx|29	1	17	.	17	190
ppx|6	ppx|6	1	17	.	17	365
sll7069|35	sll7069|35	1	22	.	22	133
sll7069|121	sll7069|121	1	22	.	22	205
sll7069|96	sll7069|96	1	20	.	20	200
sll7069|46	sll7069|46	1	20	.	20	357
sll7069|19	sll7069|19	1	19	.	19	446
slr0455|190	slr0455|190	1	20	.	20	120
slr0455|223	slr0455|223	1	22	.	22	123
slr0455|241	slr0455|241	1	19	.	19	68
slr0455|85	slr0455|85	1	17	.	17	200
slr0455|131	slr0455|131	1	20	.	20	256
petC3|126	petC3|126	1	21	.	21	201
petC3|100	petC3|100	1	22	.	22	246
petC3|85	petC3|85	1	21	.	21	1048
petC3|70	petC3|70	1	17	.	17	534
petC3|22	petC3|22	1	20	.	20	648
slr0456|127	slr0456|127	1	20	.	20	319
slr0456|85	slr0456|85	1	20	.	20	176
slr0456|230	slr0456|230	1	19	.	19	289
slr0456|157	slr0456|157	1	20	.	20	163
slr0456|100	slr0456|100	1	20	.	20	425
degT|49	degT|49	1	20	.	20	136
degT|8	degT|8	1	21	.	21	214
degT|130	degT|130	1	21	.	21	267
degT|20	degT|20	1	17	.	17	184
degT|35	degT|35	1	17	.	17	125
slr0599|185	slr0599|185	1	21	.	21	263
slr0599|153	slr0599|153	1	21	.	21	12523
slr0599|7	slr0599|7	1	17	.	17	1094
slr0599|106	slr0599|106	1	21	.	21	477
slr0599|94	slr0599|94	1	21	.	21	476
sll7050|111	sll7050|111	1	21	.	21	274
sll7050|32	sll7050|32	1	22	.	22	101
sll7050|91	sll7050|91	1	22	.	22	141
sll7050|10	sll7050|10	1	19	.	19	227
sll7050|43	sll7050|43	1	17	.	17	120
slr0594|173	slr0594|173	1	21	.	21	281
slr0594|195	slr0594|195	1	20	.	20	303
slr0594|128	slr0594|128	1	20	.	20	406
slr0594|31	slr0594|31	1	17	.	17	191
slr0594|212	slr0594|212	1	17	.	17	464
slr0596|102	slr0596|102	1	17	.	17	115
slr0596|40	slr0596|40	1	17	.	17	237
slr0596|6	slr0596|6	1	19	.	19	276
slr0596|55	slr0596|55	1	22	.	22	113
slr0596|88	slr0596|88	1	18	.	18	85
slr0459|15	slr0459|15	1	17	.	17	84
slr0459|171	slr0459|171	1	18	.	18	393
slr0459|54	slr0459|54	1	20	.	20	142
slr0459|122	slr0459|122	1	20	.	20	483
slr0459|145	slr0459|145	1	21	.	21	654
slr0591|189	slr0591|189	1	19	.	19	299
slr0591|88	slr0591|88	1	22	.	22	494
slr0591|21	slr0591|21	1	17	.	17	46
slr0591|56	slr0591|56	1	22	.	22	135
slr0591|73	slr0591|73	1	21	.	21	53
slr0592|10	slr0592|10	1	20	.	20	213
slr0592|22	slr0592|22	1	17	.	17	274
slr0592|130	slr0592|130	1	22	.	22	170
slr0592|48	slr0592|48	1	22	.	22	111
slr0592|119	slr0592|119	1	20	.	20	191
slr0593|106	slr0593|106	1	20	.	20	419
slr0593|169	slr0593|169	1	18	.	18	344
slr0593|157	slr0593|157	1	17	.	17	353
slr0593|67	slr0593|67	1	17	.	17	362
slr0593|214	slr0593|214	1	17	.	17	517
slr0590|43	slr0590|43	1	17	.	17	281
slr0590|144	slr0590|144	1	22	.	22	78
slr0590|172	slr0590|172	1	22	.	22	567
slr0590|224	slr0590|224	1	18	.	18	429
slr0590|155	slr0590|155	1	20	.	20	1137
slr0610|143	slr0610|143	1	22	.	22	214
slr0610|118	slr0610|118	1	18	.	18	105
slr0610|270	slr0610|270	1	17	.	17	116
slr0610|241	slr0610|241	1	19	.	19	283
slr0610|158	slr0610|158	1	17	.	17	274
slr1186|130	slr1186|130	1	17	.	17	337
slr1186|13	slr1186|13	1	20	.	20	718
slr1186|112	slr1186|112	1	20	.	20	361
slr1186|95	slr1186|95	1	18	.	18	108
slr1186|52	slr1186|52	1	17	.	17	266
slr1187|40	slr1187|40	1	21	.	21	211
slr1187|13	slr1187|13	1	22	.	22	440
slr1187|28	slr1187|28	1	18	.	18	337
slr1187|76	slr1187|76	1	18	.	18	505
slr1187|92	slr1187|92	1	17	.	17	92
ssl7022|135	ssl7022|135	1	20	.	20	256
ssl7020|124	ssl7020|124	1	17	.	17	272
ssl7020|111	ssl7020|111	1	18	.	18	318
slr1183|235	slr1183|235	1	22	.	22	224
slr1183|421	slr1183|421	1	22	.	22	341
slr1183|280	slr1183|280	1	21	.	21	99
slr1183|193	slr1183|193	1	21	.	21	301
slr1183|539	slr1183|539	1	17	.	17	393
slr0756|121	slr0756|121	1	22	.	22	345
slr0756|138	slr0756|138	1	18	.	18	90
slr0756|243	slr0756|243	1	22	.	22	71
slr0756|33	slr0756|33	1	20	.	20	892
slr0756|181	slr0756|181	1	20	.	20	136
slr0757|121	slr0757|121	1	20	.	20	213
slr0757|150	slr0757|150	1	17	.	17	177
slr0757|107	slr0757|107	1	21	.	21	243
slr0757|92	slr0757|92	1	19	.	19	90
slr0757|53	slr0757|53	1	21	.	21	217
ssr7040|8	ssr7040|8	1	22	.	22	22
ssr7040|195	ssr7040|195	1	17	.	17	733
ssr7040|142	ssr7040|142	1	19	.	19	254
ssr7040|61	ssr7040|61	1	22	.	22	41
ssr7040|48	ssr7040|48	1	20	.	20	154
slr0755|187	slr0755|187	1	19	.	19	127
slr0755|138	slr0755|138	1	20	.	20	725
slr0755|337	slr0755|337	1	22	.	22	78
slr0755|21	slr0755|21	1	19	.	19	134
slr0755|421	slr0755|421	1	22	.	22	54
slr1189|204	slr1189|204	1	22	.	22	103
slr1189|217	slr1189|217	1	17	.	17	427
slr1189|29	slr1189|29	1	17	.	17	1101
slr1189|60	slr1189|60	1	20	.	20	243
slr1189|118	slr1189|118	1	18	.	18	257
sll0451|201	sll0451|201	1	18	.	18	377
sll0451|160	sll0451|160	1	20	.	20	261
sll0451|146	sll0451|146	1	18	.	18	60
sll0451|68	sll0451|68	1	19	.	19	484
sll0451|215	sll0451|215	1	17	.	17	255
slr0751|124	slr0751|124	1	18	.	18	176
slr0751|135	slr0751|135	1	18	.	18	695
slr0751|71	slr0751|71	1	20	.	20	189
slr0751|86	slr0751|86	1	17	.	17	354
slr0751|60	slr0751|60	1	19	.	19	239
slr0758|111	slr0758|111	1	22	.	22	117
slr0758|9	slr0758|9	1	22	.	22	220
slr0758|32	slr0758|32	1	19	.	19	188
slr0758|127	slr0758|127	1	20	.	20	326
slr0758|142	slr0758|142	1	18	.	18	887
rfbA2|181	rfbA2|181	1	19	.	19	150
rfbA2|34	rfbA2|34	1	19	.	19	119
rfbA2|83	rfbA2|83	1	17	.	17	326
rfbA2|15	rfbA2|15	1	19	.	19	152
rfbA2|205	rfbA2|205	1	18	.	18	83
ssl7021|127	ssl7021|127	1	18	.	18	204
