# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Synechocystis_v2_trimmed.saf" "-s" "0" "-o" "BG11_control_t8_r2_T1.featureCounts.txt" "BG11_control_t8_r2_T1.bam" 
Geneid	Chr	Start	End	Strand	Length	BG11_control_t8_r2_T1.bam
nifS3|109	nifS3|109	1	20	.	20	263
nifS3|11	nifS3|11	1	20	.	20	301
nifS3|77	nifS3|77	1	21	.	21	149
slr0626|193	slr0626|193	1	21	.	21	316
slr0626|145	slr0626|145	1	18	.	18	216
slr0626|46	slr0626|46	1	20	.	20	109
slr0626|9	slr0626|9	1	17	.	17	772
slr0626|65	slr0626|65	1	21	.	21	819
slr0624|64	slr0624|64	1	22	.	22	438
slr0624|14	slr0624|14	1	21	.	21	53
slr0624|44	slr0624|44	1	17	.	17	215
slr0624|31	slr0624|31	1	22	.	22	472
slr0624|3	slr0624|3	1	17	.	17	277
slr0625|136	slr0625|136	1	17	.	17	388
slr0625|229	slr0625|229	1	20	.	20	415
slr0625|108	slr0625|108	1	17	.	17	216
slr0625|53	slr0625|53	1	18	.	18	197
slr0625|189	slr0625|189	1	18	.	18	456
slr0789|82	slr0789|82	1	19	.	19	384
slr0789|237	slr0789|237	1	21	.	21	181
slr0789|201	slr0789|201	1	17	.	17	365
slr0789|70	slr0789|70	1	22	.	22	516
slr0789|52	slr0789|52	1	19	.	19	487
ssl0511|54	ssl0511|54	1	20	.	20	708
ssl0511|112	ssl0511|112	1	19	.	19	264
ssl0511|155	ssl0511|155	1	20	.	20	598
gidB|32	gidB|32	1	21	.	21	215
gidB|130	gidB|130	1	18	.	18	154
gidB|44	gidB|44	1	21	.	21	615
gidB|87	gidB|87	1	17	.	17	231
gidB|108	gidB|108	1	17	.	17	396
slr0787|70	slr0787|70	1	22	.	22	311
slr0787|133	slr0787|133	1	19	.	19	596
slr0787|402	slr0787|402	1	18	.	18	173
slr0787|329	slr0787|329	1	18	.	18	522
slr0787|369	slr0787|369	1	17	.	17	143
gspE2|10	gspE2|10	1	20	.	20	396
gspE2|52	gspE2|52	1	18	.	18	215
gspE2|118	gspE2|118	1	21	.	21	453
gspE2|76	gspE2|76	1	20	.	20	268
gspE2|21	gspE2|21	1	19	.	19	339
sll0783|18	sll0783|18	1	19	.	19	210
sll0783|69	sll0783|69	1	21	.	21	294
sll0783|213	sll0783|213	1	22	.	22	1040
sll0783|87	sll0783|87	1	21	.	21	273
sll0783|246	sll0783|246	1	20	.	20	192
sll0549|130	sll0549|130	1	17	.	17	148
sll0549|28	sll0549|28	1	20	.	20	846
sll0549|39	sll0549|39	1	17	.	17	172
sll0549|107	sll0549|107	1	17	.	17	297
sll0549|84	sll0549|84	1	17	.	17	225
sll0786|279	sll0786|279	1	21	.	21	402
sll0786|214	sll0786|214	1	20	.	20	188
sll0786|323	sll0786|323	1	21	.	21	517
sll0786|199	sll0786|199	1	20	.	20	385
sll0786|231	sll0786|231	1	19	.	19	166
sll0785|34	sll0785|34	1	18	.	18	481
sll0785|157	sll0785|157	1	22	.	22	561
sll0785|174	sll0785|174	1	22	.	22	208
sll0785|57	sll0785|57	1	17	.	17	236
sll0785|188	sll0785|188	1	21	.	21	349
sll0545|225	sll0545|225	1	17	.	17	442
sll0545|283	sll0545|283	1	19	.	19	591
sll0545|73	sll0545|73	1	21	.	21	220
sll0545|34	sll0545|34	1	20	.	20	906
sll0545|209	sll0545|209	1	20	.	20	623
sll0544|81	sll0544|81	1	19	.	19	446
sll0544|44	sll0544|44	1	19	.	19	434
sll0544|3	sll0544|3	1	20	.	20	64
sll0544|114	sll0544|114	1	20	.	20	394
sll0544|29	sll0544|29	1	20	.	20	322
sll0547|98	sll0547|98	1	20	.	20	516
sll0547|128	sll0547|128	1	17	.	17	326
sll0547|11	sll0547|11	1	17	.	17	359
sll0547|177	sll0547|177	1	22	.	22	667
sll0547|55	sll0547|55	1	18	.	18	557
slr0078|48	slr0078|48	1	18	.	18	314
slr0078|98	slr0078|98	1	19	.	19	1099
slr0078|122	slr0078|122	1	19	.	19	383
slr0078|37	slr0078|37	1	19	.	19	737
slr0078|25	slr0078|25	1	19	.	19	328
sll0540|135	sll0540|135	1	18	.	18	1100
sll0540|95	sll0540|95	1	17	.	17	250
sll0540|49	sll0540|49	1	18	.	18	517
sll0540|147	sll0540|147	1	21	.	21	375
sll0540|113	sll0540|113	1	18	.	18	457
sll0543|113	sll0543|113	1	20	.	20	233
sll0543|144	sll0543|144	1	21	.	21	111
sll0543|79	sll0543|79	1	19	.	19	894
sll0543|22	sll0543|22	1	21	.	21	366
sll0543|40	sll0543|40	1	17	.	17	320
fraH|67	fraH|67	1	17	.	17	200
fraH|28	fraH|28	1	17	.	17	193
fraH|87	fraH|87	1	22	.	22	177
fraH|12	fraH|12	1	22	.	22	357
fraH|43	fraH|43	1	20	.	20	104
map2|46	map2|46	1	19	.	19	190
map2|156	map2|156	1	18	.	18	414
map2|128	map2|128	1	22	.	22	362
map2|229	map2|229	1	17	.	17	257
map2|243	map2|243	1	22	.	22	245
map1|129	map1|129	1	21	.	21	264
map1|117	map1|117	1	20	.	20	904
map1|102	map1|102	1	18	.	18	820
map1|89	map1|89	1	17	.	17	455
map1|68	map1|68	1	20	.	20	344
cyp2|33	cyp2|33	1	19	.	19	174
cyp2|339	cyp2|339	1	21	.	21	347
cyp2|60	cyp2|60	1	19	.	19	146
cyp2|363	cyp2|363	1	22	.	22	379
cyp2|267	cyp2|267	1	19	.	19	176
slr0076|19	slr0076|19	1	21	.	21	81
slr0076|168	slr0076|168	1	20	.	20	498
slr0076|88	slr0076|88	1	19	.	19	72
slr0076|142	slr0076|142	1	19	.	19	286
slr0076|73	slr0076|73	1	18	.	18	77
blaOXA-3|66	blaOXA-3|66	1	20	.	20	448
blaOXA-3|139	blaOXA-3|139	1	22	.	22	203
blaOXA-3|196	blaOXA-3|196	1	17	.	17	804
blaOXA-3|102	blaOXA-3|102	1	20	.	20	437
blaOXA-3|229	blaOXA-3|229	1	20	.	20	674
slr0309|101	slr0309|101	1	17	.	17	557
slr0309|167	slr0309|167	1	17	.	17	137
slr0309|12	slr0309|12	1	20	.	20	450
slr0309|130	slr0309|130	1	19	.	19	548
slr0309|119	slr0309|119	1	21	.	21	395
sll1330|35	sll1330|35	1	17	.	17	480
sll1330|107	sll1330|107	1	20	.	20	708
sll1330|83	sll1330|83	1	21	.	21	399
sll1330|65	sll1330|65	1	22	.	22	490
sll1330|6	sll1330|6	1	20	.	20	587
sll1333|67	sll1333|67	1	22	.	22	620
sll1333|144	sll1333|144	1	19	.	19	379
sll1333|89	sll1333|89	1	22	.	22	377
sll1333|108	sll1333|108	1	17	.	17	123
sll1333|246	sll1333|246	1	20	.	20	449
sll1488|101	sll1488|101	1	18	.	18	154
sll1488|118	sll1488|118	1	20	.	20	382
sll1488|60	sll1488|60	1	22	.	22	784
sll1488|133	sll1488|133	1	22	.	22	246
sll1488|145	sll1488|145	1	17	.	17	418
sll1334|260	sll1334|260	1	22	.	22	130
sll1334|307	sll1334|307	1	17	.	17	138
sll1334|274	sll1334|274	1	19	.	19	481
sll1334|149	sll1334|149	1	19	.	19	1044
sll1334|43	sll1334|43	1	21	.	21	278
sll1336|86	sll1336|86	1	22	.	22	803
sll1336|97	sll1336|97	1	19	.	19	556
sll1336|29	sll1336|29	1	17	.	17	1153
sll1336|134	sll1336|134	1	19	.	19	610
sll1336|66	sll1336|66	1	18	.	18	376
sll1338|128	sll1338|128	1	20	.	20	1199
sll1338|116	sll1338|116	1	22	.	22	833
sll1338|144	sll1338|144	1	19	.	19	474
sll1338|67	sll1338|67	1	19	.	19	1011
sll1338|23	sll1338|23	1	22	.	22	1281
dnaJ4|82	dnaJ4|82	1	18	.	18	758
dnaJ4|96	dnaJ4|96	1	22	.	22	797
dnaJ4|3	dnaJ4|3	1	21	.	21	1308
dnaJ4|67	dnaJ4|67	1	17	.	17	1336
dnaJ4|17	dnaJ4|17	1	17	.	17	1766
amt3|196	amt3|196	1	19	.	19	595
amt3|4	amt3|4	1	21	.	21	551
amt3|269	amt3|269	1	21	.	21	376
amt3|313	amt3|313	1	22	.	22	210
amt3|295	amt3|295	1	22	.	22	95
ndhF4|155	ndhF4|155	1	19	.	19	263
ndhF4|86	ndhF4|86	1	22	.	22	395
ndhF4|62	ndhF4|62	1	19	.	19	395
ndhF4|104	ndhF4|104	1	21	.	21	396
ndhF4|169	ndhF4|169	1	20	.	20	392
slr0651|28	slr0651|28	1	20	.	20	18
slr0651|62	slr0651|62	1	19	.	19	62
slr0651|216	slr0651|216	1	21	.	21	29
slr0651|149	slr0651|149	1	18	.	18	124
slr0651|46	slr0651|46	1	21	.	21	30
slr1451|4	slr1451|4	1	18	.	18	393
slr1451|91	slr1451|91	1	22	.	22	255
slr1451|66	slr1451|66	1	18	.	18	479
slr1451|18	slr1451|18	1	21	.	21	291
slr1451|128	slr1451|128	1	19	.	19	977
slr1456|50	slr1456|50	1	18	.	18	418
slr1456|133	slr1456|133	1	19	.	19	440
slr1456|205	slr1456|205	1	21	.	21	294
slr1456|151	slr1456|151	1	22	.	22	252
slr1456|187	slr1456|187	1	19	.	19	477
slr0656|41	slr0656|41	1	21	.	21	375
slr0656|77	slr0656|77	1	22	.	22	400
slr0656|89	slr0656|89	1	20	.	20	502
slr0656|61	slr0656|61	1	22	.	22	611
slr0656|4	slr0656|4	1	17	.	17	1303
slr0655|9	slr0655|9	1	22	.	22	482
slr0655|51	slr0655|51	1	19	.	19	480
slr0655|80	slr0655|80	1	18	.	18	362
slr0655|20	slr0655|20	1	17	.	17	351
slr0655|112	slr0655|112	1	21	.	21	396
slr0654|151	slr0654|151	1	20	.	20	211
slr0654|61	slr0654|61	1	22	.	22	244
slr0654|242	slr0654|242	1	22	.	22	240
slr0654|97	slr0654|97	1	19	.	19	295
slr0654|25	slr0654|25	1	18	.	18	176
slr0658|146	slr0658|146	1	17	.	17	459
slr0658|268	slr0658|268	1	17	.	17	224
slr0658|34	slr0658|34	1	20	.	20	362
slr0658|239	slr0658|239	1	21	.	21	515
slr0658|4	slr0658|4	1	22	.	22	273
slr0712|67	slr0712|67	1	20	.	20	157
slr0712|95	slr0712|95	1	19	.	19	76
slr0712|160	slr0712|160	1	22	.	22	274
slr0712|4	slr0712|4	1	17	.	17	181
slr0712|145	slr0712|145	1	20	.	20	235
clpX|46	clpX|46	1	20	.	20	470
clpX|150	clpX|150	1	20	.	20	1953
clpX|3	clpX|3	1	20	.	20	200
clpX|77	clpX|77	1	18	.	18	729
clpX|163	clpX|163	1	22	.	22	684
cmpR|46	cmpR|46	1	17	.	17	134
cmpR|10	cmpR|10	1	20	.	20	256
cmpR|106	cmpR|106	1	19	.	19	341
cmpR|91	cmpR|91	1	22	.	22	270
cmpR|64	cmpR|64	1	18	.	18	369
slr0711|19	slr0711|19	1	21	.	21	887
slr0711|95	slr0711|95	1	18	.	18	566
slr0711|83	slr0711|83	1	19	.	19	640
slr0711|67	slr0711|67	1	22	.	22	105
slr0711|4	slr0711|4	1	17	.	17	1192
pknA4|129	pknA4|129	1	17	.	17	208
pknA4|558	pknA4|558	1	22	.	22	713
pknA4|8	pknA4|8	1	17	.	17	296
pknA4|93	pknA4|93	1	20	.	20	176
pknA4|40	pknA4|40	1	21	.	21	291
ssl1707|135	ssl1707|135	1	21	.	21	422
ssl1707|226	ssl1707|226	1	22	.	22	970
ssl1707|85	ssl1707|85	1	20	.	20	1299
ssl1004|21	ssl1004|21	1	19	.	19	26
ssl1004|159	ssl1004|159	1	22	.	22	531
ssl1004|37	ssl1004|37	1	19	.	19	25
ssl1004|131	ssl1004|131	1	21	.	21	74
ssl1004|105	ssl1004|105	1	22	.	22	96
panB|166	panB|166	1	22	.	22	173
panB|59	panB|59	1	21	.	21	295
panB|48	panB|48	1	20	.	20	131
panB|85	panB|85	1	22	.	22	670
panB|133	panB|133	1	17	.	17	205
cmpB|4	cmpB|4	1	19	.	19	42
cmpB|90	cmpB|90	1	21	.	21	44
cmpB|16	cmpB|16	1	18	.	18	74
cmpB|162	cmpB|162	1	19	.	19	74
cmpB|139	cmpB|139	1	17	.	17	121
ssl1277|134	ssl1277|134	1	22	.	22	411
ssl2667|44	ssl2667|44	1	18	.	18	123
ssl2667|99	ssl2667|99	1	22	.	22	445
ssl2667|136	ssl2667|136	1	22	.	22	673
ssl2667|148	ssl2667|148	1	18	.	18	588
ssl2667|198	ssl2667|198	1	22	.	22	209
slr0551|39	slr0551|39	1	19	.	19	386
slr0551|165	slr0551|165	1	21	.	21	1215
slr0551|19	slr0551|19	1	20	.	20	498
slr0551|73	slr0551|73	1	22	.	22	503
slr0551|129	slr0551|129	1	17	.	17	690
slr0552|4	slr0552|4	1	20	.	20	523
slr0552|64	slr0552|64	1	19	.	19	463
slr0552|15	slr0552|15	1	22	.	22	772
slr0552|30	slr0552|30	1	19	.	19	1467
slr0552|92	slr0552|92	1	19	.	19	401
slr0553|115	slr0553|115	1	22	.	22	351
slr0553|101	slr0553|101	1	19	.	19	399
slr0553|144	slr0553|144	1	21	.	21	338
slr0553|7	slr0553|7	1	18	.	18	395
slr0553|40	slr0553|40	1	19	.	19	1029
slr0554|24	slr0554|24	1	19	.	19	193
slr0554|8	slr0554|8	1	17	.	17	61
slr0554|125	slr0554|125	1	17	.	17	567
slr0554|52	slr0554|52	1	21	.	21	409
slr0554|113	slr0554|113	1	20	.	20	116
slr0556|88	slr0556|88	1	19	.	19	489
slr0556|103	slr0556|103	1	21	.	21	330
slr0556|7	slr0556|7	1	17	.	17	525
slr0556|70	slr0556|70	1	19	.	19	529
slr0556|41	slr0556|41	1	18	.	18	451
sll0031|28	sll0031|28	1	19	.	19	243
sll0031|204	sll0031|204	1	20	.	20	873
sll0031|62	sll0031|62	1	17	.	17	264
sll0031|47	sll0031|47	1	17	.	17	430
sll0031|79	sll0031|79	1	22	.	22	442
sll0033|10	sll0033|10	1	17	.	17	288
sll0033|113	sll0033|113	1	21	.	21	618
sll0033|235	sll0033|235	1	19	.	19	156
sll0033|67	sll0033|67	1	20	.	20	445
sll0033|223	sll0033|223	1	20	.	20	1766
nifJ|9	nifJ|9	1	17	.	17	544
nifJ|59	nifJ|59	1	22	.	22	253
nifJ|22	nifJ|22	1	20	.	20	443
nifJ|46	nifJ|46	1	21	.	21	542
nifJ|79	nifJ|79	1	22	.	22	514
sll0034|22	sll0034|22	1	19	.	19	359
sll0034|69	sll0034|69	1	21	.	21	528
sll0034|35	sll0034|35	1	21	.	21	363
sll0034|81	sll0034|81	1	21	.	21	706
sll0034|47	sll0034|47	1	22	.	22	300
sll0037|54	sll0037|54	1	22	.	22	165
sll0037|75	sll0037|75	1	17	.	17	276
sll0037|92	sll0037|92	1	22	.	22	264
sll0037|4	sll0037|4	1	20	.	20	274
sll0037|39	sll0037|39	1	18	.	18	280
sll0036|7	sll0036|7	1	18	.	18	201
sll0036|95	sll0036|95	1	18	.	18	755
sll0036|199	sll0036|199	1	22	.	22	526
sll0036|106	sll0036|106	1	22	.	22	194
sll0036|25	sll0036|25	1	21	.	21	251
sll0039|312	sll0039|312	1	22	.	22	138
sll0039|85	sll0039|85	1	18	.	18	493
sll0039|228	sll0039|228	1	22	.	22	155
sll0039|284	sll0039|284	1	18	.	18	358
sll0039|124	sll0039|124	1	18	.	18	571
sll0038|9	sll0038|9	1	19	.	19	380
sll0038|33	sll0038|33	1	22	.	22	229
sll0038|64	sll0038|64	1	21	.	21	140
sll0038|52	sll0038|52	1	21	.	21	477
sll0038|22	sll0038|22	1	19	.	19	218
sll0630|89	sll0630|89	1	17	.	17	229
sll0630|21	sll0630|21	1	18	.	18	1321
sll0630|67	sll0630|67	1	21	.	21	444
sll0630|52	sll0630|52	1	22	.	22	625
sll0630|116	sll0630|116	1	22	.	22	1331
slr0929|110	slr0929|110	1	19	.	19	809
slr0929|153	slr0929|153	1	20	.	20	479
slr0929|10	slr0929|10	1	19	.	19	726
slr0929|56	slr0929|56	1	20	.	20	379
slr0929|43	slr0929|43	1	17	.	17	667
ssr1562|128	ssr1562|128	1	21	.	21	469
ssr1562|113	ssr1562|113	1	19	.	19	496
ssr1562|148	ssr1562|148	1	18	.	18	495
ssr1562|30	ssr1562|30	1	21	.	21	162
psaK2|150	psaK2|150	1	21	.	21	1076
psaK2|139	psaK2|139	1	17	.	17	309
psaK2|232	psaK2|232	1	18	.	18	334
psaK2|170	psaK2|170	1	21	.	21	536
psaK2|13	psaK2|13	1	17	.	17	564
modA|124	modA|124	1	19	.	19	412
modA|145	modA|145	1	19	.	19	759
modA|104	modA|104	1	20	.	20	181
modA|29	modA|29	1	20	.	20	176
modA|80	modA|80	1	22	.	22	206
slr1424|10	slr1424|10	1	19	.	19	44
slr1424|81	slr1424|81	1	21	.	21	112
slr1424|52	slr1424|52	1	18	.	18	73
slr1424|145	slr1424|145	1	21	.	21	57
slr1424|109	slr1424|109	1	21	.	21	17
slr0537|65	slr0537|65	1	22	.	22	501
slr0537|79	slr0537|79	1	20	.	20	508
slr0537|281	slr0537|281	1	17	.	17	330
slr0537|241	slr0537|241	1	20	.	20	269
slr0537|146	slr0537|146	1	22	.	22	351
ndhI|199	ndhI|199	1	21	.	21	169
ndhI|147	ndhI|147	1	21	.	21	246
ndhI|129	ndhI|129	1	21	.	21	102
ndhI|88	ndhI|88	1	22	.	22	129
ndhI|111	ndhI|111	1	21	.	21	44
ssb|34	ssb|34	1	17	.	17	121
ssb|129	ssb|129	1	20	.	20	165
ssb|91	ssb|91	1	21	.	21	1214
ssb|17	ssb|17	1	18	.	18	159
ssb|178	ssb|178	1	20	.	20	349
sll0896|84	sll0896|84	1	18	.	18	397
sll0896|42	sll0896|42	1	20	.	20	195
sll0896|256	sll0896|256	1	19	.	19	367
sll0896|19	sll0896|19	1	19	.	19	207
sll0896|179	sll0896|179	1	17	.	17	159
ape2|28	ape2|28	1	20	.	20	245
ape2|66	ape2|66	1	22	.	22	366
ape2|54	ape2|54	1	21	.	21	257
ape2|78	ape2|78	1	19	.	19	116
ape2|13	ape2|13	1	18	.	18	119
glmU|57	glmU|57	1	18	.	18	151
glmU|239	glmU|239	1	21	.	21	259
glmU|37	glmU|37	1	20	.	20	122
glmU|120	glmU|120	1	19	.	19	2192
glmU|261	glmU|261	1	17	.	17	206
slr1421|61	slr1421|61	1	21	.	21	307
slr1421|231	slr1421|231	1	22	.	22	218
slr1421|115	slr1421|115	1	21	.	21	90
slr1421|207	slr1421|207	1	19	.	19	56
slr1421|150	slr1421|150	1	17	.	17	189
slr1420|132	slr1420|132	1	19	.	19	504
slr1420|52	slr1420|52	1	18	.	18	394
slr1420|118	slr1420|118	1	20	.	20	63
slr1420|29	slr1420|29	1	22	.	22	186
slr1420|14	slr1420|14	1	17	.	17	301
nadB|83	nadB|83	1	21	.	21	142
nadB|50	nadB|50	1	20	.	20	279
nadB|37	nadB|37	1	17	.	17	832
nadB|72	nadB|72	1	18	.	18	329
nadB|100	nadB|100	1	18	.	18	378
nadA|31	nadA|31	1	22	.	22	165
nadA|118	nadA|118	1	17	.	17	266
nadA|97	nadA|97	1	22	.	22	366
nadA|7	nadA|7	1	17	.	17	206
nadA|18	nadA|18	1	18	.	18	245
slr1429|154	slr1429|154	1	18	.	18	489
slr1429|80	slr1429|80	1	18	.	18	450
slr1429|7	slr1429|7	1	19	.	19	723
slr1429|61	slr1429|61	1	17	.	17	186
slr1429|179	slr1429|179	1	18	.	18	459
hemE|132	hemE|132	1	21	.	21	501
hemE|83	hemE|83	1	18	.	18	107
hemE|21	hemE|21	1	21	.	21	79
hemE|63	hemE|63	1	22	.	22	790
hemE|40	hemE|40	1	19	.	19	508
slr0765|172	slr0765|172	1	18	.	18	384
slr0765|241	slr0765|241	1	21	.	21	289
slr0765|183	slr0765|183	1	17	.	17	376
slr0765|159	slr0765|159	1	21	.	21	269
slr0765|100	slr0765|100	1	20	.	20	367
sll0529|115	sll0529|115	1	21	.	21	390
sll0529|127	sll0529|127	1	18	.	18	281
sll0529|100	sll0529|100	1	17	.	17	385
sll0529|83	sll0529|83	1	19	.	19	491
sll0529|4	sll0529|4	1	17	.	17	210
sll0528|115	sll0528|115	1	21	.	21	437
sll0528|139	sll0528|139	1	19	.	19	700
sll0528|128	sll0528|128	1	18	.	18	457
sll0528|44	sll0528|44	1	20	.	20	567
sll0528|157	sll0528|157	1	18	.	18	417
sll0525|224	sll0525|224	1	17	.	17	235
sll0525|238	sll0525|238	1	21	.	21	1095
sll0525|77	sll0525|77	1	20	.	20	172
sll0525|148	sll0525|148	1	17	.	17	755
sll0525|19	sll0525|19	1	21	.	21	127
sll0524|206	sll0524|206	1	21	.	21	227
sll0524|124	sll0524|124	1	20	.	20	672
sll0524|56	sll0524|56	1	17	.	17	348
sll0524|84	sll0524|84	1	19	.	19	295
sll0524|45	sll0524|45	1	18	.	18	378
ssl1263|145	ssl1263|145	1	20	.	20	632
ssl1263|47	ssl1263|47	1	18	.	18	499
ssl1263|172	ssl1263|172	1	19	.	19	327
ssl1263|76	ssl1263|76	1	17	.	17	1144
ssl1263|124	ssl1263|124	1	17	.	17	307
dapA|22	dapA|22	1	20	.	20	447
dapA|33	dapA|33	1	17	.	17	590
dapA|67	dapA|67	1	17	.	17	522
dapA|56	dapA|56	1	19	.	19	367
dapA|122	dapA|122	1	22	.	22	941
slr0930|64	slr0930|64	1	18	.	18	207
slr0930|21	slr0930|21	1	21	.	21	623
slr0930|53	slr0930|53	1	17	.	17	291
slr0930|9	slr0930|9	1	17	.	17	260
slr0930|37	slr0930|37	1	19	.	19	166
sll0744|58	sll0744|58	1	19	.	19	428
sll0744|42	sll0744|42	1	20	.	20	201
sll0744|275	sll0744|275	1	19	.	19	315
sll0744|136	sll0744|136	1	20	.	20	229
sll0744|14	sll0744|14	1	17	.	17	103
sll0743|220	sll0743|220	1	18	.	18	401
sll0743|397	sll0743|397	1	20	.	20	32
sll0743|358	sll0743|358	1	18	.	18	82
sll0743|385	sll0743|385	1	21	.	21	231
sll0743|209	sll0743|209	1	20	.	20	23
sll0742|61	sll0742|61	1	20	.	20	208
sll0742|226	sll0742|226	1	17	.	17	670
sll0742|209	sll0742|209	1	22	.	22	54
sll0742|41	sll0742|41	1	20	.	20	123
sll0742|290	sll0742|290	1	17	.	17	427
sll0740|53	sll0740|53	1	17	.	17	498
sll0740|258	sll0740|258	1	17	.	17	178
sll0740|100	sll0740|100	1	22	.	22	55
sll0740|355	sll0740|355	1	20	.	20	458
sll0740|111	sll0740|111	1	18	.	18	16
petM|67	petM|67	1	19	.	19	179
petM|52	petM|52	1	18	.	18	180
petM|4	petM|4	1	21	.	21	376
gltB2|15	gltB2|15	1	18	.	18	271
gltB2|27	gltB2|27	1	22	.	22	458
gltB2|4	gltB2|4	1	21	.	21	645
gltB2|40	gltB2|40	1	19	.	19	244
gltB2|52	gltB2|52	1	22	.	22	388
slr1428|184	slr1428|184	1	19	.	19	242
slr1428|54	slr1428|54	1	17	.	17	394
slr1428|201	slr1428|201	1	20	.	20	294
slr1428|91	slr1428|91	1	22	.	22	357
slr1428|152	slr1428|152	1	18	.	18	439
sll0624|150	sll0624|150	1	19	.	19	199
sll0624|193	sll0624|193	1	17	.	17	372
sll0624|14	sll0624|14	1	20	.	20	399
sll0625|17	sll0625|17	1	21	.	21	335
sll0625|90	sll0625|90	1	19	.	19	256
sll0625|3	sll0625|3	1	19	.	19	316
sll0625|111	sll0625|111	1	18	.	18	223
sll0625|73	sll0625|73	1	17	.	17	450
aroE|92	aroE|92	1	20	.	20	613
aroE|3	aroE|3	1	19	.	19	120
aroE|61	aroE|61	1	22	.	22	151
aroE|29	aroE|29	1	21	.	21	326
aroE|48	aroE|48	1	17	.	17	296
ndhD4|68	ndhD4|68	1	17	.	17	454
ndhD4|57	ndhD4|57	1	18	.	18	381
ndhD4|112	ndhD4|112	1	17	.	17	759
ndhD4|94	ndhD4|94	1	19	.	19	208
ndhD4|162	ndhD4|162	1	17	.	17	316
sll0898|204	sll0898|204	1	21	.	21	312
sll0898|84	sll0898|84	1	22	.	22	666
sll0898|4	sll0898|4	1	18	.	18	496
sll0898|165	sll0898|165	1	22	.	22	408
sll0898|97	sll0898|97	1	22	.	22	360
proC|4	proC|4	1	22	.	22	683
proC|76	proC|76	1	17	.	17	255
proC|108	proC|108	1	21	.	21	354
proC|119	proC|119	1	19	.	19	64
proC|46	proC|46	1	22	.	22	415
asnS|81	asnS|81	1	21	.	21	530
asnS|164	asnS|164	1	19	.	19	295
asnS|61	asnS|61	1	21	.	21	232
asnS|99	asnS|99	1	17	.	17	502
asnS|118	asnS|118	1	18	.	18	141
murC|88	murC|88	1	18	.	18	315
murC|158	murC|158	1	21	.	21	243
murC|42	murC|42	1	20	.	20	4
murC|142	murC|142	1	18	.	18	536
murC|107	murC|107	1	20	.	20	519
murE|64	murE|64	1	19	.	19	188
murE|83	murE|83	1	20	.	20	570
murE|46	murE|46	1	17	.	17	303
murE|130	murE|130	1	21	.	21	1053
murE|118	murE|118	1	21	.	21	739
sll0493|98	sll0493|98	1	19	.	19	763
sll0493|62	sll0493|62	1	22	.	22	454
sll0493|184	sll0493|184	1	20	.	20	870
sll0493|32	sll0493|32	1	18	.	18	262
sll0493|131	sll0493|131	1	21	.	21	291
ddh|146	ddh|146	1	18	.	18	319
ddh|59	ddh|59	1	17	.	17	319
ddh|47	ddh|47	1	18	.	18	360
ddh|134	ddh|134	1	19	.	19	404
ddh|94	ddh|94	1	21	.	21	372
sll0737|91	sll0737|91	1	20	.	20	322
sll0737|16	sll0737|16	1	18	.	18	293
sll0737|62	sll0737|62	1	20	.	20	375
sll0737|34	sll0737|34	1	22	.	22	299
sll0737|4	sll0737|4	1	21	.	21	474
lysA|18	lysA|18	1	17	.	17	62
lysA|63	lysA|63	1	18	.	18	71
lysA|7	lysA|7	1	21	.	21	5
lysA|31	lysA|31	1	22	.	22	74
lysA|52	lysA|52	1	20	.	20	187
sll0536|272	sll0536|272	1	17	.	17	396
sll0536|10	sll0536|10	1	22	.	22	313
sll0536|159	sll0536|159	1	20	.	20	477
sll0536|214	sll0536|214	1	20	.	20	353
sll0536|64	sll0536|64	1	18	.	18	146
sll0739|55	sll0739|55	1	20	.	20	445
sll0739|43	sll0739|43	1	20	.	20	437
sll0739|31	sll0739|31	1	17	.	17	332
sll0739|18	sll0739|18	1	20	.	20	177
sll0739|4	sll0739|4	1	18	.	18	660
slr1557|74	slr1557|74	1	21	.	21	489
slr1557|31	slr1557|31	1	22	.	22	762
slr1557|85	slr1557|85	1	18	.	18	311
slr1557|59	slr1557|59	1	18	.	18	556
slr1557|10	slr1557|10	1	17	.	17	365
sbpA|64	sbpA|64	1	20	.	20	1535
sbpA|93	sbpA|93	1	20	.	20	642
sbpA|136	sbpA|136	1	19	.	19	249
sbpA|79	sbpA|79	1	22	.	22	735
sbpA|116	sbpA|116	1	17	.	17	554
sll1340|64	sll1340|64	1	20	.	20	418
sll1340|189	sll1340|189	1	18	.	18	164
sll1340|88	sll1340|88	1	19	.	19	218
sll1340|39	sll1340|39	1	17	.	17	902
sll1340|51	sll1340|51	1	18	.	18	871
cysA|75	cysA|75	1	18	.	18	297
cysA|312	cysA|312	1	17	.	17	345
cysA|94	cysA|94	1	19	.	19	136
cysA|105	cysA|105	1	17	.	17	249
cysA|199	cysA|199	1	20	.	20	244
sll1344|82	sll1344|82	1	19	.	19	702
sll1344|175	sll1344|175	1	19	.	19	346
sll1344|106	sll1344|106	1	19	.	19	478
sll1344|121	sll1344|121	1	20	.	20	318
sll1344|50	sll1344|50	1	17	.	17	157
ssr1114|144	ssr1114|144	1	18	.	18	321
ssr1114|222	ssr1114|222	1	21	.	21	249
ssr1114|79	ssr1114|79	1	19	.	19	140
