# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Synechocystis_v2_trimmed.saf" "-s" "0" "-o" "BG11_control_t8_r2_T1.featureCounts.txt" "BG11_control_t8_r2_T1.bam" 
Geneid	Chr	Start	End	Strand	Length	BG11_control_t8_r2_T1.bam
slr0730|34	slr0730|34	1	20	.	20	595
slr0730|60	slr0730|60	1	19	.	19	297
slr0730|4	slr0730|4	1	19	.	19	210
slr0730|45	slr0730|45	1	21	.	21	661
atpI|167	atpI|167	1	20	.	20	56
atpI|11	atpI|11	1	18	.	18	30
atpI|232	atpI|232	1	18	.	18	65
atpI|41	atpI|41	1	17	.	17	32
atpI|52	atpI|52	1	21	.	21	92
atpH|68	atpH|68	1	20	.	20	118
atpH|34	atpH|34	1	22	.	22	117
atpH|91	atpH|91	1	19	.	19	155
atpH|103	atpH|103	1	22	.	22	316
atpH|10	atpH|10	1	19	.	19	84
atpC|124	atpC|124	1	22	.	22	354
atpC|3	atpC|3	1	17	.	17	36
atpC|85	atpC|85	1	21	.	21	306
atpC|26	atpC|26	1	17	.	17	82
atpC|103	atpC|103	1	22	.	22	402
hypD|73	hypD|73	1	19	.	19	965
hypD|61	hypD|61	1	21	.	21	525
hypD|40	hypD|40	1	18	.	18	433
hypD|112	hypD|112	1	20	.	20	301
hypD|28	hypD|28	1	19	.	19	336
atpA|98	atpA|98	1	18	.	18	740
atpA|178	atpA|178	1	20	.	20	116
atpA|55	atpA|55	1	20	.	20	72
atpA|71	atpA|71	1	19	.	19	193
atpA|41	atpA|41	1	18	.	18	22
atpG|175	atpG|175	1	20	.	20	120
atpG|127	atpG|127	1	17	.	17	120
atpG|16	atpG|16	1	19	.	19	66
atpG|142	atpG|142	1	22	.	22	128
atpG|157	atpG|157	1	17	.	17	198
atpF|85	atpF|85	1	19	.	19	81
atpF|10	atpF|10	1	17	.	17	301
atpF|142	atpF|142	1	19	.	19	67
atpF|28	atpF|28	1	22	.	22	300
atpF|167	atpF|167	1	20	.	20	44
atpD|135	atpD|135	1	18	.	18	224
atpD|118	atpD|118	1	20	.	20	119
atpD|190	atpD|190	1	18	.	18	94
atpD|36	atpD|36	1	22	.	22	190
atpD|161	atpD|161	1	20	.	20	249
glmS|28	glmS|28	1	20	.	20	112
glmS|47	glmS|47	1	21	.	21	112
glmS|91	glmS|91	1	17	.	17	294
glmS|112	glmS|112	1	21	.	21	72
glmS|226	glmS|226	1	18	.	18	405
ssr2972|58	ssr2972|58	1	19	.	19	191
ssr2972|127	ssr2972|127	1	21	.	21	101
ssr2972|90	ssr2972|90	1	17	.	17	641
ssr2972|103	ssr2972|103	1	18	.	18	723
ssr2972|47	ssr2972|47	1	19	.	19	731
slr1501|79	slr1501|79	1	20	.	20	450
slr1501|34	slr1501|34	1	21	.	21	367
slr1501|10	slr1501|10	1	18	.	18	248
slr1501|48	slr1501|48	1	21	.	21	309
slr1501|22	slr1501|22	1	22	.	22	274
slr1774|226	slr1774|226	1	21	.	21	295
slr1774|91	slr1774|91	1	17	.	17	485
slr1774|147	slr1774|147	1	22	.	22	717
slr1774|107	slr1774|107	1	17	.	17	262
slr1774|160	slr1774|160	1	18	.	18	337
slr1773|227	slr1773|227	1	17	.	17	226
slr1773|93	slr1773|93	1	18	.	18	499
slr1773|78	slr1773|78	1	18	.	18	297
slr1773|65	slr1773|65	1	22	.	22	694
slr1773|54	slr1773|54	1	22	.	22	181
slr1772|133	slr1772|133	1	17	.	17	267
slr1772|151	slr1772|151	1	17	.	17	292
slr1772|16	slr1772|16	1	17	.	17	680
slr1772|222	slr1772|222	1	20	.	20	610
slr1772|48	slr1772|48	1	17	.	17	416
trx|126	trx|126	1	19	.	19	425
trx|80	trx|80	1	20	.	20	28
trx|45	trx|45	1	22	.	22	336
trx|102	trx|102	1	19	.	19	104
trx|31	trx|31	1	22	.	22	135
ssl2009|103	ssl2009|103	1	19	.	19	157
ssl2009|233	ssl2009|233	1	21	.	21	519
ssl2009|83	ssl2009|83	1	20	.	20	573
fhuA|187	fhuA|187	1	20	.	20	970
fhuA|127	fhuA|127	1	17	.	17	248
fhuA|103	fhuA|103	1	20	.	20	930
fhuA|28	fhuA|28	1	21	.	21	962
fhuA|157	fhuA|157	1	21	.	21	279
slr1776|112	slr1776|112	1	22	.	22	440
slr1776|48	slr1776|48	1	19	.	19	361
slr1776|100	slr1776|100	1	18	.	18	402
slr1776|141	slr1776|141	1	22	.	22	520
slr1776|85	slr1776|85	1	18	.	18	371
upp|215	upp|215	1	21	.	21	424
upp|196	upp|196	1	17	.	17	295
upp|27	upp|27	1	20	.	20	79
upp|130	upp|130	1	21	.	21	546
upp|156	upp|156	1	17	.	17	401
slr1415|37	slr1415|37	1	22	.	22	522
slr1415|70	slr1415|70	1	20	.	20	553
slr1415|105	slr1415|105	1	19	.	19	179
slr1415|12	slr1415|12	1	18	.	18	497
slr1415|119	slr1415|119	1	21	.	21	401
dapB|79	dapB|79	1	21	.	21	144
dapB|56	dapB|56	1	20	.	20	59
dapB|123	dapB|123	1	17	.	17	329
dapB|180	dapB|180	1	21	.	21	518
dapB|21	dapB|21	1	18	.	18	384
pchR|16	pchR|16	1	19	.	19	319
pchR|49	pchR|49	1	22	.	22	189
pchR|4	pchR|4	1	20	.	20	269
pchR|70	pchR|70	1	19	.	19	322
pchR|29	pchR|29	1	19	.	19	190
psb13|148	psb13|148	1	20	.	20	318
psb13|136	psb13|136	1	17	.	17	281
psb13|19	psb13|19	1	17	.	17	1020
psb13|37	psb13|37	1	17	.	17	685
psb13|56	psb13|56	1	19	.	19	313
fus|114	fus|114	1	22	.	22	411
fus|25	fus|25	1	20	.	20	519
fus|9	fus|9	1	19	.	19	620
fus|55	fus|55	1	18	.	18	279
fus|167	fus|167	1	21	.	21	1169
llaI_2|982	llaI_2|982	1	19	.	19	360
llaI_2|444	llaI_2|444	1	17	.	17	445
llaI_2|1259	llaI_2|1259	1	20	.	20	339
llaI_2|327	llaI_2|327	1	22	.	22	277
ssl0410|214	ssl0410|214	1	19	.	19	241
ssl0410|19	ssl0410|19	1	20	.	20	194
ssl0410|115	ssl0410|115	1	22	.	22	753
ssl0410|52	ssl0410|52	1	20	.	20	35
sll0230|38	sll0230|38	1	22	.	22	321
sll0230|127	sll0230|127	1	22	.	22	306
sll0230|148	sll0230|148	1	18	.	18	630
sll0230|90	sll0230|90	1	17	.	17	814
sll0230|109	sll0230|109	1	21	.	21	384
msrA2|80	msrA2|80	1	22	.	22	483
msrA2|62	msrA2|62	1	17	.	17	422
msrA2|190	msrA2|190	1	20	.	20	638
msrA2|16	msrA2|16	1	18	.	18	104
msrA2|151	msrA2|151	1	19	.	19	208
psaK|112	psaK|112	1	22	.	22	793
psaK|34	psaK|34	1	22	.	22	360
psaK|136	psaK|136	1	18	.	18	342
psaK|50	psaK|50	1	20	.	20	303
psaK|22	psaK|22	1	21	.	21	207
psaD|64	psaD|64	1	20	.	20	46
psaD|126	psaD|126	1	17	.	17	288
psaD|97	psaD|97	1	18	.	18	71
psaD|21	psaD|21	1	21	.	21	41
psaD|85	psaD|85	1	19	.	19	239
aroK|41	aroK|41	1	21	.	21	233
aroK|259	aroK|259	1	20	.	20	400
aroK|238	aroK|238	1	18	.	18	308
aroK|87	aroK|87	1	19	.	19	252
aroK|76	aroK|76	1	17	.	17	306
rffM|11	rffM|11	1	20	.	20	423
rffM|58	rffM|58	1	17	.	17	432
rffM|190	rffM|190	1	20	.	20	437
rffM|122	rffM|122	1	18	.	18	467
rffM|97	rffM|97	1	19	.	19	347
sll1036|42	sll1036|42	1	21	.	21	296
sll1036|54	sll1036|54	1	20	.	20	1166
sll1036|202	sll1036|202	1	19	.	19	354
sll1036|136	sll1036|136	1	17	.	17	904
sll1036|170	sll1036|170	1	19	.	19	644
ssl0426|241	ssl0426|241	1	20	.	20	393
ssl0426|256	ssl0426|256	1	17	.	17	299
ssl0426|148	ssl0426|148	1	17	.	17	233
fecD|29	fecD|29	1	17	.	17	763
fecD|76	fecD|76	1	22	.	22	192
fecD|45	fecD|45	1	22	.	22	441
fecD|59	fecD|59	1	19	.	19	548
fecD|7	fecD|7	1	19	.	19	818
fecE|65	fecE|65	1	17	.	17	315
fecE|47	fecE|47	1	19	.	19	394
fecE|25	fecE|25	1	22	.	22	856
fecE|98	fecE|98	1	17	.	17	884
fecE|13	fecE|13	1	18	.	18	253
fecB|91	fecB|91	1	21	.	21	555
fecB|74	fecB|74	1	18	.	18	529
fecB|106	fecB|106	1	22	.	22	432
fecB|13	fecB|13	1	21	.	21	278
fecB|24	fecB|24	1	20	.	20	285
fecC|147	fecC|147	1	18	.	18	832
fecC|3	fecC|3	1	20	.	20	169
fecC|54	fecC|54	1	18	.	18	326
fecC|67	fecC|67	1	19	.	19	209
fecC|115	fecC|115	1	19	.	19	12
phb|12	phb|12	1	20	.	20	572
phb|112	phb|112	1	21	.	21	366
phb|101	phb|101	1	18	.	18	407
phb|55	phb|55	1	20	.	20	552
phb|139	phb|139	1	18	.	18	524
ssl2733|51	ssl2733|51	1	19	.	19	534
ssl2733|30	ssl2733|30	1	20	.	20	196
ssl2733|187	ssl2733|187	1	18	.	18	1244
folK|27	folK|27	1	17	.	17	357
folK|38	folK|38	1	18	.	18	202
folK|106	folK|106	1	22	.	22	793
folK|75	folK|75	1	18	.	18	668
folK|6	folK|6	1	17	.	17	410
sll1039|173	sll1039|173	1	20	.	20	375
sll1039|78	sll1039|78	1	20	.	20	544
sll1039|157	sll1039|157	1	17	.	17	369
sll1039|43	sll1039|43	1	19	.	19	619
sll1039|143	sll1039|143	1	17	.	17	438
cysM|53	cysM|53	1	17	.	17	441
cysM|28	cysM|28	1	18	.	18	446
cysM|40	cysM|40	1	22	.	22	491
cysM|134	cysM|134	1	22	.	22	791
cysM|113	cysM|113	1	18	.	18	406
ccmK2|28	ccmK2|28	1	21	.	21	744
ccmK2|39	ccmK2|39	1	18	.	18	625
ccmK2|151	ccmK2|151	1	22	.	22	931
ccmK2|76	ccmK2|76	1	20	.	20	312
ccmK2|172	ccmK2|172	1	19	.	19	1341
sll0228|55	sll0228|55	1	21	.	21	1158
sll0228|93	sll0228|93	1	20	.	20	217
sll0228|118	sll0228|118	1	18	.	18	298
sll0228|22	sll0228|22	1	17	.	17	198
sll0228|9	sll0228|9	1	21	.	21	352
cysH|152	cysH|152	1	20	.	20	277
cysH|61	cysH|61	1	19	.	19	346
cysH|79	cysH|79	1	22	.	22	955
cysH|94	cysH|94	1	21	.	21	388
cysH|30	cysH|30	1	20	.	20	287
sll0224|112	sll0224|112	1	21	.	21	246
sll0224|83	sll0224|83	1	19	.	19	269
sll0224|13	sll0224|13	1	17	.	17	287
sll0224|135	sll0224|135	1	22	.	22	447
sll0224|57	sll0224|57	1	22	.	22	495
sll0225|138	sll0225|138	1	19	.	19	364
sll0225|182	sll0225|182	1	18	.	18	609
sll0225|274	sll0225|274	1	21	.	21	312
sll0225|231	sll0225|231	1	17	.	17	230
sll0225|193	sll0225|193	1	19	.	19	107
slr1780|232	slr1780|232	1	20	.	20	582
slr1780|28	slr1780|28	1	17	.	17	333
slr1780|135	slr1780|135	1	22	.	22	341
slr1780|212	slr1780|212	1	20	.	20	379
slr1780|244	slr1780|244	1	20	.	20	266
ccmM|79	ccmM|79	1	21	.	21	734
ccmM|108	ccmM|108	1	22	.	22	434
ccmM|67	ccmM|67	1	22	.	22	302
ccmM|119	ccmM|119	1	22	.	22	455
ccmM|13	ccmM|13	1	22	.	22	1100
slr1488|151	slr1488|151	1	18	.	18	210
slr1488|5	slr1488|5	1	19	.	19	837
slr1488|51	slr1488|51	1	22	.	22	237
slr1488|211	slr1488|211	1	17	.	17	186
slr1488|104	slr1488|104	1	20	.	20	317
ccmN|214	ccmN|214	1	19	.	19	647
ccmN|9	ccmN|9	1	22	.	22	745
ccmN|237	ccmN|237	1	20	.	20	754
ccmN|172	ccmN|172	1	17	.	17	520
ccmN|127	ccmN|127	1	21	.	21	1828
cad|27	cad|27	1	22	.	22	350
cad|50	cad|50	1	20	.	20	505
cad|138	cad|138	1	17	.	17	218
cad|89	cad|89	1	18	.	18	532
cad|8	cad|8	1	19	.	19	383
ccmK|119	ccmK|119	1	20	.	20	1103
ccmK|28	ccmK|28	1	20	.	20	322
ccmK|39	ccmK|39	1	20	.	20	1069
ccmK|55	ccmK|55	1	21	.	21	572
ccmK|76	ccmK|76	1	17	.	17	838
slr0722|138	slr0722|138	1	20	.	20	212
slr0722|7	slr0722|7	1	18	.	18	1260
slr0722|65	slr0722|65	1	17	.	17	481
slr0722|104	slr0722|104	1	19	.	19	128
slr0722|88	slr0722|88	1	22	.	22	386
hhoA|23	hhoA|23	1	22	.	22	591
hhoA|9	hhoA|9	1	20	.	20	388
hhoA|133	hhoA|133	1	17	.	17	347
hhoA|114	hhoA|114	1	17	.	17	199
hhoA|76	hhoA|76	1	19	.	19	563
cbiF|116	cbiF|116	1	21	.	21	463
cbiF|165	cbiF|165	1	19	.	19	996
cbiF|53	cbiF|53	1	20	.	20	1000
cbiF|76	cbiF|76	1	17	.	17	171
cbiF|130	cbiF|130	1	17	.	17	107
slr1485|88	slr1485|88	1	20	.	20	270
slr1485|71	slr1485|71	1	18	.	18	979
slr1485|143	slr1485|143	1	21	.	21	973
slr1485|26	slr1485|26	1	19	.	19	852
slr1485|55	slr1485|55	1	19	.	19	385
slr1484|79	slr1484|79	1	20	.	20	412
slr1484|65	slr1484|65	1	18	.	18	496
slr1484|44	slr1484|44	1	22	.	22	33
slr1484|25	slr1484|25	1	20	.	20	198
slr1484|144	slr1484|144	1	22	.	22	162
iutA|114	iutA|114	1	20	.	20	281
iutA|186	iutA|186	1	21	.	21	462
iutA|301	iutA|301	1	20	.	20	101
iutA|84	iutA|84	1	20	.	20	357
iutA|238	iutA|238	1	18	.	18	189
pheA|52	pheA|52	1	20	.	20	108
pheA|3	pheA|3	1	18	.	18	68
pheA|114	pheA|114	1	21	.	21	310
pheA|30	pheA|30	1	20	.	20	131
pheA|136	pheA|136	1	22	.	22	480
slr1119|50	slr1119|50	1	18	.	18	340
slr1119|70	slr1119|70	1	19	.	19	986
slr1119|13	slr1119|13	1	17	.	17	418
slr1119|83	slr1119|83	1	20	.	20	324
slr1119|105	slr1119|105	1	22	.	22	255
ccmL|25	ccmL|25	1	21	.	21	292
ccmL|184	ccmL|184	1	22	.	22	274
ccmL|173	ccmL|173	1	17	.	17	901
ccmL|215	ccmL|215	1	19	.	19	643
ccmL|48	ccmL|48	1	19	.	19	968
slr1117|56	slr1117|56	1	18	.	18	355
slr1117|76	slr1117|76	1	20	.	20	677
slr1117|91	slr1117|91	1	22	.	22	350
slr1117|41	slr1117|41	1	19	.	19	127
slr1117|22	slr1117|22	1	19	.	19	442
slr1116|253	slr1116|253	1	18	.	18	401
slr1116|31	slr1116|31	1	22	.	22	323
slr1116|230	slr1116|230	1	22	.	22	262
slr1116|218	slr1116|218	1	17	.	17	467
slr1116|76	slr1116|76	1	18	.	18	266
slr1115|34	slr1115|34	1	22	.	22	711
slr1115|137	slr1115|137	1	20	.	20	447
slr1115|73	slr1115|73	1	20	.	20	272
slr1115|49	slr1115|49	1	19	.	19	128
slr1115|124	slr1115|124	1	18	.	18	611
slr1114|32	slr1114|32	1	21	.	21	126
slr1114|48	slr1114|48	1	17	.	17	300
slr1114|74	slr1114|74	1	17	.	17	303
slr1114|59	slr1114|59	1	18	.	18	213
slr1114|19	slr1114|19	1	18	.	18	305
slr1113|88	slr1113|88	1	20	.	20	357
slr1113|19	slr1113|19	1	20	.	20	317
slr1113|46	slr1113|46	1	21	.	21	172
slr1113|58	slr1113|58	1	20	.	20	487
slr1113|74	slr1113|74	1	18	.	18	206
slr1110|117	slr1110|117	1	22	.	22	306
slr1110|132	slr1110|132	1	17	.	17	202
slr1110|106	slr1110|106	1	17	.	17	141
slr1110|91	slr1110|91	1	19	.	19	123
slr1110|27	slr1110|27	1	19	.	19	196
ssl1326|241	ssl1326|241	1	20	.	20	239
ssl1326|103	ssl1326|103	1	20	.	20	393
ssl1326|52	ssl1326|52	1	20	.	20	553
ssl1326|64	ssl1326|64	1	20	.	20	284
sll1041|56	sll1041|56	1	17	.	17	446
sll1041|44	sll1041|44	1	19	.	19	401
sll1041|68	sll1041|68	1	19	.	19	928
sll1041|9	sll1041|9	1	18	.	18	272
sll1041|32	sll1041|32	1	20	.	20	362
slr0236|104	slr0236|104	1	19	.	19	452
slr0236|11	slr0236|11	1	20	.	20	279
slr0236|123	slr0236|123	1	20	.	20	564
slr0236|25	slr0236|25	1	19	.	19	485
slr0236|52	slr0236|52	1	17	.	17	35
slr0725|118	slr0725|118	1	20	.	20	246
slr0725|239	slr0725|239	1	18	.	18	117
slr0725|61	slr0725|61	1	18	.	18	485
slr0725|4	slr0725|4	1	17	.	17	371
slr0725|105	slr0725|105	1	22	.	22	326
sll1204|7	sll1204|7	1	21	.	21	831
sll1204|383	sll1204|383	1	18	.	18	185
sll1204|372	sll1204|372	1	18	.	18	291
sll1204|337	sll1204|337	1	22	.	22	191
sll1204|352	sll1204|352	1	19	.	19	301
sll1049|52	sll1049|52	1	18	.	18	170
sll1049|185	sll1049|185	1	22	.	22	595
sll1049|80	sll1049|80	1	19	.	19	220
sll1049|153	sll1049|153	1	22	.	22	382
sll1049|67	sll1049|67	1	19	.	19	411
sll1062|64	sll1062|64	1	17	.	17	238
sll1062|305	sll1062|305	1	20	.	20	217
sll1062|85	sll1062|85	1	17	.	17	202
sll1062|282	sll1062|282	1	17	.	17	301
ssr3000|70	ssr3000|70	1	20	.	20	732
ssr3000|136	ssr3000|136	1	20	.	20	44
ssr3000|38	ssr3000|38	1	22	.	22	605
ssr3000|55	ssr3000|55	1	20	.	20	826
ssr3000|118	ssr3000|118	1	18	.	18	368
atp1|338	atp1|338	1	20	.	20	200
atp1|6	atp1|6	1	17	.	17	198
atp1|274	atp1|274	1	17	.	17	98
atp1|130	atp1|130	1	18	.	18	265
atp1|39	atp1|39	1	20	.	20	254
sll1203|312	sll1203|312	1	19	.	19	266
sll1203|211	sll1203|211	1	18	.	18	347
sll1203|99	sll1203|99	1	22	.	22	321
sll1203|51	sll1203|51	1	19	.	19	318
sll1203|31	sll1203|31	1	17	.	17	201
sll1202|282	sll1202|282	1	22	.	22	180
sll1202|168	sll1202|168	1	20	.	20	267
sll1202|499	sll1202|499	1	17	.	17	215
sll1202|231	sll1202|231	1	22	.	22	162
sll1202|324	sll1202|324	1	20	.	20	181
sll0219|67	sll0219|67	1	17	.	17	945
sll0219|9	sll0219|9	1	22	.	22	586
sll0219|128	sll0219|128	1	17	.	17	416
sll0219|25	sll0219|25	1	17	.	17	813
sll0219|100	sll0219|100	1	22	.	22	1398
rfbD2|179	rfbD2|179	1	22	.	22	226
rfbD2|118	rfbD2|118	1	17	.	17	262
rfbD2|202	rfbD2|202	1	21	.	21	652
rfbD2|86	rfbD2|86	1	19	.	19	506
rfbD2|156	rfbD2|156	1	17	.	17	300
slr1494|151	slr1494|151	1	20	.	20	234
slr1494|3	slr1494|3	1	21	.	21	339
slr1494|96	slr1494|96	1	18	.	18	362
slr1494|281	slr1494|281	1	17	.	17	374
slr1494|168	slr1494|168	1	18	.	18	347
slr1495|39	slr1495|39	1	22	.	22	599
slr1495|82	slr1495|82	1	18	.	18	738
slr1495|21	slr1495|21	1	19	.	19	461
slr1495|50	slr1495|50	1	20	.	20	912
slr1495|61	slr1495|61	1	17	.	17	511
slr1493|136	slr1493|136	1	22	.	22	488
slr1493|249	slr1493|249	1	19	.	19	543
slr1493|5	slr1493|5	1	21	.	21	390
slr1493|46	slr1493|46	1	20	.	20	74
slr1493|21	slr1493|21	1	17	.	17	500
slr0742|79	slr0742|79	1	21	.	21	6
slr0742|161	slr0742|161	1	18	.	18	151
slr0742|117	slr0742|117	1	21	.	21	24
slr0742|93	slr0742|93	1	19	.	19	30
slr0742|30	slr0742|30	1	17	.	17	527
morR|4	morR|4	1	21	.	21	392
morR|88	morR|88	1	20	.	20	458
morR|126	morR|126	1	18	.	18	763
morR|104	morR|104	1	18	.	18	229
morR|71	morR|71	1	20	.	20	109
slr1100|124	slr1100|124	1	17	.	17	922
slr1100|83	slr1100|83	1	19	.	19	170
slr1100|24	slr1100|24	1	22	.	22	888
slr1100|181	slr1100|181	1	20	.	20	780
slr1100|159	slr1100|159	1	17	.	17	547
chlD|26	chlD|26	1	17	.	17	274
chlD|124	chlD|124	1	18	.	18	1012
chlD|15	chlD|15	1	21	.	21	281
chlD|56	chlD|56	1	17	.	17	173
chlD|4	chlD|4	1	22	.	22	398
sll0217|56	sll0217|56	1	18	.	18	2980
sll0217|38	sll0217|38	1	17	.	17	2515
sll0217|7	sll0217|7	1	22	.	22	1498
sll0217|21	sll0217|21	1	22	.	22	3177
sll0217|76	sll0217|76	1	21	.	21	3129
